ID,keyword_classification,keyword_confidence,keyword_reason,final_classification,llm_reason,classification_method
SRX18672589,native,50,"Highest weight keyword: 'untreated' (category: weak_native, score: 100.0). Matches found: 'untreated' in 'treatment' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX18672592,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX18768994,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX18768997,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX19123217,native,75,"Highest weight keyword: 'healthy donor' (category: strong_native, score: 76.92307692307692). Matches found: 'healthy donor' in 'disease state' (strong_native/76.92307692307692)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX212182,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0); 'no treatment' in 'treatment' (weak_native/77.77777777777779)",non-native,,Keyword (Non-Native)
SRX212351,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX212353,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX2166886,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'age' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX2253219,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX2268292,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX23045260,native,50,"Highest weight keyword: 'vehicle' (category: weak_native, score: 100.0). Matches found: 'vehicle' in 'treatment' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX23045263,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX23335286,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX23335288,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX23335289,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX23335290,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX23335291,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX23383574,non-native,95,"Highest weight keyword: 'neonatal' (category: strong_non_native, score: 100.0). Matches found: 'neonatal' in 'cell line' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX23548768,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'genotype' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX23548770,non-native,95,"Highest weight keyword: 'overexpression' (category: strong_non_native, score: 80.0). Matches found: 'overexpression' in 'genotype' (strong_non_native/80.0)",non-native,,Keyword (Non-Native)
SRX25152580,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX25331425,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX25501815,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX2635902,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX2770856,native,50,"Highest weight keyword: 'untreated' (category: weak_native, score: 100.0). Matches found: 'untreated' in 'source_name' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX2966972,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0); 'fetal' in 'cell type' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX3195440,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'genotype' (weak_native/100.0); 'untreated' in 'genotype' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX3322085,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX3584196,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX3585704,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0); 'fetal' in 'cell type' (strong_non_native/100.0); 'donor' in 'donor' (weak_native/100.0); 'wt' in 'genotype' (weak_native/100.0)",non-native,,Keyword (Non-Native)
SRX3666488,non-native,95,"Highest weight keyword: 'stimulated' (category: strong_non_native, score: 86.95652173913044). Matches found: 'stimulated' in 'source_name' (strong_non_native/86.95652173913044); 'stimulated' in 'cell type' (strong_non_native/86.95652173913044)",non-native,,Keyword (Non-Native)
SRX3679898,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX3679900,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX3679902,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX3734300,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX3768737,non-native,95,"Highest weight keyword: 'overexpression' (category: strong_non_native, score: 84.84848484848484). Matches found: 'overexpression' in 'genotype/variation' (strong_non_native/84.84848484848484)",non-native,,Keyword (Non-Native)
SRX382353,non-native,95,"Highest weight keyword: 'immortalized' (category: strong_non_native, score: 100.0). Matches found: 'immortalized' in 'cell type' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX393518,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX4370433,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX4723358,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX5360084,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX5360094,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX5371741,native,50,"Highest weight keyword: 'donor' (category: weak_native, score: 100.0). Matches found: 'donor' in 'individual' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX5391034,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'genotype' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX5391035,non-native,95,"Highest weight keyword: 'kd' (category: strong_non_native, score: 100.0). Matches found: 'kd' in 'genotype' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX5574342,native,50,"Highest weight keyword: 'donor' (category: weak_native, score: 90.9090909090909). Matches found: 'donor' in 'donr id' (weak_native/90.9090909090909)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX5624369,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX5716451,native,50,"Highest weight keyword: 'wild-type' (category: weak_native, score: 100.0). Matches found: 'wild-type' in 'genotype/variation' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX5774914,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX5839976,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX6068070,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX6068072,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX6578928,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX6763473,non-native,95,"Highest weight keyword: 'treatment' (category: strong_non_native, score: 78.26086956521739). Matches found: 'treatment' in 'treatment' (strong_non_native/78.26086956521739)",non-native,,Keyword (Non-Native)
SRX6763478,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX6784062,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX6969885,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX7015671,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX7223095,non-native,95,"Highest weight keyword: 'cell line' (category: strong_non_native, score: 100.0). Matches found: 'cell line' in 'source_name' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX735289,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX7509593,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX7730450,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX8090642,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX8090646,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX8453150,non-native,95,"Highest weight keyword: 'cancer' (category: strong_non_native, score: 100.0). Matches found: 'cancer' in 'disease state' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX8841625,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX885891,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'treatment' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX885895,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX9029210,native,50,"Highest weight keyword: 'no treatment' (category: weak_native, score: 100.0). Matches found: 'no treatment' in 'treatment' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX9029211,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX9221932,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX9221933,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX9345717,native,50,"Highest weight keyword: 'wild-type' (category: weak_native, score: 100.0). Matches found: 'wild-type' in 'genotype' (weak_native/100.0)",native,LLM API Error: Connection error.,Keyword (native / LLM Error)
SRX971583,non-native,95,"Highest weight keyword: 'shRNA' (category: strong_non_native, score: 80.0). Matches found: 'shRNA' in 'source_name' (strong_non_native/80.0); 'neonatal' in 'cell type' (strong_non_native/76.19047619047619)",non-native,,Keyword (Non-Native)
SRX9850737,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX9867030,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
SRX9969717,unknown,0,No relevant keywords,unknown,LLM API Error: Connection error.,Keyword (unknown / LLM Error)
