ID,keyword_classification,keyword_confidence,keyword_reason,final_classification,llm_reason,classification_method
SRX25152580,unknown,0,No relevant keywords,non-native,Non-Native. genotype=MED12-KO,LLM (Fallback)
SRX25331425,unknown,0,No relevant keywords,non-native,"Non-Native. cell line=ICR_CXJ_046, genotype=DHG-G34",LLM (Fallback)
SRX25501815,unknown,0,No relevant keywords,non-native,"Non-Native. cell line=HDF-2, treatment=With AR silencing",LLM (Fallback)
SRX2635902,unknown,0,No relevant keywords,native,"Native. dev stage=adult, health state=healthy with non-obstructive CAD (coronary artery disease)",LLM (Fallback)
SRX2770856,native,50,"Highest weight keyword: 'untreated' (category: weak_native, score: 100.0). Matches found: 'untreated' in 'source_name' (weak_native/100.0)",native,"Native. source_name=Primary human monocyte-derived macrophages, untreated, PU.1 ChIP, cell_type_class=Blood, Cell_type=Macrophages",LLM (Native Validation)
SRX2966972,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0); 'fetal' in 'cell type' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX3195440,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'genotype' (weak_native/100.0); 'untreated' in 'genotype' (weak_native/100.0)",non-native,"Non-Native. genotype=control untreated, cell type=human CD34+ cells",LLM (Native Validation)
SRX3322085,unknown,0,No relevant keywords,native,"Native. age=37 year, dev_stage=adult",LLM (Fallback)
SRX3584196,unknown,0,No relevant keywords,native,Native. cell type=Primary human epididymis cells,LLM (Fallback)
SRX3585704,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0); 'fetal' in 'cell type' (strong_non_native/100.0); 'donor' in 'donor' (weak_native/100.0); 'wt' in 'genotype' (weak_native/100.0)",non-native,,Keyword (Non-Native)
SRX3666488,non-native,95,"Highest weight keyword: 'stimulated' (category: strong_non_native, score: 86.95652173913044). Matches found: 'stimulated' in 'source_name' (strong_non_native/86.95652173913044); 'stimulated' in 'cell type' (strong_non_native/86.95652173913044)",non-native,,Keyword (Non-Native)
SRX3679898,unknown,0,No relevant keywords,non-native,Non-Native. genotype/variation=shKMT2D,LLM (Fallback)
SRX3679900,unknown,0,No relevant keywords,non-native,Non-Native. genotype/variation=shSC,LLM (Fallback)
SRX3679902,unknown,0,No relevant keywords,non-native,Non-Native. genotype/variation=shKMT2D,LLM (Fallback)
SRX3734300,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",native,Native. Cell_type=Foreskin; source_name=Foreskin,LLM (Native Validation)
SRX3768737,non-native,95,"Highest weight keyword: 'overexpression' (category: strong_non_native, score: 84.84848484848484). Matches found: 'overexpression' in 'genotype/variation' (strong_non_native/84.84848484848484)",non-native,,Keyword (Non-Native)
SRX382353,non-native,95,"Highest weight keyword: 'immortalized' (category: strong_non_native, score: 100.0). Matches found: 'immortalized' in 'cell type' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX393518,unknown,0,No relevant keywords,non-native,"Non-Native. treatment=100 ng/ml final TSA, source_name=Human primary endothelial colony-forming cells",LLM (Fallback)
SRX4370433,unknown,0,No relevant keywords,native,Native. cell type is anterior temporal cortex from adult,LLM (Fallback)
SRX4723358,unknown,0,No relevant keywords,native,"Native. WT, source_name=2 week neuron_homerTF_GATA3_WT126",LLM (Fallback)
SRX5360084,unknown,0,No relevant keywords,native,"Native. neoplastic stage=untransformed, source_name=Dermal Fibroblasts (from context) and Cell_type_class=Epidermis",LLM (Fallback)
SRX5360094,unknown,0,No relevant keywords,non-native,"Non-Native. neoplastic stage=transformed, cell type class and type indicating a modified cellular state",LLM (Fallback)
SRX5371741,native,50,"Highest weight keyword: 'donor' (category: weak_native, score: 100.0). Matches found: 'donor' in 'individual' (weak_native/100.0)",native,"Native. Cell_type_class=Blood, Cell_type=CD4+ T cells, source_name=primary blood",LLM (Native Validation)
SRX5391034,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'genotype' (weak_native/100.0)",native,"Native. genotype=control, cell type=Primary human myocytes, Muscle (Skeletal myotubes)",LLM (Native Validation)
SRX5391035,non-native,95,"Highest weight keyword: 'kd' (category: strong_non_native, score: 100.0). Matches found: 'kd' in 'genotype' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX5574342,native,50,"Highest weight keyword: 'donor' (category: weak_native, score: 90.9090909090909). Matches found: 'donor' in 'donr id' (weak_native/90.9090909090909)",native,"Native. cell_line is not mentioned but the metadata clearly specifies 'primary monocytes' as source, which typically indicates a native sample",LLM (Native Validation)
SRX5624369,unknown,0,No relevant keywords,non-native,Non-Native. treatment=TNF (10ng/ml) for 16 hours,LLM (Fallback)
SRX5716451,native,50,"Highest weight keyword: 'wild-type' (category: weak_native, score: 100.0). Matches found: 'wild-type' in 'genotype/variation' (weak_native/100.0)",non-native,"Non-Native. cell_type=Neural progenitor cells, source_name=hNPCs",LLM (Native Validation)
SRX5774914,unknown,0,No relevant keywords,non-native,Non-Native. cell line=A2B5+ iOPCs(H),LLM (Fallback)
SRX5839976,unknown,0,No relevant keywords,non-native,"Non-Native. cell type=monocytes, source_name=Primary human monocyte-derived macrophages",LLM (Fallback)
SRX6068070,unknown,0,No relevant keywords,non-native,"Non-Native. tissue=endometrium/whole endometrium, source_name=Midsecretory rep1 PGR-ChIPseq",LLM (Fallback)
SRX6068072,unknown,0,No relevant keywords,native,"Native. cell type is a normal physiological condition, no signs of modification or immortalization",LLM (Fallback)
SRX6578928,unknown,0,No relevant keywords,native,"Native. Cell_type=T cells, source_name=Peripheral blood T cells, disease state=Healthy T cells",LLM (Fallback)
SRX6763473,non-native,95,"Highest weight keyword: 'treatment' (category: strong_non_native, score: 78.26086956521739). Matches found: 'treatment' in 'treatment' (strong_non_native/78.26086956521739)",non-native,,Keyword (Non-Native)
SRX6763478,unknown,0,No relevant keywords,native,"Native. cell type=PRIMARY-MONOCYTE, treatment=primary monocytes",LLM (Fallback)
SRX6784062,unknown,0,No relevant keywords,non-native,Non-Native. Cell_line=C20,LLM (Fallback)
SRX6969885,unknown,0,No relevant keywords,non-native,Non-Native. cell type=CHD6 heterozygous mutant,LLM (Fallback)
SRX7015671,unknown,0,No relevant keywords,native,"Native. cell line=CRL7250, generic human cell type (Fibroblasts)",LLM (Fallback)
SRX7223095,non-native,95,"Highest weight keyword: 'cell line' (category: strong_non_native, score: 100.0). Matches found: 'cell line' in 'source_name' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX735289,unknown,0,No relevant keywords,non-native,"Non-Native. cell type=Th1, in vitro differentiated",LLM (Fallback)
SRX7509593,unknown,0,No relevant keywords,non-native,Non-Native. donor age 37 years and 'adult' development stage,LLM (Fallback)
SRX7730450,unknown,0,No relevant keywords,non-native,"Non-Native. genotype=Corrected RB1 mutation, Cell_type_class=Bone, Cell_type=Osteoblasts",LLM (Fallback)
SRX8090642,unknown,0,No relevant keywords,non-native,"Non-Native. donor=ST1412, treatment=JQ1",LLM (Fallback)
SRX8090646,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",non-native,"Non-Native. Rheumatoid arthritis, Fibroblast like Synoviocytes (Cell_type_class=Others)",LLM (Native Validation)
SRX8453150,non-native,95,"Highest weight keyword: 'cancer' (category: strong_non_native, score: 100.0). Matches found: 'cancer' in 'disease state' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX8841625,unknown,0,No relevant keywords,non-native,"Non-Native. Acheiropodia patient, cell type=Lymphoblast cells",LLM (Fallback)
SRX885891,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'treatment' (weak_native/100.0)",native,"Native. cell type=Macrophage, source_name=Macrophage-control, treatment=Control",LLM (Native Validation)
SRX885895,unknown,0,No relevant keywords,non-native,Non-Native. treatment=oxLDL (50mcg/ml),LLM (Fallback)
SRX9029210,native,50,"Highest weight keyword: 'no treatment' (category: weak_native, score: 100.0). Matches found: 'no treatment' in 'treatment' (weak_native/100.0)",native,"Native. cell_type=neutrophil, treatment=no treatment",LLM (Native Validation)
SRX9029211,unknown,0,No relevant keywords,non-native,Non-Native. treatment=R848,LLM (Fallback)
SRX9221932,unknown,0,No relevant keywords,non-native,"Non-Native. treatment=treated, Cell_type_class=Liver, Cell_type=Hepatocytes",LLM (Fallback)
SRX9221933,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",native,"Native. tissue/cell type=Primary hepatocytes, source_name=Primary Hepatocytes",LLM (Native Validation)
SRX9345717,native,50,"Highest weight keyword: 'wild-type' (category: weak_native, score: 100.0). Matches found: 'wild-type' in 'genotype' (weak_native/100.0)",non-native,"Non-Native. iPSC differentiation, Day 21",LLM (Native Validation)
SRX971583,non-native,95,"Highest weight keyword: 'shRNA' (category: strong_non_native, score: 80.0). Matches found: 'shRNA' in 'source_name' (strong_non_native/80.0); 'neonatal' in 'cell type' (strong_non_native/76.19047619047619)",non-native,,Keyword (Non-Native)
SRX9850737,unknown,0,No relevant keywords,non-native,"Non-Native. cell_line=Calu-3, immortalized cell line",LLM (Fallback)
SRX9867030,unknown,0,No relevant keywords,non-native,Non-Native. Cell_line=C20,LLM (Fallback)
SRX9969717,unknown,0,No relevant keywords,non-native,Non-Native. cell_line=16HBE14o-,LLM (Fallback)
