ID	Transcription_Factor	Cell_type_class	Cell_type	Metadata
SRX2966972	PAX5	Gonad	Testis	source_name=Fetal testis | cell type=2nd trimester human fetal testis
SRX3585704	HMGB1	Lung	Lung fibroblasts	source_name=fetal lung fibroblast cells | cell type=fetal lung fibroblast cells | donor=single donor | genotype=WT | treatment=proliferating
SRX3666488	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 45 | subject id=45 | cell type=PHA-stimulated human T-lymphocytes
SRX3679898	KMT2D	Epidermis	Keratinocytes	source_name=keratinocytes | tissue=keratinocytes | genotype/variation=shKMT2D
SRX3679902	KMT2D	Epidermis	Keratinocytes	source_name=keratinocytes | tissue=keratinocytes | genotype/variation=shKMT2D
SRX3768737	MLLT3	Blood	CD34 Hematopoietic stem cells	source_name=human FL CD34+CD38-/lowCD90+GFP+ | cell type=4w cultured HSPC | genotype/variation=MLLT3 overexpression
SRX382353	RNF2	Epidermis	Melanocytes	source_name=Hmel human melanocytes, RNF2 ChIP | cell line=HMEL-BRAFV600E | cell type=immortalized melanocytes
SRX393518	TAL1	Cardiovascular	Primary endothelial cells	source_name=Human primary endothelial colony-forming cells | treatment=100 ng/ml final TSA
SRX5360094	EZH2	Epidermis	Dermal fibroblast	source_name=Dermal Fibroblasts | neoplastic stage=transformed
SRX5371741	NFKB1	Blood	CD4+ T cells	source_name=primary blood | individual=donor 206 | cell type=CD4pos_T | lineage=CD4
SRX5391035	MLXIP	Muscle	Skeletal myotubes	source_name=Primary skeletal myotube | cell type=Primary human myocytes | genotype=MondoA KD | passages=P7
SRX5624369	SREBF2	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages | tissue=peripheral blood | cell type=monocytes | treatment=TNF (10ng/ml) for 16 hours
SRX5774914	POU5F1	Epidermis	Dermal fibroblast	source_name=Foreskin fibroblasts | tissue=Foreskin fibroblasts | cell line=A2B5+ iOPCs(H)
SRX6578928	CTCF	Blood	T cells	source_name=Peripheral blood T cells | tissue=Peripheral blood | disease state=Healthy T cells | treatment=N/A
SRX6763473	EGR1	Blood	Macrophages	source_name=DIFFERENTIATING MACROPHAGE | cell type=DIFFERENTIATING MACROPHAGE | treatment=differentiating macrophages (day 1 of GM-CSF treatment)
SRX6969885	CHD6	Cardiovascular	Cardiomyocytes	source_name=cardiomyocytes | cell type=CHD6 heterozygous mutant | passages=D9
SRX7015671	RNF2	Others	Fibroblasts	source_name=CRL7250 (FIbroblast) | cell type=FIbroblast | cell line=CRL7250
SRX7223095	EGR1	Uterus	Endometrial stromal cells	source_name=t-HESC cell line | cell line=t-HESC
SRX7730450	E2F3	Bone	Osteoblasts	source_name=osteoblast | cell=osteoblast | treatment=NA | time point=NA | genotype=Corrected RB1 mutation
SRX8090642	BRD2	Others	Synoviocytes	source_name=Fibroblast like Synoviocytes | diagnosis=Rheumatoid arthritis | cell type=Fibroblast like Synoviocytes | treatment=JQ1 | donor=ST1412
SRX8090646	BRD4	Others	Synoviocytes	source_name=Fibroblast like Synoviocytes | diagnosis=Rheumatoid arthritis | cell type=Fibroblast like Synoviocytes | treatment=DMSO | donor=ST1412
SRX8453150	FOXA1	Liver	Liver	source_name=FOXA1 ChIP Sample 5 liver | disease state=metastatic castration resistant prostate cancer | tissue=liver
SRX8841625	RAD21	Blood	Lymphoblasts	source_name=RAD21-ChIP-seq-Mut | condition=Acheiropodia patient | cell type=Lymphoblast cells
SRX885895	CEBPB	Blood	Macrophages	source_name=Macrophage-oxLDL | treatment=oxLDL (50mcg/ml) | cell type=Macrophage
SRX9029211	POU2F2	Blood	Neutrophils	source_name=human neutrophil | treatment=R848 (5mM) | time=20 h | cell type=neutrophil
SRX9221932	ESR1	Liver	Hepatocytes	source_name=Primary Hepatocytes | tissue/cell type=Primary hepatocytes | treatment=17 β-estradiol (1 µM) | treatment time=8 hours
SRX9345717	CTCF	Blood	Erythroid Cells	source_name=iPSC diffrentiation to Erythroid cells | cell type=Erythroid | differentiation day=Day 21 | genotype=Wild type
SRX971583	SMARCA4	Epidermis	Keratinocytes	source_name=human keratinoctyes with p63 siRNA | cell type=primary human neonatal keratinocytes | knockdown=p63
SRX9850737	KLF5	Lung	Bronchial epithelial cells	source_name=Calu-3 KLF5 ChIP-seq | cell line=Calu-3 | cell type=Human bronchial epithelial cells | growth media=DMEM + 10% FBS
SRX9969717	BACH1	Others	16HBE14o-	source_name=16HBE14o- | cell line=16HBE14o- | cell type=Human bronchial epithelial cells | growth media=DMEM + 10% FBS
