ID,keyword_classification,keyword_confidence,keyword_reason,final_classification,llm_reason,classification_method
SRX393518,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=100 ng/ml final TSA,LLM
SRX4370433,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. developmental stage=Adult, Cell_type_class=Neural, source_name=Adult anterior temporal cortex",LLM
SRX4723358,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell_type_class=Neural, Cell_type=Neurons, source_name=2 week neuron_homerTF_GATA3_WT126, individual=wt126, sh=none",LLM
SRX5360084,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. neoplastic stage=untransformed, Cell_type=Dermal fibroblast",LLM
SRX5360094,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. neoplastic stage=transformed,LLM
SRX5371741,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell_type=CD4+ T cells, source_name=primary blood, lineage=CD4",LLM
SRX5391034,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. genotype=control, cell type=Primary human myocytes",LLM
SRX5391035,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype=MondoA KD,LLM
SRX5574342,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell_type=Monocytes, cell subtype=primary monocytes, source_name=cMO_PU.1-ChIP does not indicate non-native modification",LLM
SRX5624369,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=TNF (10ng/ml) for 16 hours,LLM
SRX5716451,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. genotype/variation=wild type, Cell_type_class=Neural, Cell_type=Neural progenitor cells",LLM
SRX5774914,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell line=A2B5+ iOPCs(H),LLM
SRX5839976,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell_type=Macrophages, source_name=Primary human monocyte-derived macrophages",LLM
SRX6068070,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell_type_class=Uterus, Cell_type=Endometrium, menstrual cycle phase=mid-secretory",LLM
SRX6068072,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell_type_class=Uterus, Cell_type=Endometrium, menstrual cycle phase=proliferative",LLM
SRX6578928,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. disease state=Healthy T cells, treatment=N/A, Cell_type_class=Blood, Cell_type=T cells",LLM
SRX6763473,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=differentiating macrophages (day 1 of GM-CSF treatment),LLM
SRX6763478,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell_type=Monocytes, Metadata=PRIMARY-MONOCYTE",LLM
SRX6784062,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. dev_stage=adult, age=51 year, sample_type=tissue, no modification indicators found",LLM
SRX6969885,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell type=CHD6 heterozygous mutant,LLM
SRX7015671,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell line=CRL7250,LLM
SRX7223095,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell line=t-HESC,LLM
SRX735289,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment/agent=PMA/ionomycin,LLM
SRX7509593,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. dev_stage=adult, age=37 year, sample_type=tissue, tissue=testis",LLM
SRX7730450,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype=Corrected RB1 mutation,LLM
SRX8090642,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=JQ1,LLM
SRX8090646,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. diagnosis=Rheumatoid arthritis,LLM
SRX8453150,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. disease state=metastatic castration resistant prostate cancer,LLM
SRX8841625,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. condition=Acheiropodia patient,LLM
SRX885891,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. treatment=Control, cell type=Macrophage, source_name=Macrophage-control",LLM
SRX885895,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=oxLDL (50mcg/ml),LLM
SRX9029210,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. treatment=no treatment, Cell_type=Neutrophils, cell type=neutrophil",LLM
SRX9029211,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=R848 (5mM),LLM
SRX9221932,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=17 β-estradiol (1 µM),LLM
SRX9221933,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell_type=Hepatocytes, source_name=Primary Hepatocytes, treatment=DMSO",LLM
SRX9345717,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. Metadata=source_name=iPSC diffrentiation to Erythroid cells,LLM
SRX971583,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. knockdown=p63,LLM
SRX9850737,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell_line=Calu-3,LLM
SRX9867030,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell_type=CD8+ T cells, cell type=CD8",LLM
SRX9969717,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell_line=16HBE14o-,LLM
