ID	Transcription_Factor	Cell_type_class	Cell_type	Metadata
SRX103444	BRD4	Blood	CD4+ T cells	source_name=CD4+ T cells | cell type=CD4+ T cells | treatment=untreated
SRX1036365	RUNX1	Blood	Peripheral blood stem cells	source_name=CD34+ PBSC from donor | cell type=PBSC
SRX1042048	SETD1A	Blood	Erythroid Cells	source_name=R3/R4 Erythroid cells | cell type=R3/R4 Erythroid cells | antibody info=Bethyl Laboratory Cat#: A300-289A
SRX1042049	USF1	Blood	Erythroid Cells	source_name=R3/R4 Erythroid cells | cell type=R3/R4 Erythroid cells | antibody info=Santa Cruz Cat#: H-86x
SRX1042050	USF2	Blood	Erythroid Cells	source_name=R3/R4 Erythroid cells | cell type=R3/R4 Erythroid cells | antibody info=Santa Cruz Cat#: C-20x
SRX1046555	RAG1	Blood	Thymus	source_name=thymocytes | cell type=thymocytes | genotype=n/a | strain=n/a | age=Mixture: 4 months or 1.5 years
SRX1046558	RAG2	Blood	Thymus	source_name=thymocytes | cell type=thymocytes | genotype=n/a | strain=n/a | age=4 months
SRX10475435	CTCF	Cardiovascular	Left ventricle	sample type=tissue | tissue=heart left ventricle | health state=DM: yes; HTN: yes; CAD: no | dev_stage=adult | age=59 year | donor ID=ENCDO856ZOJ
SRX10475459	CTCF	Digestive tract	Colon	sample_type=tissue | tissue=transverse colon | dev_stage=adult | age=51 year | donor ID=ENCDO271OUW
SRX10476638	CTCF	Neural	Tibial Nerve	dev_stage=adult | tissue=tibial nerve | sample_type=tissue | age=53 year | donor ID=ENCDO793LXB
SRX10476782	CTCF	Muscle	Gastrocnemius medialis	sample_type=tissue | tissue=gastrocnemius medialis | dev_stage=adult | age=51 year | donor ID=ENCDO271OUW
SRX10476797	CTCF	Cardiovascular	Left ventricle	sample type=tissue | tissue=heart left ventricle | health state=DM: no; HTN: yes; CAD: no | dev_stage=adult | age=40 year | donor ID=ENCDO392CRK
SRX10478144	CTCF	Cardiovascular	Left ventricle	sample type=tissue | tissue=heart left ventricle | health state=DM: no; HTN: no; CAD: no | dev_stage=adult | age=46 year | donor ID=ENCDO411EVD
SRX1048945	PGR	Uterus	Endometrial stromal cells	source_name=endometrial stromal cells | cell type=primary cells | passages=2-4 | health status=healthy, proliferative phase
SRX1048946	FOSL2	Uterus	Endometrial stromal cells	source_name=endometrial stromal cells | cell type=primary cells | passages=2-4 | health status=healthy, proliferative phase
SRX1048948	FOXO1	Uterus	Endometrial stromal cells	source_name=endometrial stromal cells | cell type=primary cells | passages=2-4 | health status=healthy, proliferative phase
SRX10644687	RUNX2	Blood	Natural Killer T-Cells	source_name=NK_ChIP | cell type=Peripheral blood NK cell | gating=CD56+ CD3- CD19-
SRX10697702	STAT5A	Blood	Monocytes-CD14+	source_name=Buffy coat | cell type=Human CD14+ monocytes | disease state=Healthy | cell subtype=CD127high
SRX10852977	MED1	Blood	T cells	source_name=primary T cells | treatment=unstimulated | genotype=AAVS1-null
SRX1089824	GATA1	Blood	Hematopoietic Stem Cells	source_name=Adult hematopoietic stem/progenitor cells (HSPCs) | tissue=Adult HSPCs (A0) | developmental stage/tissue=adult bone marrow | cell type=primary adult CD34+ HSPCs (A0)
SRX1089827	TAL1	Blood	Hematopoietic Stem Cells	source_name=Adult hematopoietic stem/progenitor cells (HSPCs) | tissue=Adult HSPCs (A0) | developmental stage/tissue=adult bone marrow | cell type=primary adult CD34+ HSPCs (A0)
SRX1089830	NFE2	Blood	Hematopoietic Stem Cells	source_name=Adult hematopoietic stem/progenitor cells (HSPCs) | tissue=Adult HSPCs (A0) | developmental stage/tissue=adult bone marrow | cell type=primary adult CD34+ HSPCs (A0)
SRX1089831	IRF2	Blood	Hematopoietic Stem Cells	source_name=Adult hematopoietic stem/progenitor cells (HSPCs) | tissue=Adult HSPCs (A0) | developmental stage/tissue=adult bone marrow | cell type=primary adult CD34+ HSPCs (A0)
SRX1089833	SPI1	Blood	Hematopoietic Stem Cells	source_name=Adult hematopoietic stem/progenitor cells (HSPCs) | tissue=Adult HSPCs (A0) | developmental stage/tissue=adult bone marrow | cell type=primary adult CD34+ HSPCs (A0)
SRX1089835	RUNX1	Blood	Hematopoietic Stem Cells	source_name=Adult hematopoietic stem/progenitor cells (HSPCs) | tissue=Adult HSPCs (A0) | developmental stage/tissue=adult bone marrow | cell type=primary adult CD34+ HSPCs (A0)
SRX1089836	GATA2	Blood	Erythroblasts	source_name=Adult erythroid progenitor cells (ProEs) | tissue=Adult ProEs (A5) | developmental stage/tissue=adult bone marrow | cell type=primary adult ProEs (A5)
SRX10949091	CTCF	Muscle	Muscles	source_name=muscle cells | disease=Control
SRX10976123	CTCF	Uterus	Uterus	sample_type=tissue | tissue=uterus | dev_stage=adult | age=51 year | donor ID=ENCDO271OUW
SRX10976367	CTCF	Uterus	Vagina	sample_type=tissue | tissue=vagina | dev_stage=adult | age=51 year | donor ID=ENCDO271OUW
SRX10976426	EZH2	Epidermis	Dermal fibroblast	age=53 year | donor ID=ENCDO336AAA | dev stage=adult | sample type=primary cell | cell type=fibroblast of arm
SRX10976477	EZH2	Epidermis	Dermal fibroblast	age=53 year | donor ID=ENCDO336AAA | dev stage=adult | sample type=primary cell | cell type=fibroblast of arm
SRX10976484	CTCF	Lung	Lung	sample type=tissue | tissue=lower lobe of left lung | health state=DM: yes; HTN: yes; CAD: no | dev_stage=adult | age=59 year | donor ID=ENCDO856ZOJ
SRX10976491	CTCF	Others	Thyroid Gland	sample_type=tissue | tissue=thyroid gland | dev_stage=adult | age=51 year | donor ID=ENCDO271OUW
SRX10976744	CTCF	Cardiovascular	Left ventricle	sample_type=tissue | tissue=heart left ventricle | dev_stage=adult | age=51 year | donor ID=ENCDO271OUW
SRX10976835	CTCF	Pancreas	Pancreas	sample type=tissue | tissue=pancreas | health state=DM: no; HTN: no; CAD: no | dev_stage=adult | age=41 year | donor ID=ENCDO575WHY
SRX10976863	CTCF	Lung	Lung	sample type=tissue | tissue=left lung | health state=DM: no; HTN: yes; CAD: no | dev_stage=adult | age=40 year | donor ID=ENCDO392CRK
SRX10976905	CTCF	Cardiovascular	Right ventricle	sample type=tissue | tissue=heart right ventricle | health state=DM: no; HTN: no; CAD: no | dev_stage=adult | age=46 year | donor ID=ENCDO411EVD
SRX10977245	CTCF	Digestive tract	Stomach	sample_type=tissue | tissue=stomach | dev_stage=adult | age=51 year | donor ID=ENCDO271OUW
SRX10977292	CTCF	Others	Adrenal Glands	sample_type=tissue | tissue=adrenal gland | dev_stage=adult | age=51 year | donor ID=ENCDO271OUW
SRX11120905	RAD21	Blood	B cells	source_name=Bcell | cell type=Bcell | treatment=Non-treatment
SRX11120906	RAD21	Others	Fibroblasts	source_name=Healthy Fibroblast | cell type=Healthy Fibroblast | treatment=Non-treatment
SRX11120933	AFF4	Others	Fibroblasts	source_name=CHOPS Fibroblast | cell type=CHOPS Fibroblast | treatment=Non-treatment
SRX11120934	AFF4	Others	Fibroblasts	source_name=Healthy Fibroblast | cell type=Healthy Fibroblast | treatment=Non-treatment
SRX11120938	NIPBL	Others	Fibroblasts	source_name=CdLS Fibroblast | cell type=CdLS Fibroblast | treatment=Non-treatment
SRX11120939	NIPBL	Others	Fibroblasts	source_name=CHOPS Fibroblast | cell type=CHOPS Fibroblast | treatment=Non-treatment
SRX11120950	NIPBL	Others	Fibroblasts	source_name=Healthy Fibroblast | cell type=Healthy Fibroblast | treatment=Non-treatment
SRX11120957	RAD21	Others	Fibroblasts	source_name=CdLS Fibroblast | cell type=CdLS Fibroblast | treatment=Non-treatment
SRX11120958	RAD21	Others	Fibroblasts	source_name=CHOPS Fibroblast | cell type=CHOPS Fibroblast | treatment=Non-treatment
SRX11120959	RAD21	Others	Fibroblasts	source_name=Healthy Fibroblast | cell type=Healthy Fibroblast | treatment=Non-treatment
SRX11157738	AAV Rep68	Others	Epithelial cells	source_name=Epithelial | tissue=Kidney | cell type=Epithelial
SRX11513461	NR3C1	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 4 hours (replicate B) | cell type=tolDC | individual=donor B | time=4 hours differentiation
SRX11513463	NR3C1	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 24 hours (replicate A) | cell type=tolDC | individual=donor A | time=24 hours differentiation
SRX11513465	NR3C1	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 24 hours (replicate B) | cell type=tolDC | individual=donor B | time=24 hours differentiation
SRX11513469	MAFB	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 4 hours (replicate B) | cell type=tolDC | individual=donor B | time=4 hours differentiation
SRX11513470	MAFB	Blood	Dendritic Cells	source_name=Dendritic cells differentiated from monocytes 24 hours (replicate A) | cell type=DC | individual=donor A | time=24 hours differentiation
SRX11513472	MAFB	Blood	Dendritic Cells	source_name=Dendritic cells differentiated from monocytes 24 hours (replicate B) | cell type=DC | individual=donor B | time=24 hours differentiation
SRX11513473	MAFB	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 24 hours (replicate B) | cell type=tolDC | individual=donor B | time=24 hours differentiation
SRX11646086	AR	Prostate	Prostate	source_name=Normal Prostate | tissue=Normal Prostate | gleason score=4+5 | tissue block size=5 x 4 mm | treatment=Untreated
SRX11646089	AR	Prostate	Prostate	source_name=Normal Prostate | tissue=Normal Prostate | gleason score=- | tissue block size=5 x 4 mm | treatment=Untreated
SRX11646091	AR	Prostate	Prostate	source_name=Normal Prostate | tissue=Normal Prostate | gleason score=- | tissue block size=4 x 4 mm | treatment=Untreated
SRX11646092	AR	Prostate	Prostate	source_name=Normal Prostate | tissue=Normal Prostate | gleason score=- | tissue block size=5 x 3 mm | treatment=Untreated
SRX11646094	AR	Prostate	Prostate	source_name=Normal Prostate | tissue=Normal Prostate | gleason score=- | tissue block size=5 x 4 mm | treatment=Untreated
SRX11646096	AR	Prostate	Prostate	source_name=Normal Prostate | tissue=Normal Prostate | gleason score=- | tissue block size=7 x 3 mm | treatment=Untreated
SRX11646098	AR	Prostate	Prostate	source_name=Normal Prostate | tissue=Normal Prostate | gleason score=- | tissue block size=4 x 3 mm | treatment=Untreated
SRX11646100	AR	Prostate	Prostate	source_name=Normal Prostate | tissue=Normal Prostate | gleason score=- | tissue block size=6 x 2 mm | treatment=Untreated
SRX11646102	AR	Prostate	Prostate	source_name=Normal Prostate | tissue=Normal Prostate | gleason score=- | tissue block size=5 x 3 mm | treatment=Untreated
SRX12118509	POU2F2	Blood	Naive B cells	source_name=naïve B-cells | treatment=NA | tissue=tonsil | cell type=naive B-cells | knock down=NA
SRX12129503	BRD4	Blood	T cells	source_name=Blood | cell type=T cells | treatment=DMSO
SRX12357927	AHR	Blood	Hematopoietic Stem Cells	source_name=Hematopoietic stem/progenitor cells (HSPCs) | cell type=Umbilical cord blood-HSPCs | culture period=Day 14 | treatment=DMSO
SRX12387243	EGR1	Blood	CD34 Hematopoietic stem cells	source_name=CD34+ Hematopoietic and Stem Progenitor Cell | shRNA=NA | days post shrna infection=NA | cell type=CD34+ Hematopoietic and Stem Progenitor Cell
SRX12412428	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells | time point=Day -2 (proliferative; "Pro") | cell type=Proliferating adipose stem cells (ASCs) in growth medium | replicate=Rep1
SRX12412429	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells | time point=Day -2 (proliferative; "Pro") | cell type=Proliferating adipose stem cells (ASCs) in growth medium | replicate=Rep2
SRX12412430	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells | time point=00 Hours (T00) | cell type=ASCs on the day of differentiation induction | replicate=Rep1
SRX12412431	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells | time point=00 Hours (T00) | cell type=ASCs on the day of differentiation induction | replicate=Rep2
SRX12412432	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells | time point=24 Hours (T24) | cell type=ASCs on 24 hours after adipogenic induction | replicate=Rep1
SRX12412433	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells | time point=24 Hours (T24) | cell type=ASCs on 24 hours after adipogenic induction | replicate=Rep2
SRX12412434	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells | time point=72 Hours (T72) | cell type=ASCs on 72 hours after adipogenic induction | replicate=Rep1
SRX12567770	TBP	Epidermis	Foreskin	source_name=Primary human foreskin fibroblast (HFF) | cell type=HFF | treatment=untreated | condition=Low Salt | exp=4
SRX12698888	NR4A1	Blood	Dendritic Cells	source_name=CD1c+ DCs | cell type=CD1c+ dendritic cell | tissue=Periperal blood | replicate=1 | treatement=unstimulated
SRX12698889	NR4A2	Blood	Dendritic Cells	source_name=CD1c+ DCs | cell type=CD1c+ dendritic cell | tissue=Periperal blood | replicate=1 | treatement=unstimulated
SRX12698890	NR4A3	Blood	Dendritic Cells	source_name=CD1c+ DCs | cell type=CD1c+ dendritic cell | tissue=Periperal blood | replicate=1 | treatement=unstimulated
SRX12698896	NR4A1	Blood	Dendritic Cells	source_name=CD1c+ DCs | cell type=CD1c+ dendritic cell | tissue=Periperal blood | replicate=2 | treatement=unstimulated
SRX12698897	NR4A2	Blood	Dendritic Cells	source_name=CD1c+ DCs | cell type=CD1c+ dendritic cell | tissue=Periperal blood | replicate=2 | treatement=unstimulated
SRX12698898	NR4A3	Blood	Dendritic Cells	source_name=CD1c+ DCs | cell type=CD1c+ dendritic cell | tissue=Periperal blood | replicate=2 | treatement=unstimulated
SRX12698904	NR4A1	Blood	Dendritic Cells	source_name=CD1c+ DCs | cell type=CD1c+ dendritic cell | tissue=Periperal blood | replicate=3 | treatement=unstimulated
SRX12698905	NR4A2	Blood	Dendritic Cells	source_name=CD1c+ DCs | cell type=CD1c+ dendritic cell | tissue=Periperal blood | replicate=3 | treatement=unstimulated
SRX12698906	NR4A3	Blood	Dendritic Cells	source_name=CD1c+ DCs | cell type=CD1c+ dendritic cell | tissue=Periperal blood | replicate=3 | treatement=unstimulated
SRX13005477	CTCF	Cardiovascular	Right ventricle	tissue=heart right ventricle | sample type=tissue | dev_stage=adult | age=56 year | donor ID=ENCDO907YUG | health state=PGD
SRX13005511	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=89 year | donor ID=ENCDO707TUE
SRX13005553	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev stage=adult | age=90 or above year | donor ID=ENCDO101GPB
SRX13006334	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=90 or above year | donor ID=ENCDO637GUS
SRX13006441	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=81 year | donor ID=ENCDO097MEH
SRX13006465	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=84 year | donor ID=ENCDO461DJY
SRX13006476	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=88 year | donor ID=ENCDO151OJB
SRX13006600	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev stage=adult | age=88 year | donor ID=ENCDO070VNS
SRX13006634	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=87 year | donor ID=ENCDO940VNT
SRX13006665	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=90 or above year | donor ID=ENCDO359XWR
SRX13006674	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=90 or above year | donor ID=ENCDO672KST
SRX13006695	CTCF	Others	Adrenal Glands	sample_type=tissue | tissue=adrenal gland | dev stage=adult | age=41 year | donor ID=ENCDO575WHY | health state=DM: no; HTN: no; CAD: no
SRX13006718	CTCF	Cardiovascular	Left ventricle	sample_type=tissue | tissue=left ventricle myocardium inferior | dev stage=adult | age=60 year | donor ID=ENCDO520EJG | health state=DM: no; HTN: yes; CAD: no; lungs with severe emphysema
SRX13006733	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=83 year | donor ID=ENCDO832DBZ
SRX13006782	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=90 or above year | donor ID=ENCDO201EUI
SRX13006799	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=88 year | donor ID=ENCDO669IVL
SRX13006802	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=74 year | donor ID=ENCDO907CMO
SRX13007268	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=71 year | donor ID=ENCDO570AKP
SRX13007612	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=87 year | donor ID=ENCDO354SJE
SRX13007628	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=90 or above year | donor ID=ENCDO915WZE
SRX13007634	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev stage=adult | age=83 year | donor ID=ENCDO592ZWW
SRX13007677	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=90 or above year | donor ID=ENCDO754RFQ
SRX13008004	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=90 or above year | donor ID=ENCDO006DAA
SRX13008031	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=90 or above year | donor ID=ENCDO660TGP
SRX13008082	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=90 or above year | donor ID=ENCDO847KYQ
SRX13008135	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=90 or above year | donor ID=ENCDO153NUY
SRX13008162	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev stage=adult | age=87 year | donor ID=ENCDO640RUC
SRX13008275	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=90 or above year | donor ID=ENCDO033BMB
SRX13008420	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev stage=adult | age=89 year | donor ID=ENCDO830KFO
SRX13008436	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev stage=adult | age=90 or above year | donor ID=ENCDO471EKG
SRX13008451	CTCF	Others	Spleen	sample type=tissue | tissue=spleen | health state=DM: no; HTN: no; CAD: no | dev_stage=adult | age=26 year | donor ID=ENCDO221IPH
SRX13008464	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=78 year | donor ID=ENCDO236YSH
SRX13008682	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev stage=adult | age=87 year | donor ID=ENCDO423GGP
