ID	Transcription_Factor	Cell_type_class	Cell_type	Metadata
SRX100321	SMAD1	Blood	CD34+	source_name=SMAD1 ChIP-seq CD34 ertyhroid BMP | cell type=Pro-erythroblasts
SRX10056751	MBD2	Liver	Liver	source_name=NorHep cells-MBD2 | tissue=liver | cell line=NorHep
SRX10056752	MBD2	Liver	Liver	source_name=SAM treated NorHep cells-MBD2 | tissue=liver | cell line=NorHep
SRX10059518	CEBPD	Others	Fibroblasts	source_name=amnion fibroblasts | cell type=fibroblasts | treatment=treated with cortisol for 12 hours | tissue=amnion
SRX1012536	FOXO1	Blood	B cells	source_name=germinal center B cells from tonsil tissues | tissue=Germinal center B cells
SRX10131663	CDK9	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10 | ad5 mutant=DM E1A | treatment=none
SRX10131665	NELFCD	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10 | ad5 mutant=DM E1A | treatment=none
SRX10131667	MLLT3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10 | ad5 mutant=DM E1A | treatment=none
SRX10131669	MLLT1	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10 | ad5 mutant=DM E1A | treatment=none
SRX10131671	BRD4	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10 | ad5 mutant=DM E1A | treatment=none
SRX10131679	MLLT3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10 | ad5 mutant=wt E1A | treatment=A-485
SRX10131681	MLLT1	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10 | ad5 mutant=wt E1A | treatment=A-485
SRX10131683	BRD4	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10 | ad5 mutant=wt E1A | treatment=A-485
SRX10142206	CTCF	Blood	B cells	source_name=Triple negative breast cancer B cell | cell type=Triple negative breast cancer B
SRX10145208	REL	Blood	CD4+ T cells	source_name=Freshly isolated naive CD4 T cells from a pool of three healthy donors PBMCs | diagnosis=Healthy | cell type=Naive CD4 T cells | treatment=PMA
SRX10145211	REL	Blood	Naive B cells	source_name=Freshly isolated naive B cells from a pool of three healthy donors PBMCs | diagnosis=Healthy | cell type=Naive B cells | treatment=CD40L-IgM
SRX10145212	REL	Blood	Naive B cells	source_name=Freshly isolated naive B cells from a pool of three healthy donors PBMCs | diagnosis=Healthy | cell type=Naive B cells | treatment=PMA
SRX10206211	RAD21	Blood	Monocytes	source_name=SC cells | cell type=Human peripheral blood monocyte-derived SC cells
SRX10206213	ZBTB3	Blood	Monocytes	source_name=SC cells | cell type=Human peripheral blood monocyte-derived SC cells
SRX10206214	CTCF	Blood	Monocytes	source_name=SC cells | cell type=Human peripheral blood monocyte-derived SC cells
SRX10212065	ATF4	Blood	CD4+ T cells	source_name=Stimulated human CD4 T-cells | tissue=Stimulated human CD4 T-cells | treatment=Cells cultured in RPMI for 72h | cell type=Human CD4+ T-cells purified from PBMCs, stimulated with anti-CD3/anti-CD28 beads
SRX10212066	ATF4	Blood	CD4+ T cells	source_name=Stimulated human CD4 T-cells | tissue=Stimulated human CD4 T-cells | treatment=Cells cultured in low (20uM) arginine RPMI for 72h | cell type=Human CD4+ T-cells purified from PBMCs, stimulated with anti-CD3/anti-CD28 beads
SRX10212067	ATF4	Blood	CD4+ T cells	source_name=Stimulated human CD4 T-cells | tissue=Stimulated human CD4 T-cells | treatment=Cells cultured in arginine-free RPMI for 72h | cell type=Human CD4+ T-cells purified from PBMCs, stimulated with anti-CD3/anti-CD28 beads
SRX10212068	CEBPB	Blood	CD4+ T cells	source_name=Stimulated human CD4 T-cells | tissue=Stimulated human CD4 T-cells | treatment=Cells cultured in RPMI for 72h | cell type=Human CD4+ T-cells purified from PBMCs, stimulated with anti-CD3/anti-CD28 beads
SRX10212069	CEBPB	Blood	CD4+ T cells	source_name=Stimulated human CD4 T-cells | tissue=Stimulated human CD4 T-cells | treatment=Cells cultured in low (20uM) arginine RPMI for 72h | cell type=Human CD4+ T-cells purified from PBMCs, stimulated with anti-CD3/anti-CD28 beads
SRX10212070	CEBPB	Blood	CD4+ T cells	source_name=Stimulated human CD4 T-cells | tissue=Stimulated human CD4 T-cells | treatment=Cells cultured in arginine-free RPMI for 72h | cell type=Human CD4+ T-cells purified from PBMCs, stimulated with anti-CD3/anti-CD28 beads
SRX1023790	SPI1	Blood	Macrophages	source_name=primary human macrophages | cell type=peripheral blood derived macrophage | treatment=GM-CSF (72h)
SRX1023791	SPI1	Blood	Macrophages	source_name=primary human macrophages | cell type=peripheral blood derived macrophage | treatment=GM-CSF for 72h and additional 72h with GM-CSF + IFN-y
SRX1023792	SPI1	Blood	Macrophages	source_name=primary human macrophages | cell type=peripheral blood derived macrophage | treatment=GM-CSF for 72h and additional 72h with GM-CSF + IL4
SRX1023793	SPI1	Blood	Macrophages	source_name=primary human macrophages | cell type=peripheral blood derived macrophage | treatment=GM-CSF for 72h and additional 72h with GM-CSF + TNF-a + PGE2 + Pam3CSK4
SRX1023794	SPI1	Blood	Macrophages	source_name=primary human macrophages | cell type=peripheral blood derived macrophage | treatment=GM-CSF (72h)
SRX1023795	SPI1	Blood	Macrophages	source_name=primary human macrophages | cell type=peripheral blood derived macrophage | treatment=GM-CSF for 72h and additional 72h with GM-CSF + IFN-y
SRX1023796	SPI1	Blood	Macrophages	source_name=primary human macrophages | cell type=peripheral blood derived macrophage | treatment=GM-CSF for 72h and additional 72h with GM-CSF + IL4
SRX1023797	SPI1	Blood	Macrophages	source_name=primary human macrophages | cell type=peripheral blood derived macrophage | treatment=GM-CSF for 72h and additional 72h with GM-CSF + TNF-a + PGE2 + Pam3CSK4
SRX1027441	ATF4	Others	Mesenchymal stem cells	source_name=hMSC | cell type=Human Mesenchymal Stem Cells
SRX1027447	ATF4	Others	Mesenchymal stem cells	source_name=hMSC | cell type=Human Mesenchymal Stem Cells
SRX103445	BRD4	Blood	CD4+ T cells	source_name=CD4+ T cells | cell type=CD4+ T cells | treatment=JQ1 treated
SRX1042046	BPTF	Blood	Erythroid Cells	source_name=R3/R4 Erythroid cells | cell type=R3/R4 Erythroid cells | antibody info=Polyclonal rabbit antibody against chicken BPT fragment (aa2775-2789)
SRX105186	TP63	Epidermis	Keratinocytes	source_name=keratinocytes | cell type=neonatal keratinocytes | differentiation stage=progenitor
SRX105187	TP63	Epidermis	Keratinocytes	source_name=keratinocytes | cell type=neonatal keratinocytes | differentiation stage=differentiated
SRX10634383	YAP1	Epidermis	Keratinocytes	source_name=N/TERT2G keratinocytes | tissue=Skin | cell type=N/TERT2G keratinocytes
SRX10634384	TEAD1	Epidermis	Keratinocytes	source_name=N/TERT2G keratinocytes | tissue=Skin | cell type=N/TERT2G keratinocytes
SRX107284	DUX4	Muscle	Myoblasts	source_name=lenti-DUX4-fl | treatment=myoblasts transduced with lentivirus carrying DUX4 | cell type=human myoblasts
SRX107285	DUX4	Muscle	Myoblasts	source_name=untransduced | cell type=human myoblasts
SRX10852978	MED1	Blood	T cells	source_name=primary T cells | treatment=unstimulated | genotype=MED12-null
SRX10852979	MED1	Blood	T cells	source_name=primary T cells | treatment=unstimulated | genotype=AAVS1-null
SRX10852980	MED1	Blood	T cells	source_name=primary T cells | treatment=unstimulated | genotype=MED12-null
SRX10852981	MED1	Blood	T cells	source_name=primary T cells | treatment=unstimulated | genotype=AAVS1-null
SRX10852982	MED1	Blood	T cells	source_name=primary T cells | treatment=unstimulated | genotype=MED12-null
SRX10852983	MED1	Blood	T cells	source_name=primary T cells | treatment=stimulated | genotype=AAVS1-null
SRX10852984	MED1	Blood	T cells	source_name=primary T cells | treatment=stimulated | genotype=MED12-null
SRX10852985	MED1	Blood	T cells	source_name=primary T cells | treatment=stimulated | genotype=AAVS1-null
SRX10852986	MED1	Blood	T cells	source_name=primary T cells | treatment=stimulated | genotype=MED12-null
SRX10852987	MED1	Blood	T cells	source_name=primary T cells | treatment=stimulated | genotype=AAVS1-null
SRX10852988	MED1	Blood	T cells	source_name=primary T cells | treatment=stimulated | genotype=MED12-null
SRX10852989	MED12	Blood	T cells	source_name=primary T cells | treatment=unstimulated | genotype=AAVS1-null
SRX10852992	MED12	Blood	T cells	source_name=primary T cells | treatment=stimulated | genotype=AAVS1-null
SRX1089823	GATA1	Blood	Hematopoietic Stem Cells	source_name=Fetal hematopoietic stem/progenitor cells (HSPCs) | tissue=Fetal HSPCs (F0) | developmental stage/tissue=fetal liver | cell type=primary fetal liver CD34+ HSPCs (F0)
SRX1089825	TAL1	Blood	Hematopoietic Stem Cells	source_name=Fetal hematopoietic stem/progenitor cells (HSPCs) | tissue=Fetal HSPCs (F0) | developmental stage/tissue=fetal liver | cell type=primary fetal liver CD34+ HSPCs (F0)
SRX1089826	TAL1	Blood	Erythroblasts	source_name=Fetal erythroid progenitor cells (ProEs) | tissue=Fetal ProEs (F5) | developmental stage/tissue=fetal liver | cell type=primary fetal liver ProEs (F5)
SRX1089828	NFE2	Blood	Hematopoietic Stem Cells	source_name=Fetal hematopoietic stem/progenitor cells (HSPCs) | tissue=Fetal HSPCs (F0) | developmental stage/tissue=fetal liver | cell type=primary fetal liver CD34+ HSPCs (F0)
SRX1089829	NFE2	Blood	Erythroblasts	source_name=Fetal erythroid progenitor cells (ProEs) | tissue=Fetal ProEs (F5) | developmental stage/tissue=fetal liver | cell type=primary fetal liver ProEs (F5)
SRX1089832	SPI1	Blood	Hematopoietic Stem Cells	source_name=Fetal hematopoietic stem/progenitor cells (HSPCs) | tissue=Fetal HSPCs (F0) | developmental stage/tissue=fetal liver | cell type=primary fetal liver CD34+ HSPCs (F0)
SRX1089834	RUNX1	Blood	Hematopoietic Stem Cells	source_name=Fetal hematopoietic stem/progenitor cells (HSPCs) | tissue=Fetal HSPCs (F0) | developmental stage/tissue=fetal liver | cell type=primary fetal liver CD34+ HSPCs (F0)
SRX10913934	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=unchanged
SRX10913935	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=knockdown of EN1
SRX10913936	SP1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=unchanged
SRX10913937	SP1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=knockdown of EN1
SRX10913940	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=unchanged
SRX10913941	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=knockdown of EN1
SRX10913942	SP1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=unchanged
SRX10913943	SP1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=knockdown of EN1
SRX10913946	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=unchanged
SRX10913947	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=knockdown of EN1
SRX10913948	SP1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=unchanged
SRX10913949	SP1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFbeta | phenotype=knockdown of EN1
SRX10949099	CTCF	Muscle	Muscles	source_name=muscle cells | disease=FSHD2
SRX10949235	CTCF	Muscle	Muscles	source_name=muscle cells | disease=BAMS (bosma arhinia microphthalmia syndrome)
SRX10954233	BATF	Blood	CD4+ T cells	source_name=BATF ChIP-seq | cell source=Human umbilical cord blood | cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h | biological replicate=Biological Replicate : 1
SRX10954235	BATF	Blood	CD4+ T cells	source_name=BATF ChIP-seq | cell source=Human umbilical cord blood | cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h | biological replicate=Biological Replicate : 2
SRX10954237	FOSL1	Blood	CD4+ T cells	source_name=FOSL1 ChIP-seq | cell source=Human umbilical cord blood | cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h | biological replicate=Biological Replicate : 1
SRX10954239	FOSL1	Blood	CD4+ T cells	source_name=FOSL1 ChIP-seq | cell source=Human umbilical cord blood | cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h | biological replicate=Biological Replicate : 2
SRX10954241	FOSL2	Blood	CD4+ T cells	source_name=FOSL2 ChIP-seq | cell source=Human umbilical cord blood | cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h | biological replicate=Biological Replicate : 1
SRX10954243	FOSL2	Blood	CD4+ T cells	source_name=FOSL2 ChIP-seq | cell source=Human umbilical cord blood | cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h | biological replicate=Biological Replicate : 2
SRX10976184	CTCF	Cardiovascular	Endothelial Cells	sample type=in vitro differentiated cells | dev stage=adult | age=53 year | donor ID=ENCDO336AAA | cell type=endothelial cell
SRX10976217	CTCF	Epidermis	Foreskin	sample_type=primary cell | cell type=foreskin keratinocyte | dev_stage=newborn | age=2-4 day | donor ID=ENCDO615NVN | treatments=treatment_term_id: CHEBI:86158; treatment_term_name: calcium; treatment_type: chemical; duration: 2.5; duration_units: day; | health state=Healthy | passage number=2
SRX10976218	CTCF	Epidermis	Foreskin	sample_type=primary cell | cell type=foreskin keratinocyte | dev_stage=newborn | age=2-4 day | donor ID=ENCDO005EGE | treatments=treatment_term_id: CHEBI:86158; treatment_term_name: calcium; treatment_type: chemical; duration: 2.5; duration_units: day; | health state=Healthy | passage number=2
SRX10976458	CTCF	Pancreas	Pancreas	sample type=tissue | tissue=pancreas | health state=DM: yes; HTN: yes; CAD: no | dev_stage=adult | age=59 year | donor ID=ENCDO856ZOJ
SRX10976536	CTCF	Others	Mesothelial cells	sample type=in vitro differentiated cells | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA | cell type=mesothelial cell of epicardium
SRX10976683	CTCF	Bone	Chondrocytes	sample type=in vitro differentiated cells | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA | cell type=chondrocyte
SRX10976697	CTCF	Kidney	Nephrons	sample type=organoid | tissue=nephron | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA
SRX10976701	CTCF	Lung	Lung	sample type=tissue | tissue=lower lobe of left lung | health state=DM: no; HTN: yes; CAD: no; lungs with severe emphysema | dev_stage=adult | age=60 year | donor ID=ENCDO520EJG
SRX10976792	CTCF	Neural	Brain	sample type=organoid | tissue=brain | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA
SRX10976859	CTCF	Pancreas	Pancreas	sample type=tissue | tissue=pancreas | health state=DM: no; HTN: no; CAD: no; lungs with moderate emphysema | dev_stage=adult | age=61 year | donor ID=ENCDO186XRB
SRX10976875	CTCF	Muscle	Muscle, Smooth	age=5 day | donor ID=ENCDO222AAA | dev stage=embryonic | sample type=in vitro differentiated cells | cell type=smooth muscle cell | health state=healthy
SRX10976878	CTCF	Kidney	Nephrons	sample type=organoid | tissue=nephron | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA
SRX10976935	CTCF	Neural	Brain	sample type=organoid | tissue=brain | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA
SRX10976991	CTCF	Kidney	Nephrons	sample type=organoid | tissue=nephron | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA
SRX10977140	CTCF	Pancreas	Pancreatic progenitors	sample type=in vitro differentiated cells | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA | cell type=progenitor cell of endocrine pancreas
SRX10977145	CTCF	Bone	Osteocytes	sample type=in vitro differentiated cells | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA | cell type=osteocyte
SRX10977196	EZH2	Liver	Hepatocytes	age=5 day | donor ID=ENCDO222AAA | dev stage=embryonic | sample type=in vitro differentiated cells | cell type=hepatocyte | health state=healthy
SRX10977203	CTCF	Kidney	Nephrons	sample type=in vitro differentiated cells | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA | cell type=nephron progenitor cell
SRX10977237	CTCF	Epidermis	Foreskin	sample_type=primary cell | cell type=foreskin keratinocyte | dev_stage=newborn | age=2-4 day | donor ID=ENCDO005EGE | treatments=treatment_term_id: CHEBI:86158; treatment_term_name: calcium; treatment_type: chemical; duration: 5.5; duration_units: day; | health state=Healthy | passage number=2
SRX10977238	CTCF	Epidermis	Foreskin	sample_type=primary cell | cell type=foreskin keratinocyte | dev_stage=newborn | age=2-4 day | donor ID=ENCDO615NVN | treatments=treatment_term_id: CHEBI:86158; treatment_term_name: calcium; treatment_type: chemical; duration: 5.5; duration_units: day; | health state=Healthy | passage number=2
SRX10977274	CTCF	Epidermis	Foreskin	sample_type=primary cell | cell type=foreskin keratinocyte | dev_stage=newborn | age=2-4 day | donor ID=ENCDO005EGE | health state=Healthy | passage number=2
SRX10977275	CTCF	Epidermis	Foreskin	sample_type=primary cell | cell type=foreskin keratinocyte | dev_stage=newborn | age=2-4 day | donor ID=ENCDO615NVN | health state=Healthy | passage number=2
SRX10977361	CTCF	Neural	Astrocytes	sample type=in vitro differentiated cells | dev stage=adult | age=53 year | donor ID=ENCDO336AAA | cell type=astrocyte
SRX10977366	CTCF	Neural	Brain	sample type=organoid | tissue=brain | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA
SRX10977387	CTCF	Cardiovascular	Right ventricle	sample type=tissue | tissue=heart right ventricle | health state=DM: no; HTN: yes; CAD: no | dev_stage=adult | age=40 year | donor ID=ENCDO392CRK
SRX10977522	CTCF	Neural	Excitatory neuron	sample type=in vitro differentiated cells | dev stage=adult | age=53 year | donor ID=ENCDO336AAA | cell type=excitatory neuron
SRX11120932	AFF4	Others	Fibroblasts	source_name=CdLS Fibroblast | cell type=CdLS Fibroblast | treatment=Non-treatment
SRX11179929	BRD4	Neural	Microglia cell line	source_name=Microglia cell line | cell line=Microglia cell line C13NJ | treatment=DMSO-treated
SRX11179931	BRD4	Neural	Microglia cell line	source_name=Microglia cell line | cell line=Microglia cell line C13NJ | treatment=JQ1-treated for 24h
SRX11412423	DEC1	Lung	Bronchial epithelial cells	source_name=“OFF” HBECs | cell type=human bronchial epithelial cells | sample type=OFF
SRX11470442	ATF1	Others	Mesenchymal stem cells	source_name=Primary cell culture | cell type=Bone marrow derived pediatric MSCs | treatment=Infected with empty pLIV vector | cell line=MSC
SRX11470446	ATF1	Others	Mesenchymal stem cells	source_name=Primary cell culture | cell type=Bone marrow derived pediatric MSCs | treatment=Infected with C-term V5-tagged EWSR1-ATF1 | cell line=MSC
SRX11470450	ATF1	Others	Mesenchymal stem cells	source_name=Primary cell culture | cell type=Bone marrow derived pediatric MSCs | treatment=Infected with N-term V5-tagged EWSR1-ATF1 | cell line=MSC
SRX11470502	EP300	Others	Mesenchymal stem cells	source_name=Primary cell culture | cell type=Bone marrow derived pediatric MSCs | treatment=Infected with C-term V5-tagged EWSR1-ATF1 | cell line=MSC
SRX11470503	EP300	Others	Mesenchymal stem cells	source_name=Primary cell culture | cell type=Bone marrow derived pediatric MSCs | treatment=Infected with N-term V5-tagged EWSR1-ATF1 | cell line=MSC
