Experiment ID,Track type,Cell type class,Cell type
SRX019498,CTCF,Adipocyte,Adipose stromal cell
SRX019505,CTCF,Adipocyte,Adipose stromal cell
SRX019512,CTCF,Adipocyte,Adipose stromal cell
SRX019519,CTCF,Adipocyte,Adipose stromal cell
SRX019520,PPARG,Adipocyte,Adipose stromal cell
SRX019521,PPARG,Adipocyte,Adipose stromal cell
SRX027401,E2F4,Adipocyte,Adipocytes
SRX027402,CEBPA,Adipocyte,Adipocytes
SRX027403,HSF1,Adipocyte,Adipocytes
SRX12412428,LMNB1,Adipocyte,Adipose stem cells
SRX12412429,LMNB1,Adipocyte,Adipose stem cells
SRX12412430,LMNB1,Adipocyte,Adipose stem cells
SRX12412431,LMNB1,Adipocyte,Adipose stem cells
SRX12412432,LMNB1,Adipocyte,Adipose stem cells
SRX12412433,LMNB1,Adipocyte,Adipose stem cells
SRX12412434,LMNB1,Adipocyte,Adipose stem cells
SRX12412435,LMNB1,Adipocyte,Adipose stem cells
SRX13551226,CTCF,Adipocyte,Adipose stem cells
SRX13551227,CTCF,Adipocyte,Adipose stem cells
SRX13551244,CTCF,Adipocyte,Adipose stem cells
SRX13551245,CTCF,Adipocyte,Adipose stem cells
SRX13551262,CTCF,Adipocyte,Adipose stem cells
SRX13551263,CTCF,Adipocyte,Adipose stem cells
SRX13551280,CTCF,Adipocyte,Adipose stem cells
SRX13551281,CTCF,Adipocyte,Adipose stem cells
SRX15003482,HNRNPA2B1,Adipocyte,Adipose-derived stem cells
SRX15003483,HNRNPA2B1,Adipocyte,Adipose-derived stem cells
SRX15003484,HNRNPA2B1,Adipocyte,Adipose-derived stem cells
SRX15003485,HNRNPA2B1,Adipocyte,Adipose-derived stem cells
SRX18768993,LMNA,Adipocyte,Adipose stem cells
SRX18768994,LMNA,Adipocyte,Adipose stem cells
SRX18768995,LMNA,Adipocyte,Adipose stem cells
SRX18768996,LMNA,Adipocyte,Adipose stem cells
SRX18768997,LMNA,Adipocyte,Adipose stem cells
SRX18768998,LMNA,Adipocyte,Adipose stem cells
SRX19304507,CTCF,Adipocyte,Adipose stem cells
SRX19304509,CTCF,Adipocyte,Adipose stem cells
SRX19304518,CTCF,Adipocyte,Adipose stem cells
SRX19304527,CTCF,Adipocyte,Adipose stem cells
SRX19304538,CTCF,Adipocyte,Adipose stem cells
SRX19304546,CTCF,Adipocyte,Adipose stem cells
SRX19304559,CTCF,Adipocyte,Adipose stem cells
SRX19304567,CTCF,Adipocyte,Adipose stem cells
SRX19304575,CTCF,Adipocyte,Adipose stem cells
SRX19304584,CTCF,Adipocyte,Adipose stem cells
SRX19304593,CTCF,Adipocyte,Adipose stem cells
SRX19304598,CTCF,Adipocyte,Adipose stem cells
SRX19304607,CTCF,Adipocyte,Adipose stem cells
SRX19304615,CTCF,Adipocyte,Adipose stem cells
SRX19304625,CTCF,Adipocyte,Adipose stem cells
SRX19304635,CTCF,Adipocyte,Adipose stem cells
SRX19304644,CTCF,Adipocyte,Adipose stem cells
SRX19304655,CTCF,Adipocyte,Adipose stem cells
SRX19304664,CTCF,Adipocyte,Adipose stem cells
SRX19304673,CTCF,Adipocyte,Adipose stem cells
SRX22532981,ZNF189,Adipocyte,Adipocytes
SRX3321891,CTCF,Adipocyte,Omental fat pad
SRX3321989,CTCF,Adipocyte,Omental fat pad
SRX3321997,CTCF,Adipocyte,Colon
SRX3321998,EP300,Adipocyte,Subcutaneous adipose tissue
SRX3322044,CTCF,Adipocyte,Omental fat pad
SRX3322060,EP300,Adipocyte,Subcutaneous adipose tissue
SRX3322140,EP300,Adipocyte,Omental fat pad
SRX3322293,EP300,Adipocyte,Colon
SRX3322544,EP300,Adipocyte,Omental fat pad
SRX3322609,CTCF,Adipocyte,Colon
SRX3322694,EP300,Adipocyte,Colon
SRX3322855,CTCF,Adipocyte,Colon
SRX3322904,EP300,Adipocyte,Omental fat pad
SRX3322952,EP300,Adipocyte,Subcutaneous adipose tissue
SRX3322953,EP300,Adipocyte,Subcutaneous adipose tissue
SRX3322954,EP300,Adipocyte,Colon
SRX3322962,CTCF,Adipocyte,Subcutaneous adipose tissue
SRX3322994,CTCF,Adipocyte,Colon
SRX3323044,EP300,Adipocyte,Omental fat pad
SRX3323073,CTCF,Adipocyte,Subcutaneous adipose tissue
SRX4174970,PPARG,Adipocyte,Adipocytes
SRX4174971,PPARG,Adipocyte,Adipocytes
SRX4174972,PPARG,Adipocyte,Adipocytes
SRX4174973,PPARG,Adipocyte,Adipocytes
SRX4174974,PPARG,Adipocyte,Adipocytes
SRX469458,EBF1,Adipocyte,Adipose stromal cell
SRX469460,EBF1,Adipocyte,Adipose stromal cell
SRX4711138,LMNB1,Adipocyte,Adipose stem cells
SRX4711139,LMNB1,Adipocyte,Adipose stem cells
SRX4711140,LMNB1,Adipocyte,Adipose stem cells
SRX4711141,LMNB1,Adipocyte,Adipose stem cells
SRX4711142,LMNB1,Adipocyte,Adipose stem cells
SRX4711143,LMNB1,Adipocyte,Adipose stem cells
SRX4711144,LMNB1,Adipocyte,Adipose stem cells
SRX4711145,LMNB1,Adipocyte,Adipose stem cells
SRX4796925,PPARG,Adipocyte,Adipose Tissue
SRX4796926,PPARG,Adipocyte,Adipose Tissue
SRX4796927,PPARG,Adipocyte,Adipose Tissue
SRX4796928,PPARG,Adipocyte,Adipose Tissue
SRX4796929,PPARG,Adipocyte,Adipose Tissue
SRX660077,CREBBP,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX660078,CREBBP,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX660083,PPARG,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX660084,PPARG,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX660085,PPARG,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX660086,PPARG,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX660087,KLF11,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX660088,KLF11,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX660089,KLF11,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX660090,KLF11,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX7141987,O-GlcNAc,Adipocyte,Adipocytes
SRX7141988,O-GlcNAc,Adipocyte,Adipocytes
SRX7141989,O-GlcNAc,Adipocyte,Adipocytes
SRX7141990,O-GlcNAc,Adipocyte,Adipocytes
SRX7141991,O-GlcNAc,Adipocyte,Adipocytes
SRX7141992,O-GlcNAc,Adipocyte,Adipocytes
SRX7509299,CTCF,Adipocyte,Colon
SRX7509300,CTCF,Adipocyte,Colon
SRX751297,MED1,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX751298,MED1,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX751299,MED1,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX751300,MED1,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX760967,LMNA,Adipocyte,Pre-adipocytes
SRX760968,LMNA,Adipocyte,Pre-adipocytes
SRX760969,LMNA,Adipocyte,Pre-adipocytes
SRX760970,LMNA,Adipocyte,Pre-adipocytes
SRX760971,LMNA,Adipocyte,Pre-adipocytes
SRX7807102,CEBPB,Adipocyte,Adipocytes
SRX7807103,CEBPB,Adipocyte,Adipocytes
SRX7807106,CTCF,Adipocyte,Adipocytes
SRX7807107,CTCF,Adipocyte,Adipocytes
SRX7807126,TEAD1,Adipocyte,Adipocytes
SRX7807127,TEAD1,Adipocyte,Adipocytes
SRX7807128,MED1,Adipocyte,Adipocytes
SRX7807129,MED1,Adipocyte,Adipocytes
SRX8151644,ARNTL,Adipocyte,Preadipocytes
SRX8151645,ARNTL,Adipocyte,Preadipocytes
SRX8151646,ARNTL,Adipocyte,Preadipocytes
SRX8151647,ARNTL,Adipocyte,Preadipocytes
SRX8151648,ARNTL,Adipocyte,Preadipocytes
SRX8151649,ARNTL,Adipocyte,Preadipocytes
SRX821806,PPARG,Adipocyte,Adipose Tissue
SRX821807,PPARG,Adipocyte,White adipose tissue
SRX821808,PPARG,Adipocyte,White adipose tissue
SRX821809,PPARG,Adipocyte,White adipose tissue
SRX821810,PPARG,Adipocyte,White adipose tissue
SRX821811,PPARG,Adipocyte,White adipose tissue
SRX821812,PPARG,Adipocyte,White adipose tissue
SRX821813,PPARG,Adipocyte,White adipose tissue
SRX821814,PPARG,Adipocyte,White adipose tissue
SRX821815,PPARG,Adipocyte,White adipose tissue
SRX821816,PPARG,Adipocyte,White adipose tissue
SRX821817,PPARG,Adipocyte,White adipose tissue
SRX821818,PPARG,Adipocyte,Adipose Tissue
SRX821819,PPARG,Adipocyte,Adipose Tissue
SRX821820,PPARG,Adipocyte,White adipose tissue
SRX821821,PPARG,Adipocyte,White adipose tissue
SRX9012289,GPS2,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX9012290,GPS2,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX9012291,GPS2,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX9012292,GPS2,Adipocyte,Adipose-Derived Mesenchymal Stem Cells
SRX9683838,NR3C1,Adipocyte,Adipocytes
SRX9683839,NR3C1,Adipocyte,Adipocytes
SRX9683840,NR3C1,Adipocyte,Adipocytes
SRX9683841,NR3C1,Adipocyte,Adipocytes
SRX9683842,NR3C1,Adipocyte,Adipocytes
SRX9683843,NR3C1,Adipocyte,Adipocytes
SRX9683844,NR3C1,Adipocyte,Adipocytes
SRX9683845,NR3C1,Adipocyte,Adipocytes
SRX9683846,NR3C1,Adipocyte,Adipocytes
SRX9683847,NR3C1,Adipocyte,Adipocytes
SRX9683848,NR3C1,Adipocyte,Adipocytes
SRX9683849,NR3C1,Adipocyte,Adipocytes
SRX9683850,NR3C1,Adipocyte,Adipocytes
SRX9683851,NR3C1,Adipocyte,Adipocytes
SRX9683852,NR3C1,Adipocyte,Adipocytes
SRX9683853,NR3C1,Adipocyte,Adipocytes
SRX9683854,NR3C1,Adipocyte,Adipocytes
DRX044425,CTCF,Blood,T cells
DRX044426,CTCF,Blood,T cells
DRX440344,EZH2,Blood,CD4+ T cells
DRX440349,EZH2,Blood,CD4+ T cells
DRX440350,TP73,Blood,CD4+ T cells
DRX486779,SMAD3,Blood,CD4+ T cells
DRX486781,SMAD3,Blood,CD4+ T cells
DRX486783,SMAD3,Blood,CD4+ T cells
ERX200492,CTCF,Blood,B cells
ERX200493,CTCF,Blood,B cells
ERX200494,CTCF,Blood,B cells
ERX200495,CTCF,Blood,B cells
ERX200496,CTCF,Blood,B cells
ERX200497,CTCF,Blood,B cells
ERX200498,CTCF,Blood,B cells
ERX200499,CTCF,Blood,B cells
ERX200500,CTCF,Blood,B cells
ERX200501,CTCF,Blood,B cells
ERX200502,CTCF,Blood,B cells
ERX200503,CTCF,Blood,B cells
ERX200504,CTCF,Blood,B cells
ERX200505,CTCF,Blood,B cells
ERX200506,CTCF,Blood,B cells
ERX200507,CTCF,Blood,B cells
ERX200508,CTCF,Blood,B cells
ERX200509,CTCF,Blood,B cells
ERX200512,CTCF,Blood,B cells
ERX200513,CTCF,Blood,B cells
ERX200514,CTCF,Blood,B cells
ERX200515,CTCF,Blood,B cells
ERX200526,CTCF,Blood,B cells
ERX200532,CTCF,Blood,B cells
ERX200534,CTCF,Blood,B cells
ERX200535,CTCF,Blood,B cells
ERX200536,CTCF,Blood,B cells
ERX200537,CTCF,Blood,B cells
ERX200540,CTCF,Blood,B cells
ERX200543,CTCF,Blood,B cells
ERX664188,CTCF,Blood,B cells
ERX664189,CTCF,Blood,B cells
ERX664190,CTCF,Blood,B cells
ERX664191,CTCF,Blood,B cells
ERX664192,CTCF,Blood,B cells
ERX664193,CTCF,Blood,B cells
ERX664196,CTCF,Blood,B cells
ERX664197,CTCF,Blood,B cells
ERX664198,CTCF,Blood,B cells
ERX664199,CTCF,Blood,B cells
ERX664200,CTCF,Blood,B cells
ERX664201,CTCF,Blood,B cells
ERX664210,CTCF,Blood,B cells
SRX003794,CTCF,Blood,CD4+ T cells
SRX017698,CREBBP,Blood,CD4+ T cells
SRX017699,EP300,Blood,CD4+ T cells
SRX017700,KAT2B,Blood,CD4+ T cells
SRX017701,KAT8,Blood,CD4+ T cells
SRX017702,KAT5,Blood,CD4+ T cells
SRX017703,HDAC1,Blood,CD4+ T cells
SRX017704,HDAC2,Blood,CD4+ T cells
SRX017705,HDAC3,Blood,CD4+ T cells
SRX017706,HDAC6,Blood,CD4+ T cells
SRX017709,KAT5,Blood,CD4+ T cells
SRX017710,HDAC6,Blood,CD4+ T cells
SRX021983,ATRX,Blood,Erythroblasts
SRX022390,VDR,Blood,Lymphoblastoid cell line
SRX022391,VDR,Blood,Lymphoblastoid cell line
SRX022392,VDR,Blood,Lymphoblastoid cell line
SRX022393,VDR,Blood,Lymphoblastoid cell line
SRX022394,VDR,Blood,Lymphoblastoid cell line
SRX022395,VDR,Blood,Lymphoblastoid cell line
SRX022396,VDR,Blood,Lymphoblastoid cell line
SRX022397,VDR,Blood,Lymphoblastoid cell line
SRX026653,ERG,Blood,CD34 Hematopoietic stem cells
SRX026659,ERG,Blood,Hematopoietic cells
SRX026660,ERG,Blood,Hematopoietic cells
SRX029315,GABPA,Blood,CD34 Hematopoietic stem cells
SRX029433,GATA1,Blood,CD34+
SRX029434,GATA2,Blood,CD34+
SRX029435,RUNX1,Blood,CD34+
SRX029436,FLI1,Blood,CD34+
SRX029437,TAL1,Blood,CD34+
SRX029598,TAL1,Blood,CD34 Hematopoietic stem cells
SRX032595,HMGN1,Blood,CD4+ T cells
SRX032596,YY1,Blood,CD4+ T cells
SRX037935,CTCF,Blood,CD34+
SRX037936,CTCF,Blood,CD36+
SRX037937,CTCF,Blood,CD36+
SRX037938,TAL1,Blood,CD36+
SRX037939,TAL1,Blood,CD36+
SRX037940,GATA1,Blood,CD36+
SRX037941,GATA1,Blood,CD36+
SRX037946,SMARCA4,Blood,CD34+
SRX037947,SMARCA4,Blood,CD36+
SRX038908,TAL1,Blood,Hematopoietic Stem Cells
SRX038909,TAL1,Blood,Hematopoietic Stem Cells
SRX038910,SPI1,Blood,Hematopoietic Stem Cells
SRX038911,SPI1,Blood,Hematopoietic Stem Cells
SRX038912,IKZF1,Blood,Hematopoietic Stem Cells
SRX038913,IKZF1,Blood,Hematopoietic Stem Cells
SRX038914,MEIS1,Blood,Hematopoietic Stem Cells
SRX038915,MEIS1,Blood,Hematopoietic Stem Cells
SRX038916,MEIS1,Blood,Hematopoietic Stem Cells
SRX041286,STAT1,Blood,T cells
SRX041287,STAT1,Blood,T cells
SRX041288,STAT4,Blood,T cells
SRX041289,STAT4,Blood,T cells
SRX041290,STAT5A,Blood,T cells
SRX041291,STAT5A,Blood,T cells
SRX041292,STAT5B,Blood,T cells
SRX041293,STAT5B,Blood,T cells
SRX058249,TAL1,Blood,CD34+
SRX062339,RUNX1,Blood,CD34+
SRX092313,TBX21,Blood,Th1 Cells
SRX092314,GATA3,Blood,Th1 Cells
SRX092315,GATA3,Blood,Th2 Cells
SRX093183,SPI1,Blood,Monocytes
SRX093184,CEBPB,Blood,Monocytes
SRX093189,SPI1,Blood,Macrophages
SRX093190,CEBPB,Blood,Macrophages
SRX093191,EGR2,Blood,Macrophages
SRX093192,EGR2,Blood,Macrophages
SRX097067,GATA1,Blood,CD34+
SRX097068,GATA1,Blood,CD34+
SRX097069,GATA1,Blood,CD34+
SRX097070,GATA1,Blood,CD34+
SRX097071,SMAD1,Blood,CD34+
SRX097072,SMAD1,Blood,CD34 Hematopoietic stem cells
SRX097073,SMAD1,Blood,CD34 Hematopoietic stem cells
SRX097074,TCF7L2,Blood,CD34 Hematopoietic stem cells
SRX097075,TCF7L2,Blood,CD34 Hematopoietic stem cells
SRX100320,GATA2,Blood,CD34 Hematopoietic stem cells
SRX100321,SMAD1,Blood,CD34+
SRX1012536,FOXO1,Blood,B cells
SRX1012537,FOXO1,Blood,B cells
SRX1012538,BCL6,Blood,B cells
SRX1012539,BCL6,Blood,B cells
SRX10142206,CTCF,Blood,B cells
SRX10142207,CTCF,Blood,B cells
SRX10145207,REL,Blood,CD4+ T cells
SRX10145208,REL,Blood,CD4+ T cells
SRX10145210,REL,Blood,Naive B cells
SRX10145211,REL,Blood,Naive B cells
SRX10145212,REL,Blood,Naive B cells
SRX10206211,RAD21,Blood,Monocytes
SRX10206213,ZBTB3,Blood,Monocytes
SRX10206214,CTCF,Blood,Monocytes
SRX10212065,ATF4,Blood,CD4+ T cells
SRX10212066,ATF4,Blood,CD4+ T cells
SRX10212067,ATF4,Blood,CD4+ T cells
SRX10212068,CEBPB,Blood,CD4+ T cells
SRX10212069,CEBPB,Blood,CD4+ T cells
SRX10212070,CEBPB,Blood,CD4+ T cells
SRX1023790,SPI1,Blood,Macrophages
SRX1023791,SPI1,Blood,Macrophages
SRX1023792,SPI1,Blood,Macrophages
SRX1023793,SPI1,Blood,Macrophages
SRX1023794,SPI1,Blood,Macrophages
SRX1023795,SPI1,Blood,Macrophages
SRX1023796,SPI1,Blood,Macrophages
SRX1023797,SPI1,Blood,Macrophages
SRX103444,BRD4,Blood,CD4+ T cells
SRX103445,BRD4,Blood,CD4+ T cells
SRX1036365,RUNX1,Blood,Peripheral blood stem cells
SRX1042046,BPTF,Blood,Erythroid Cells
SRX1042048,SETD1A,Blood,Erythroid Cells
SRX1042049,USF1,Blood,Erythroid Cells
SRX1042050,USF2,Blood,Erythroid Cells
SRX1046555,RAG1,Blood,Thymus
SRX1046556,RAG1,Blood,Thymus
SRX1046557,RAG1,Blood,Thymus
SRX1046558,RAG2,Blood,Thymus
SRX10644687,RUNX2,Blood,Natural Killer T-Cells
SRX10697702,STAT5A,Blood,Monocytes-CD14+
SRX10852977,MED1,Blood,T cells
SRX10852978,MED1,Blood,T cells
SRX10852979,MED1,Blood,T cells
SRX10852980,MED1,Blood,T cells
SRX10852981,MED1,Blood,T cells
SRX10852982,MED1,Blood,T cells
SRX10852983,MED1,Blood,T cells
SRX10852984,MED1,Blood,T cells
SRX10852985,MED1,Blood,T cells
SRX10852986,MED1,Blood,T cells
SRX10852987,MED1,Blood,T cells
SRX10852988,MED1,Blood,T cells
SRX10852989,MED12,Blood,T cells
SRX10852990,MED12,Blood,T cells
SRX10852991,MED12,Blood,T cells
SRX10852992,MED12,Blood,T cells
SRX10852993,MED12,Blood,T cells
SRX10852994,MED12,Blood,T cells
SRX1089823,GATA1,Blood,Hematopoietic Stem Cells
SRX1089824,GATA1,Blood,Hematopoietic Stem Cells
SRX1089825,TAL1,Blood,Hematopoietic Stem Cells
SRX1089826,TAL1,Blood,Erythroblasts
SRX1089827,TAL1,Blood,Hematopoietic Stem Cells
SRX1089828,NFE2,Blood,Hematopoietic Stem Cells
SRX1089829,NFE2,Blood,Erythroblasts
SRX1089830,NFE2,Blood,Hematopoietic Stem Cells
SRX1089831,IRF2,Blood,Hematopoietic Stem Cells
SRX1089832,SPI1,Blood,Hematopoietic Stem Cells
SRX1089833,SPI1,Blood,Hematopoietic Stem Cells
SRX1089834,RUNX1,Blood,Hematopoietic Stem Cells
SRX1089835,RUNX1,Blood,Hematopoietic Stem Cells
SRX1089836,GATA2,Blood,Erythroblasts
SRX10954233,BATF,Blood,CD4+ T cells
SRX10954235,BATF,Blood,CD4+ T cells
SRX10954237,FOSL1,Blood,CD4+ T cells
SRX10954239,FOSL1,Blood,CD4+ T cells
SRX10954241,FOSL2,Blood,CD4+ T cells
SRX10954243,FOSL2,Blood,CD4+ T cells
SRX11120905,RAD21,Blood,B cells
SRX11478228,RAD21,Blood,Lymphoblastoid cell line
SRX11478229,RAD21,Blood,Lymphoblastoid cell line
SRX11478230,RAD21,Blood,Lymphoblastoid cell line
SRX11478231,RAD21,Blood,Lymphoblastoid cell line
SRX11513458,NR3C1,Blood,Dendritic Cells
SRX11513459,NR3C1,Blood,Dendritic Cells
SRX11513460,NR3C1,Blood,Dendritic Cells
SRX11513461,NR3C1,Blood,Dendritic Cells
SRX11513462,NR3C1,Blood,Dendritic Cells
SRX11513463,NR3C1,Blood,Dendritic Cells
SRX11513464,NR3C1,Blood,Dendritic Cells
SRX11513465,NR3C1,Blood,Dendritic Cells
SRX11513466,MAFB,Blood,Dendritic Cells
SRX11513467,MAFB,Blood,Dendritic Cells
SRX11513468,MAFB,Blood,Dendritic Cells
SRX11513469,MAFB,Blood,Dendritic Cells
SRX11513470,MAFB,Blood,Dendritic Cells
SRX11513471,MAFB,Blood,Dendritic Cells
SRX11513472,MAFB,Blood,Dendritic Cells
SRX11513473,MAFB,Blood,Dendritic Cells
SRX12027417,EBF1,Blood,B-cell (CD19+)
SRX12027421,EBF1,Blood,B-cell (CD19+)
SRX12027422,EBF1,Blood,B-cell (CD19+)
SRX12118507,POU2F2,Blood,B cells
SRX12118508,POU2AF1,Blood,B cells
SRX12118509,POU2F2,Blood,Naive B cells
SRX12129503,BRD4,Blood,T cells
SRX12129506,BRD4,Blood,T cells
SRX12151157,GATA1,Blood,CD34+
SRX12151158,GATA1,Blood,CD34+
SRX12151159,KLF1,Blood,CD34+
SRX12151160,KLF1,Blood,CD34+
SRX12209231,NFKB1,Blood,CD4+ T cells
SRX12209232,NFKB1,Blood,CD4+ T cells
SRX12209233,NFKB1,Blood,CD4+ T cells
SRX12209234,NFKB1,Blood,CD4+ T cells
SRX12209235,NFKB1,Blood,CD4+ T cells
SRX12209236,NFKB1,Blood,CD4+ T cells
SRX12209237,NFKB1,Blood,CD4+ T cells
SRX12209238,NFKB1,Blood,CD4+ T cells
SRX12209239,NFKB1,Blood,CD4+ T cells
SRX12209240,NFKB1,Blood,CD4+ T cells
SRX12209241,NFKB1,Blood,CD4+ T cells
SRX12209242,NFKB1,Blood,CD4+ T cells
SRX12357927,AHR,Blood,Hematopoietic Stem Cells
SRX12357929,AHR,Blood,Hematopoietic Stem Cells
SRX12357931,AHR,Blood,Hematopoietic Stem Cells
SRX12387243,EGR1,Blood,CD34 Hematopoietic stem cells
SRX12387244,EGR1,Blood,CD34 Hematopoietic stem cells
SRX12387245,EGR1,Blood,CD34 Hematopoietic stem cells
SRX12387246,EGR1,Blood,CD34 Hematopoietic stem cells
SRX12622730,NR3C1,Blood,Lymphoblastoid cell line
SRX12622732,NR3C1,Blood,Lymphoblastoid cell line
SRX12622734,NR3C1,Blood,Lymphoblastoid cell line
SRX12622736,NR3C1,Blood,Lymphoblastoid cell line
SRX12698888,NR4A1,Blood,Dendritic Cells
SRX12698889,NR4A2,Blood,Dendritic Cells
SRX12698890,NR4A3,Blood,Dendritic Cells
SRX12698892,NR4A1,Blood,Dendritic Cells
SRX12698893,NR4A2,Blood,Dendritic Cells
SRX12698894,NR4A3,Blood,Dendritic Cells
SRX12698896,NR4A1,Blood,Dendritic Cells
SRX12698897,NR4A2,Blood,Dendritic Cells
SRX12698898,NR4A3,Blood,Dendritic Cells
SRX12698900,NR4A1,Blood,Dendritic Cells
SRX12698901,NR4A2,Blood,Dendritic Cells
SRX12698902,NR4A3,Blood,Dendritic Cells
SRX12698904,NR4A1,Blood,Dendritic Cells
SRX12698905,NR4A2,Blood,Dendritic Cells
SRX12698906,NR4A3,Blood,Dendritic Cells
SRX12698908,NR4A1,Blood,Dendritic Cells
SRX12698909,NR4A2,Blood,Dendritic Cells
SRX12698910,NR4A3,Blood,Dendritic Cells
SRX130608,BCL6,Blood,B cells
SRX130609,BCOR,Blood,B cells
SRX130610,NCOR2,Blood,B cells
SRX13150017,YAP1,Blood,Neutrophils
SRX13150018,YAP1,Blood,Neutrophils
SRX13183649,GATA1,Blood,CD34+
SRX13183650,GATA1,Blood,CD34+
SRX13183651,GATA1,Blood,CD34+
SRX13183653,GATA1,Blood,CD34+
SRX13183654,GATA1,Blood,CD34+
SRX13183655,GATA1,Blood,CD34+
SRX13183657,GATA1,Blood,CD34+
SRX13183658,GATA1,Blood,CD34+
SRX13183659,GATA1,Blood,CD34+
SRX1322299,EBNA1,Blood,B cells
SRX1331087,AICDA,Blood,CD20+ B cells
SRX1331089,AICDA,Blood,CD20+ B cells
SRX1331091,AICDA,Blood,CD20+ B cells
SRX1331093,AICDA,Blood,CD20+ B cells
SRX13602603,ATRX,Blood,CD34+
SRX13602604,ATRX,Blood,CD34+
SRX13602605,ATRX,Blood,CD34+
SRX13602606,ATRX,Blood,CD34+
SRX13602610,GATA1,Blood,CD34+
SRX13602611,GATA1,Blood,CD34+
SRX13602612,GATA1,Blood,CD34+
SRX13602613,GATA1,Blood,CD34+
SRX13681293,ATRX,Blood,Lymphoblastoid cell line
SRX13681294,ATRX,Blood,Lymphoblastoid cell line
SRX13681295,ATRX,Blood,Lymphoblastoid cell line
SRX13681296,ATRX,Blood,Lymphoblastoid cell line
SRX13681297,ATRX,Blood,Lymphoblastoid cell line
SRX13681298,ATRX,Blood,Lymphoblastoid cell line
SRX13681305,RUNX3,Blood,Lymphoblastoid cell line
SRX13681306,RUNX3,Blood,Lymphoblastoid cell line
SRX13681307,RUNX3,Blood,Lymphoblastoid cell line
SRX13681308,RUNX3,Blood,Lymphoblastoid cell line
SRX13711950,HIC2,Blood,CD34+ cells
SRX1397384,SMAD1,Blood,CD34+
SRX1397385,GATA1,Blood,CD34+
SRX1397386,GATA2,Blood,CD34+
SRX1397389,SMAD1,Blood,CD34+
SRX1397390,GATA1,Blood,CD34+
SRX1397391,GATA2,Blood,CD34+
SRX1397395,SMAD1,Blood,CD34+
SRX1397396,GATA1,Blood,CD34+
SRX1397397,GATA2,Blood,CD34+
SRX1397401,SMAD1,Blood,CD34+
SRX1397402,GATA1,Blood,CD34+
SRX1397403,GATA2,Blood,CD34+
SRX1397407,GATA1,Blood,CD34+
SRX1397408,GATA2,Blood,CD34+
SRX1397412,SMAD1,Blood,CD34+
SRX1425808,CTCF,Blood,T cells
SRX1425809,CTCF,Blood,T cells
SRX144520,NFE2L2,Blood,Lymphoblastoid cell line
SRX144521,NFE2L2,Blood,Lymphoblastoid cell line
SRX144523,NFE2L2,Blood,Lymphoblastoid cell line
SRX144524,NFE2L2,Blood,Lymphoblastoid cell line
SRX144525,NFE2L2,Blood,Lymphoblastoid cell line
SRX144527,NFE2L2,Blood,Lymphoblastoid cell line
SRX1456193,EBF1,Blood,B cells
SRX1456195,RBPJ,Blood,B cells
SRX1460847,RELA,Blood,Th1 Cells
SRX1460848,RELA,Blood,Th1 Cells
SRX1460849,AFF4,Blood,Th1 Cells
SRX1460850,AFF4,Blood,Th1 Cells
SRX1460851,BRD4,Blood,Th1 Cells
SRX1460852,BRD4,Blood,Th1 Cells
SRX1460853,MED1,Blood,Th1 Cells
SRX1460854,MED1,Blood,Th1 Cells
SRX1477664,MED12,Blood,CD34 Hematopoietic stem cells
SRX1477665,MED12,Blood,CD34 Hematopoietic stem cells
SRX1477666,MED12,Blood,CD34 Hematopoietic stem cells
SRX14888587,YY1,Blood,Macrophages
SRX15036323,GATA3,Blood,CD4+ T cells
SRX151229,SMC1A,Blood,Lymphoblastoid cells
SRX151230,NIPBL,Blood,Lymphoblastoid cells
SRX15710546,CTCF,Blood,B cells
SRX15710548,MAU2,Blood,B cells
SRX15710549,RAD21,Blood,B cells
SRX160843,GATA1,Blood,CD34+
SRX160844,GATA1,Blood,CD34+
SRX160847,IRF2,Blood,CD34+
SRX1614802,ZNF366,Blood,Dendritic Cells
SRX1614803,ZNF366,Blood,Dendritic Cells
SRX1614804,ZNF366,Blood,Dendritic Cells
SRX1614805,ZNF366,Blood,Dendritic Cells
SRX1614806,ZNF366,Blood,Dendritic Cells
SRX1614807,ZNF366,Blood,Dendritic Cells
SRX1614808,ZNF366,Blood,Dendritic Cells
SRX1614809,ZNF366,Blood,Dendritic Cells
