Experimental ID,Track type,Cell type class,Cell type
SRX1272794,BRD4,Digestive tract,HCT-15
SRX1272798,BRD4,Digestive tract,SW 480
SRX1272802,BRD4,Adipocyte,COLO 320
SRX1272805,BRD4,Digestive tract,LS-180
SRX1272808,BRD4,Digestive tract,COLO 741
SRX1272813,ESR1,Breast,MCF-7
SRX12743680,TP53,Neural,U-87 MG
SRX12743681,TP53,Neural,U-87 MG
SRX12771704,ZMYND8,Breast,MDA-MB-231
SRX12771705,ZMYND8,Breast,MDA-MB-231
SRX12779918,C11orf53,Lung,COR-L311
SRX12779919,C11orf53,Lung,COR-L311
SRX12779920,POU2F3,Lung,COR-L311
SRX12779921,POU2F3,Lung,COR-L311
SRX12779922,Epitope tags,Lung,NCI-H1048
SRX12779923,Epitope tags,Lung,NCI-H1048
SRX12779926,BRD4,Lung,NCI-H211
SRX12779933,MED1,Lung,NCI-H211
SRX12779934,C11orf53,Lung,NCI-H211
SRX12779935,C11orf53,Lung,NCI-H211
SRX12779936,EP300,Lung,NCI-H211
SRX12779937,POU2F3,Lung,NCI-H211
SRX12779938,POU2F3,Lung,NCI-H211
SRX12779940,POU2F3,Lung,NCI-H211
SRX12779943,C11orf53,Lung,NCI-H526
SRX12779944,C11orf53,Lung,NCI-H526
SRX12779945,POU2F3,Lung,NCI-H526
SRX12779946,POU2F3,Lung,NCI-H526
SRX12788793,JMJD6,Breast,MCF-7
SRX12788794,JMJD6,Breast,MCF-7
SRX1280448,NRF1,Breast,HMEC
SRX1280449,NRF1,Breast,HMEC
SRX1280451,NRF1,Breast,HCC1954
SRX1280452,NRF1,Breast,HCC1955
SRX1280790,FOXA1,Prostate,LNCAP
SRX1280792,FOXA1,Prostate,LNCAP
SRX128099,TFAP2C,Breast,MCF-7
SRX128100,TFAP2C,Breast,BT-474
SRX128101,TFAP2C,Breast,MDA-MB-453
SRX128102,TFAP2C,Breast,SK-BR-3
SRX12813811,HEXIM1,Breast,MCF-7
SRX12813812,HEXIM1,Breast,MCF-7
SRX12813813,TRIM28,Breast,MCF-7
SRX12813814,TRIM28,Breast,MCF-7
SRX1283466,SMN1,Kidney,293
SRX1283467,GFP,Kidney,293
SRX12837598,MYC,Neural,ONS-76
SRX12837599,MYC,Neural,ONS-76
SRX12837600,MYC,Neural,ONS-76
SRX129066,MYC,Blood,P493-6
SRX129067,MYC,Blood,P493-6
SRX129068,MYC,Blood,P493-6
SRX129069,MYC,Neural,U-87 MG
SRX129082,MAX,Blood,P493-6
SRX129083,MAX,Blood,P493-6
SRX129084,MAX,Blood,P493-6
SRX129085,MAX,Neural,U-87 MG
SRX129086,MED1,Blood,P493-6
SRX129087,MED1,Blood,P493-6
SRX129088,MED1,Blood,P493-6
SRX129089,MED1,Lung,NCI-H2171
SRX129090,MED1,Neural,U-87 MG
SRX129106,MYC,Lung,NCI-H128
SRX129107,MAX,Lung,NCI-H128
SRX129110,MYC,Lung,NCI-H2171
SRX129111,MAX,Lung,NCI-H2171
SRX1293070,FUS,Kidney,293
SRX1293071,EWSR1,Kidney,293
SRX1293072,TAF15,Kidney,293
SRX1293531,KMT2A,Blood,MV-4-11
SRX1293532,KMT2A,Blood,MV-4-11
SRX1293533,AFF1,Blood,MV-4-11
SRX1293534,PSIP1,Blood,MV-4-11
SRX1293535,ASH1L,Blood,MV-4-11
SRX1297355,ERG,Prostate,VCaP
SRX1299480,Epitope tags,Kidney,293
SRX1299481,Epitope tags,Kidney,293
SRX1299482,Epitope tags,Kidney,293
SRX1299483,Epitope tags,Kidney,293
SRX130266,TET2,Kidney,293
SRX130267,TET3,Kidney,293
SRX130268,OGT,Kidney,293
SRX1303985,NANOG,Pluripotent stem cell,hESC H9
SRX1304815,EP400,Bone,U2OS
SRX1304816,EP400,Bone,U2OS
SRX1304817,EP400,Bone,U2OS
SRX1304827,MED26,Bone,U2OS
SRX1304828,MED26,Bone,U2OS
SRX130603,EP300,Blood,OCI-LY1
SRX130604,NCOR1,Blood,OCI-LY1
SRX130608,BCL6,Blood,B cells
SRX130609,BCOR,Blood,B cells
SRX130610,NCOR2,Blood,B cells
SRX13064300,BRD4,Blood,OPM-2
SRX13064301,BRD4,Blood,OPM-2
SRX13064302,BRD4,Blood,OPM-2
SRX13064303,BRD4,Blood,OPM-2
SRX13097291,OLIG2,Pluripotent stem cell,hESC derived glial cells
SRX13097292,TCF7L2,Pluripotent stem cell,hESC derived glial cells
SRX13113011,ATF4,Neural,GBM
SRX13124147,RING1,Pluripotent stem cell,ES cells
SRX13124148,RING1,Pluripotent stem cell,hESC derived cardiac cells
SRX13124149,RING1,Pluripotent stem cell,hESC derived cardiac cells
SRX13124150,RNF2,Pluripotent stem cell,ES cells
SRX13124151,RNF2,Pluripotent stem cell,hESC derived cardiac cells
SRX13124152,MESP1,Pluripotent stem cell,iPSC derived cardiac cells
SRX13124153,RING1,Pluripotent stem cell,hESC derived cardiac cells
SRX13124154,RING1,Pluripotent stem cell,hESC derived cardiac cells
SRX13130623,AR,Others,JN-DSRCT-1
SRX13130626,AR,Others,JN-DSRCT-1
SRX13130629,AR,Others,JN-DSRCT-1
SRX13130632,AR,Others,JN-DSRCT-1
SRX13134685,BRD4,Kidney,293
SRX13134686,BRD4,Kidney,293
SRX13134690,MED1,Kidney,293
SRX13134691,MED1,Kidney,293
SRX13134692,MYC,Kidney,293
SRX13134693,MYC,Kidney,293
SRX13134696,GLYR1,Kidney,293
SRX13134697,GLYR1,Kidney,293
SRX13134702,BRD4,Kidney,293
SRX13134703,BRD4,Kidney,293
SRX13134708,MED1,Kidney,293
SRX13134709,MED1,Kidney,293
SRX13134713,BRD4,Kidney,293
SRX13134714,BRD4,Kidney,293
SRX13134719,MED1,Kidney,293
SRX13134720,MED1,Kidney,293
SRX13134723,BRD4,Kidney,293
SRX13134724,BRD4,Kidney,293
SRX13134732,MED1,Kidney,293
SRX13134733,MED1,Kidney,293
SRX13134734,MYC,Kidney,293
SRX13134735,MYC,Kidney,293
SRX131372,NOS2,Epidermis,MDAH087
SRX131373,TP53,Epidermis,MDAH087
SRX13171714,ASPSCR1,Lung,Alveolar soft part sarcoma
SRX13178147,WDR5,Liver,MRT TTC549
SRX13178148,WDR5,Liver,MRT TTC549
SRX13178149,WDR5,Liver,MRT TTC549
SRX13178153,WDR5,Liver,MRT TTC549
SRX13178154,WDR5,Liver,MRT TTC549
SRX13178155,WDR5,Liver,MRT TTC549
SRX13183649,GATA1,Blood,CD34+
SRX13183650,GATA1,Blood,CD34+
SRX13183651,GATA1,Blood,CD34+
SRX13183653,GATA1,Blood,CD34+
SRX13183654,GATA1,Blood,CD34+
SRX13183655,GATA1,Blood,CD34+
SRX13183657,GATA1,Blood,CD34+
SRX13183658,GATA1,Blood,CD34+
SRX13183659,GATA1,Blood,CD34+
SRX13185686,PSIP1,Neural,Glioma
SRX13185687,PSIP1,Neural,Glioma
SRX13185688,PSIP1,Neural,Glioma
SRX13185689,HDGF2,Neural,Glioma
SRX13185690,HDGF2,Neural,Glioma
SRX13185691,HDGF2,Neural,Glioma
SRX1318615,SIX2,Kidney,Kidney Cortex
SRX1318617,SIX2,Kidney,Kidney Cortex
SRX1318619,SIX1,Kidney,Kidney Cortex
SRX1318620,SIX1,Kidney,Kidney Cortex
SRX131914,TFAP2A,Pluripotent stem cell,hESC derived neural crests
SRX13198212,EOMES,Pluripotent stem cell,iPSC derived hippocampal cells
SRX13198213,EOMES,Pluripotent stem cell,iPSC derived hippocampal cells
SRX13208358,ETV6,Bone,A-673
SRX13208359,ETV6,Bone,A-673
SRX13208360,ETV6,Bone,A-673
SRX13208361,FLI1,Bone,A-673
SRX13208362,FLI1,Bone,A-673
SRX13208363,FLI1,Bone,A-673
SRX13208364,ETV6,Bone,A-673
SRX13208365,ETV6,Bone,A-673
SRX13208366,FLI1,Bone,A-673
SRX13208367,FLI1,Bone,A-673
SRX13208369,ETV6,Muscle,RD
SRX13208370,ETV6,Muscle,RD
SRX13212050,RING1,Pluripotent stem cell,hESC derived cardiac cells
SRX13212051,RING1,Pluripotent stem cell,hESC derived cardiac cells
SRX1322297,EBNA1,Blood,RAJI
SRX1322298,EBNA1,Blood,Mutu
SRX1322299,EBNA1,Blood,B cells
SRX1322300,EBNA1,Others,C666-1
SRX13255928,Epitope tags,Breast,Breast cancer cells
SRX13255929,Epitope tags,Breast,Breast cancer cells
SRX13262055,CIC,Neural,Astrocytes
SRX13273911,KDM1A,Pluripotent stem cell,hESC derived cardiac cells
SRX13273914,KDM1A,Cardiovascular,Cardiomyocytes
SRX13273917,KDM1A,Cardiovascular,Cardiomyocytes
SRX13273920,KDM1A,Cardiovascular,Cardiomyocytes
SRX13273923,KDM1A,Pluripotent stem cell,ES cells
SRX13273926,KDM1A,Pluripotent stem cell,ES cells
SRX13273930,KDM1A,Pluripotent stem cell,ES cells
SRX13273934,KDM1A,Pluripotent stem cell,hESC derived mesodermal cells
SRX13273936,KDM1A,Pluripotent stem cell,hESC derived mesodermal cells
SRX13273939,KDM1A,Pluripotent stem cell,hESC derived cardiac cells
SRX13273942,KDM1A,Pluripotent stem cell,hESC derived cardiac cells
SRX13273946,KDM1A,Pluripotent stem cell,hESC derived cardiac cells
SRX13300071,CTCF,Breast,MCF 10A
SRX13300072,CTCF,Breast,MCF 10A
SRX13300073,CTCF,Breast,MCF 10A
SRX13300074,CTCF,Breast,MCF 10A
SRX13300075,CTCF,Breast,MCF 10A
SRX13300076,CTCF,Breast,MCF 10A
SRX1331095,AICDA,Unclassified,Unclassified
SRX1331406,Epitope tags,Kidney,293
SRX13323810,GFP,Breast,MDA-MB-231
SRX13323811,GFP,Breast,MDA-MB-231
SRX13323812,GFP,Breast,MDA-MB-231
SRX13323813,GFP,Breast,MDA-MB-231
SRX13325065,GNL3,Uterus,HeLa
SRX13343845,Epitope tags,Lung,DMS 53
SRX13343847,Epitope tags,Lung,DMS 53
SRX13343849,Epitope tags,Lung,DMS 53
SRX13343854,BrdU,Lung,DMS 53
SRX13343855,BrdU,Lung,DMS 53
SRX1334491,AR,Prostate,LNCAP
SRX1334492,AR,Prostate,LNCAP
SRX1334493,AR,Prostate,LNCAP
SRX1334494,AR,Prostate,LNCAP
SRX1334495,MYC,Prostate,LNCAP
SRX1334496,MYC,Prostate,LNCAP
SRX1334497,MYC,Prostate,LNCAP
SRX1334498,MYC,Prostate,LNCAP
SRX1336216,ESR1,Breast,T-47D
SRX13363948,CHD4,Others,12Z
SRX13363949,CHD4,Others,12Z
SRX13363981,ZMYND8,Others,12Z
SRX13363982,ZMYND8,Others,12Z
SRX13377166,Epitope tags,Kidney,293
SRX13377167,Epitope tags,Kidney,293
SRX13377168,Epitope tags,Kidney,293
SRX13377169,Epitope tags,Kidney,293
SRX1339015,AR,Breast,MDA-MB-453
SRX1339016,AR,Breast,MDA-MB-453
SRX1339017,AR,Breast,MDA-MB-453
SRX1339018,AR,Breast,MDA-MB-453
SRX1339019,AR,Breast,MDA-MB-453
SRX1339020,AR,Breast,MDA-MB-453
SRX13396858,SAMD1,Liver,Hep G2
SRX13396859,SAMD1,Liver,Hep G2
SRX13403365,STAT5B,Unclassified,Unclassified
SRX13403366,STAT5B,Unclassified,Unclassified
SRX13403368,Epitope tags,Unclassified,Unclassified
SRX13403369,Epitope tags,Unclassified,Unclassified
SRX13427190,ESR1,Breast,MDA-MB-453
SRX13427191,ESR1,Breast,MDA-MB-453
SRX13427192,ESR1,Breast,MDA-MB-453
SRX13427193,ESR1,Breast,MDA-MB-453
SRX13427194,ESR1,Breast,MDA-MB-453
SRX13427195,ESR1,Breast,MDA-MB-453
SRX13441621,NANOG,Kidney,293
SRX13441622,NANOG,Kidney,293
SRX13551226,CTCF,Adipocyte,Adipose stem cells
SRX13551227,CTCF,Adipocyte,Adipose stem cells
SRX13551244,CTCF,Adipocyte,Adipose stem cells
SRX13551245,CTCF,Adipocyte,Adipose stem cells
SRX13551262,CTCF,Adipocyte,Adipose stem cells
SRX13551263,CTCF,Adipocyte,Adipose stem cells
SRX13551280,CTCF,Adipocyte,Adipose stem cells
SRX13551281,CTCF,Adipocyte,Adipose stem cells
SRX13555150,SMARCA4,Others,AC7
SRX13555151,SMARCE1,Others,AC7
SRX13555154,SMARCA4,Others,AC7
SRX13555155,SMARCE1,Others,AC7
SRX13585221,YY1,Pluripotent stem cell,NCCIT
SRX13585223,YY1,Pluripotent stem cell,NCCIT
SRX13585229,POU5F1,Pluripotent stem cell,NCCIT
SRX13585230,POU5F1,Pluripotent stem cell,NCCIT
SRX13585234,YY1,Pluripotent stem cell,NCCIT
SRX13585235,YY1,Pluripotent stem cell,NCCIT
SRX13589442,HMG20B,Blood,THP-1
SRX13589443,GFI1,Blood,THP-1
SRX13589444,KDM1A,Blood,THP-1
SRX13589446,HMG20B,Blood,THP-1
SRX13589447,GFI1,Blood,THP-1
SRX13589448,KDM1A,Blood,THP-1
SRX13589579,Epitope tags,Blood,THP-1
SRX13589580,Epitope tags,Blood,THP-1
SRX13589581,Epitope tags,Blood,THP-1
SRX13589582,Epitope tags,Blood,THP-1
SRX13589583,Epitope tags,Blood,THP-1
SRX13589584,Epitope tags,Blood,THP-1
SRX13639388,AR,Prostate,Prostate cancer
SRX13639389,AR,Prostate,Prostate cancer
SRX13639390,AR,Prostate,Prostate cancer
SRX13652927,CPSF6,Uterus,HeLa
SRX13652928,CPSF6,Uterus,HeLa
SRX13652929,CPSF6,Uterus,HeLa
SRX13652930,CPSF6,Uterus,HeLa
SRX13652931,CSTF3,Uterus,HeLa
SRX13652932,CSTF3,Uterus,HeLa
SRX13652933,CSTF3,Uterus,HeLa
SRX13652934,CSTF3,Uterus,HeLa
SRX13652935,PCF11,Uterus,HeLa
SRX13652936,PCF11,Uterus,HeLa
SRX13652937,PCF11,Uterus,HeLa
SRX13652938,PCF11,Uterus,HeLa
SRX13652949,CPSF2,Uterus,HeLa
SRX13652950,CPSF2,Uterus,HeLa
SRX13652951,CPSF2,Uterus,HeLa
SRX13652952,CPSF2,Uterus,HeLa
SRX13652953,CPSF1,Uterus,HeLa
SRX13652954,CPSF1,Uterus,HeLa
SRX13652955,CPSF1,Uterus,HeLa
SRX13652956,CPSF1,Uterus,HeLa
SRX13652957,CPSF4,Uterus,HeLa
SRX13652958,CPSF4,Uterus,HeLa
SRX13652959,CPSF4,Uterus,HeLa
SRX13652960,CPSF4,Uterus,HeLa
SRX13652961,FIP1L1,Uterus,HeLa
SRX13652962,FIP1L1,Uterus,HeLa
SRX13652963,FIP1L1,Uterus,HeLa
SRX13652964,FIP1L1,Uterus,HeLa
SRX13652965,WDR33,Uterus,HeLa
SRX13652966,WDR33,Uterus,HeLa
SRX13652967,WDR33,Uterus,HeLa
SRX13652968,WDR33,Uterus,HeLa
SRX13681293,ATRX,Blood,Lymphoblastoid cell line
SRX13681294,ATRX,Blood,Lymphoblastoid cell line
SRX13681295,ATRX,Blood,Lymphoblastoid cell line
SRX13681296,ATRX,Blood,Lymphoblastoid cell line
SRX13681297,ATRX,Blood,Lymphoblastoid cell line
SRX13681298,ATRX,Blood,Lymphoblastoid cell line
SRX13681305,RUNX3,Blood,Lymphoblastoid cell line
SRX13681306,RUNX3,Blood,Lymphoblastoid cell line
SRX13681307,RUNX3,Blood,Lymphoblastoid cell line
SRX13681308,RUNX3,Blood,Lymphoblastoid cell line
SRX13775891,TEAD4,Gonad,OVCAR-8
SRX13781786,ATF4,Neural,GBM
SRX13784654,Epitope tags,Digestive tract,DLD-1
SRX13784655,Epitope tags,Digestive tract,DLD-1
SRX13784672,GTF2F1,Digestive tract,DLD-1
SRX13784673,GTF2F1,Digestive tract,DLD-1
SRX13784674,GTF2F1,Digestive tract,DLD-1
SRX13784675,GTF2F1,Digestive tract,DLD-1
SRX13784676,GTF2F1,Digestive tract,DLD-1
SRX13784677,GTF2F1,Digestive tract,DLD-1
SRX13784678,GTF2F1,Digestive tract,DLD-1
SRX13784679,GTF2F1,Digestive tract,DLD-1
SRX13814017,CTCF,Others,5637
SRX13814018,FOXA1,Others,5637
SRX13830809,ATF3,Cardiovascular,AC16
SRX13830811,ATF3,Cardiovascular,AC16
SRX13830812,ATF3,Cardiovascular,AC16
SRX13830814,ATF3,Cardiovascular,AC16
SRX13830815,ATF3,Cardiovascular,AC16
SRX13830817,ATF3,Cardiovascular,AC16
SRX13830818,ATF3,Cardiovascular,AC16
SRX13830820,ATF3,Cardiovascular,AC16
SRX13830821,ATF3,Cardiovascular,AC16
SRX13830823,ATF3,Cardiovascular,AC16
SRX13830824,ATF3,Cardiovascular,AC16
SRX13830826,ATF3,Cardiovascular,AC16
SRX13834086,LEO1,Digestive tract,DLD-1
SRX13834087,PAF1,Digestive tract,DLD-1
SRX13834089,LEO1,Digestive tract,DLD-1
SRX13834090,PAF1,Digestive tract,DLD-1
SRX13834092,LEO1,Digestive tract,DLD-1
SRX13834093,PAF1,Digestive tract,DLD-1
SRX13834094,SUPT5H,Digestive tract,DLD-1
SRX13834096,LEO1,Digestive tract,DLD-1
SRX13834097,PAF1,Digestive tract,DLD-1
SRX13834098,SUPT5H,Digestive tract,DLD-1
SRX13834100,CPSF3L,Digestive tract,DLD-1
SRX13834110,CPSF3L,Digestive tract,DLD-1
SRX13834112,CPSF3L,Digestive tract,DLD-1
SRX13834114,CPSF3L,Digestive tract,DLD-1
SRX13834116,RTF1,Digestive tract,DLD-1
SRX13834125,PPP2R1A,Digestive tract,DLD-1
SRX13834126,PPP2R1A,Digestive tract,DLD-1
SRX13834127,SUPT5H,Digestive tract,DLD-1
SRX13834129,RTF1,Digestive tract,DLD-1
SRX13834130,SUPT5H,Digestive tract,DLD-1
SRX13840520,8-Hydroxydeoxyguanosine,Breast,MCF 10A
SRX13840522,8-Hydroxydeoxyguanosine,Breast,MCF 10A
SRX13840523,8-Hydroxydeoxyguanosine,Breast,MCF 10A
SRX1389377,KLF6,Pancreas,PDAC
SRX1389378,ELF3,Pancreas,CFPAC-1
SRX1389379,FOXA1,Pancreas,CFPAC-1
SRX1389380,ELF3,Pancreas,CFPAC-1
SRX1389381,FOXA1,Pancreas,CFPAC-1
SRX13898238,HSF1,Blood,NK-92
SRX13899352,FOS,Blood,MM.1S
SRX13899568,IKZF1,Blood,MM.1S
SRX1393085,ARNTL,Bone,U2OS
SRX1393086,ARNTL,Bone,U2OS
SRX1393087,CLOCK,Bone,U2OS
SRX1393088,CLOCK,Bone,U2OS
SRX13933973,GTF3C2,Pluripotent stem cell,hESC H9
SRX13948950,CTCF,Pluripotent stem cell,hESC RUES1
SRX13948951,CTCF,Pluripotent stem cell,hESC RUES1
SRX13948952,CTCF,Pluripotent stem cell,hESC RUES1
SRX13948953,CTCF,Pluripotent stem cell,hESC RUES1
SRX13948956,RAD21,Pluripotent stem cell,hESC RUES1
SRX13948957,RAD21,Pluripotent stem cell,hESC RUES1
SRX13952611,Epitope tags,Bone,T/C28a2
SRX13961556,Epitope tags,Uterus,Decidualized stromal cells
SRX13961557,Epitope tags,Uterus,Decidualized stromal cells
SRX13991431,CTNNB1,Breast,MCF 10A
SRX13991432,CTNNB1,Breast,MCF 10A
SRX13991433,MAFB,Breast,MCF 10A
SRX13991434,MAFB,Breast,MCF 10A
SRX13991435,MAFB,Breast,MCF 10A
SRX13991436,MAFB,Breast,MCF 10A
SRX13991437,WDR77,Breast,MCF 10A
SRX13991438,WDR77,Breast,MCF 10A
SRX13991439,WDR77,Breast,MCF 10A
SRX13991440,WDR77,Breast,MCF 10A
SRX13991441,TCF4,Breast,MCF 10A
SRX13991442,TCF4,Breast,MCF 10A
SRX13991443,TCF4,Breast,MCF 10A
SRX13991444,TCF4,Breast,MCF 10A
SRX13991445,LEF1,Breast,MCF 10A
SRX13991446,LEF1,Breast,MCF 10A
SRX13991447,LEF1,Breast,MCF 10A
SRX13991448,LEF1,Breast,MCF 10A
SRX13994927,EP300,Kidney,rRenal tubular epithelial cells
SRX13999625,MEF2C,Blood,GM12878
SRX13999627,MEF2C,Blood,NALM-6
SRX13999629,MEF2C,Blood,REH
SRX14030489,MLL-AF10,Blood,Acute myeloid leukemia
SRX1403228,JMJD6,Others,Tumor
SRX1403231,JMJD6,Others,Tumor
SRX14032938,ZNF117,Neural,Glioblastoma stem cells
SRX14071898,HNF1A,Kidney,Kidney organoids
SRX14091666,MYC,Breast,SUM 159PT
SRX14091668,MYC,Breast,SUM 159PT
SRX14091670,HHEX,Digestive tract,HCT 116
SRX14096294,JUN,Lung,MRC-5
SRX14096295,JUN,Lung,MRC-5
SRX14096298,JUN,Lung,MRC-5
SRX14096299,JUN,Lung,MRC-5
SRX14096302,JUN,Lung,MRC-5
SRX14096303,JUN,Lung,MRC-5
SRX14096306,JUN,Lung,MRC-5
SRX14096307,JUN,Lung,MRC-5
SRX14096310,JUN,Lung,MRC-5
SRX14096311,JUN,Lung,MRC-5
SRX14117388,MGA,Prostate,22Rv1
SRX14117389,MGA,Prostate,22Rv1
SRX14117390,MGA,Prostate,22Rv1
SRX14117391,MGA,Prostate,22Rv1
SRX14117392,MNT,Prostate,22Rv1
SRX14117393,MNT,Prostate,22Rv1
SRX14117394,MNT,Prostate,22Rv1
SRX14117395,MNT,Prostate,22Rv1
SRX14117396,MXD1,Prostate,22Rv1
SRX14117397,MXD1,Prostate,22Rv1
SRX14117398,MXD1,Prostate,22Rv1
SRX14117399,MXD1,Prostate,22Rv1
SRX14138491,RBMX,Breast,MCF-7
SRX14138492,Epitope tags,Breast,MCF-7
SRX14138493,Epitope tags,Kidney,293
SRX14138494,Epitope tags,Kidney,293
SRX14138495,Epitope tags,Kidney,293
SRX14138496,Epitope tags,Kidney,293
SRX14181206,FOSL1,Prostate,MSK-PCa3
SRX14181208,TAZ,Prostate,MSK-PCa3
SRX14181209,TEAD1,Prostate,MSK-PCa3
SRX14181210,YAP1,Prostate,MSK-PCa3
SRX14181211,FOSL1,Prostate,DU 145
SRX14181213,TAZ,Prostate,DU 145
SRX14181214,TEAD1,Prostate,DU 145
SRX14181215,YAP1,Prostate,DU 145
SRX14204991,PHF8,Epidermis,SK-MEL-147
SRX14204993,PHF8,Epidermis,SK-MEL-147
SRX14204994,PHF8,Epidermis,SK-MEL-147
SRX14222008,CTNNB1,Blood,Jurkat
SRX14222009,CTNNB1,Blood,Jurkat
SRX14222010,CTNNB1,Blood,Jurkat
SRX1424881,KMT2A,Blood,SEM
SRX1424883,AFF1,Blood,SEM
SRX1424884,MLLT1,Blood,SEM
SRX1424886,CXXC1,Blood,SEM
SRX14252331,GLYR1,Digestive tract,SW 480
SRX14252332,GLYR1,Digestive tract,SW 480
SRX14255714,ESR1,Breast,MCF-7
SRX14255715,ESR1,Breast,MCF-7
SRX14255718,YAP1,Breast,MCF-7
SRX14255719,YAP1,Breast,MCF-7
SRX1425808,CTCF,Blood,T cells
SRX1425809,CTCF,Blood,T cells
SRX1426074,PHF2,Breast,HMLE
SRX1426078,PHF2,Breast,NAMEC8
SRX1427029,TET2,Kidney,293
SRX1427030,MBD3L2,Kidney,293
SRX1427526,CREB1,Blood,KG-1
SRX1427528,CREB1,Blood,KG-1
SRX14276667,CDK12,Kidney,293
SRX14280059,LMNB1,Liver,Liver
SRX14280060,LMNB1,Liver,Liver
SRX14280081,FOXA2,Liver,Liver
SRX14280082,FOXA2,Liver,Liver
SRX14280083,FOXA2,Liver,Liver
SRX14280084,FOXA2,Liver,Liver
SRX14280085,FOXA2,Liver,Liver
SRX14280086,FOXA2,Liver,Liver
SRX14280087,LMNB1,Liver,Liver
SRX14280088,LMNB1,Liver,Liver
SRX14280089,LMNB1,Liver,Liver
SRX14280090,LMNB1,Liver,Liver
SRX1430078,CTCF,Pluripotent stem cell,ES cells
SRX143299,SNAPC1,Breast,MCF 10A
SRX143300,SNAPC4,Breast,MCF 10A
SRX14332177,SLFN5,Blood,SUP-T1
SRX14333223,RELA,Blood,Jurkat
SRX14333226,RELA,Blood,Jurkat
SRX14333229,RELA,Blood,Jurkat
SRX14333232,RELA,Blood,Jurkat
SRX14333235,RELA,Blood,Jurkat
SRX14333238,RELA,Blood,Jurkat
SRX14333241,RELA,Blood,Jurkat
SRX14333244,RELA,Blood,Jurkat
SRX14333247,RELA,Blood,Jurkat
SRX1435941,ZBTB16,Uterus,Endometrial stromal cells
SRX14366894,GRHL2,Pluripotent stem cell,hESC H9
SRX14366895,GRHL2,Pluripotent stem cell,hESC H9
SRX14366896,TFAP2A,Pluripotent stem cell,hESC H9
SRX14366897,TFAP2A,Pluripotent stem cell,hESC H9
SRX14366898,GRHL2,Pluripotent stem cell,hESC H9
SRX14366899,GRHL2,Pluripotent stem cell,hESC H9
SRX14416246,HSF1,Digestive tract,HCT 116
SRX14464048,LMNB1,Blood,K-562
SRX14464049,LMNB1,Blood,K-562
SRX14464050,LMNB1,Blood,K-562
SRX14464051,LMNB1,Blood,K-562
SRX14464052,LMNB1,Blood,K-562
SRX14464053,LMNB1,Blood,K-562
SRX14464054,LMNB1,Blood,K-562
SRX14464055,LMNB1,Blood,K-562
SRX14464056,LMNB1,Blood,K-562
SRX14464057,LMNB1,Blood,K-562
SRX14464058,LMNB1,Blood,K-562
SRX14464059,LMNB1,Blood,K-562
SRX144718,ORC1,Uterus,HeLa
SRX1447316,FOXA1,Breast,MCF-7
SRX1447317,FOXA1,Breast,MCF-7
SRX14524663,BRD4,Digestive tract,HCT 116
SRX14524664,BRD4,Digestive tract,HCT 116
SRX14524988,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells
SRX14524989,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells
SRX14524990,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells
SRX14524991,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells
SRX14535230,AFF4,Neural,SH-EP
SRX14535231,AFF4,Neural,SH-EP
SRX14535246,MYCN,Neural,SH-EP
SRX14535247,MYCN,Neural,SH-EP
SRX14535248,MAX,Neural,SH-EP
SRX14535249,MAX,Neural,SH-EP
SRX14535250,AFF1,Neural,SH-EP
SRX14535251,AFF1,Neural,SH-EP
SRX14535252,AFF4,Neural,SH-EP
SRX14535253,AFF4,Neural,SH-EP
SRX14535278,AFF4,Neural,SH-EP
SRX14535279,AFF4,Neural,SH-EP
SRX14557636,TP53,Digestive tract,HCT-8
SRX14557862,TP53,Digestive tract,SW 620
SRX14557864,TP53,Digestive tract,SW 620
SRX14557866,TP53,Digestive tract,DLD-1
SRX14557868,TP53,Digestive tract,DLD-1
SRX14557870,TP53,Digestive tract,HCT-8
SRX14557872,TP53,Digestive tract,HCT 116
SRX14557874,TP53,Digestive tract,HCT 116
SRX14564345,ACTR5,Liver,Hep G2
SRX1457740,Epitope tags,Kidney,293
SRX1457741,Epitope tags,Kidney,293
SRX1457742,Epitope tags,Kidney,293
SRX1457743,Epitope tags,Kidney,293
SRX1457745,RELA,Kidney,293
SRX1457746,RELA,Kidney,293
SRX1457747,RELA,Kidney,293
SRX1457748,RELA,Kidney,293
SRX1457801,GFP,Uterus,HeLa
SRX1457802,GFP,Uterus,HeLa
SRX1457803,GFP,Uterus,HeLa
SRX1457804,GFP,Uterus,HeLa
SRX1460847,RELA,Blood,Th1 Cells
SRX1460848,RELA,Blood,Th1 Cells
SRX1460849,AFF4,Blood,Th1 Cells
SRX1460850,AFF4,Blood,Th1 Cells
SRX1460851,BRD4,Blood,Th1 Cells
SRX1460852,BRD4,Blood,Th1 Cells
SRX1460853,MED1,Blood,Th1 Cells
SRX1460854,MED1,Blood,Th1 Cells
SRX14648668,IRF4,Blood,EBV-B
SRX14648669,IRF4,Blood,EBV-B
SRX14648670,IRF4,Blood,EBV-B
SRX14649554,TLX3,Blood,DND-41
SRX14649555,TLX3,Blood,DND-41
SRX14649556,MYB,Blood,DND-41
SRX14649557,MYB,Blood,DND-41
