ID,keyword_classification,keyword_confidence,keyword_reason,final_classification,llm_reason,classification_method
SRX319874,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=Kdo2 Lipid A (KLA) 12h,LLM
SRX3331742,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype/variation=wild type,LLM
SRX341761,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. age=E18.5 embryos, cell type=MyoD-induced immortalized brown preadipocytes",LLM
SRX3582922,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=12 wk High Fat Diet,LLM
SRX3601924,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell type=Primary BMDM,LLM
SRX3858835,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. age=Postnatal day 0,LLM
SRX392764,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell type=haftl derived C10 cells,LLM
SRX4178770,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=IFNg,LLM
SRX4325335,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. strain=C3H/HeN,LLM
SRX4348502,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype=IRF9WT,LLM
SRX4895097,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell line=CH12, cell type=lymphoma cell line, treatment=APR60h",LLM
SRX5689484,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype/variation=Foxp3Thy1.1/Rosa-Cas9,LLM
SRX6095535,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. genotype=M1-IKO, treatment=10 ng/g bw 1,25(OH)2D3",LLM
SRX6417441,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype=WT,LLM
SRX661408,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype/variation=GRdim,LLM
SRX6924490,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype/variation=tetYAP,LLM
SRX7368531,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. sample type=Primary cells,LLM
SRX7368548,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype=OBF1KO,LLM
SRX745826,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. develomental stage=E14.5, treatment=Dexamethasone",LLM
SRX7726481,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. source_name=Tbet_NK_WT_exvivo,LLM
SRX7902429,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype=wild type,LLM
SRX8241996,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. cell isolation=Primary isolated cells,LLM
SRX8725650,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell line=Hepa-1c1c7,LLM
SRX8994289,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. genotype/variation=WT, cells=Mouse splenic B cells-resting",LLM
SRX9311847,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=IL-4 24h,LLM
SRX9311895,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=IL-4 24h,LLM
SRX9311913,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. strain=LyzM-Cre Egr2 fl/fl, cell type=BMDMs (bone marow-derived macrophages)",LLM
SRX9344868,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. Metadata=source_name=RAW264.7 cells,LLM
SRX9432511,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell line=Raw264.7, cell type=Monocyte-derived cell line",LLM
SRX978687,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell=immortalized brown adipocytes (iBATs),LLM
