ID,keyword_classification,keyword_confidence,keyword_reason,final_classification,llm_reason,classification_method
SRX14280087,native,50,"Highest weight keyword: 'normal' (category: weak_native, score: 100.0). Matches found: 'normal' in 'disease state' (weak_native/100.0); 'control' in 'disease state' (weak_native/100.0)",native,"Native. disease state=Normal control, source_name=Liver, tissue=liver",LLM (Native Validation)
SRX15717771,native,50,"Highest weight keyword: 'untreated' (category: weak_native, score: 100.0). Matches found: 'untreated' in 'treatment' (weak_native/100.0)",native,Native. source_name=Human islets | cell type=Primary human islets,LLM (Native Validation)
SRX16495661,unknown,0,No relevant keywords,non-native,Non-Native. donor ID=ENCDO781BMZ; age=21 year,LLM (Fallback)
SRX16495697,unknown,0,No relevant keywords,non-native,"Non-Native. age=90 or above year, donor ID=ENCDO470GFA",LLM (Fallback)
SRX170349,native,50,"Highest weight keyword: 'wild-type' (category: weak_native, score: 100.0). Matches found: 'wild-type' in 'genotype/variation' (weak_native/100.0)",native,Native. developmental stage=Adult,LLM (Native Validation)
SRX1738529,unknown,0,No relevant keywords,non-native,Non-Native. Cell_type_class=Blood | source_name=Human Stem and Progenitor Cell,LLM (Fallback)
SRX18672589,native,50,"Highest weight keyword: 'untreated' (category: weak_native, score: 100.0). Matches found: 'untreated' in 'treatment' (weak_native/100.0)",non-native,Non-Native. cell line=C20,LLM (Native Validation)
SRX18672592,unknown,0,No relevant keywords,non-native,Non-Native. cell_line=C20 | treatment=CTCF-KD,LLM (Fallback)
SRX18768994,unknown,0,No relevant keywords,non-native,"Non-Native. cell type=Human primary adipose stem cells, source_name=Adipose",LLM (Fallback)
SRX18768997,unknown,0,No relevant keywords,non-native,Non-Native. <reason>,LLM (Fallback)
SRX19123217,native,75,"Highest weight keyword: 'healthy donor' (category: strong_native, score: 76.92307692307692). Matches found: 'healthy donor' in 'disease state' (strong_native/76.92307692307692)",native,"Native. disease state=healthy control, source_name=Human B lymphocytes, cell_line=Human B lymphocytes",LLM (Native Validation)
SRX212182,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0); 'no treatment' in 'treatment' (weak_native/77.77777777777779)",non-native,,Keyword (Non-Native)
SRX212351,unknown,0,No relevant keywords,non-native,Non-Native. donor=1,LLM (Fallback)
SRX212353,unknown,0,No relevant keywords,non-native,Non-Native. donor=1,LLM (Fallback)
SRX2166886,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'age' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX2253219,unknown,0,No relevant keywords,non-native,Non-Native. cell_type_class=Blood | cell_type=B cells | source_name=Cll cells | diagnosis=CLL | patient age=71 | patient sex=Male | disease level=Binet B,LLM (Fallback)
SRX2268292,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX23045260,native,50,"Highest weight keyword: 'vehicle' (category: weak_native, score: 100.0). Matches found: 'vehicle' in 'treatment' (weak_native/100.0)",native,"Native. source_name=Human dermal fibroblasts, treatment=Vehicle",LLM (Native Validation)
SRX23045263,unknown,0,No relevant keywords,non-native,"Non-Native. treatment=TGFb, cell type=Human dermal fibroblasts, source_name=Human dermal fibroblasts",LLM (Fallback)
SRX23335286,unknown,0,No relevant keywords,non-native,"Non-Native. cell type=foreskin fibroblasts, source_name=foreskin fibroblasts, age=0",LLM (Fallback)
SRX23335288,unknown,0,No relevant keywords,non-native,"Non-Native. age=84, source_name=dermal fibroblasts",LLM (Fallback)
SRX23335289,unknown,0,No relevant keywords,non-native,Non-Native. age=97 | passage number=2,LLM (Fallback)
SRX23335290,unknown,0,No relevant keywords,non-native,"Non-Native. age=86, passage number=2, source_name=dermal fibroblasts",LLM (Fallback)
SRX23335291,unknown,0,No relevant keywords,non-native,"Non-Native. age=23,cell line=None, source_name=CD4 T-cells",LLM (Fallback)
SRX23383574,non-native,95,"Highest weight keyword: 'neonatal' (category: strong_non_native, score: 100.0). Matches found: 'neonatal' in 'cell line' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX23548768,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'genotype' (weak_native/100.0)",native,"Native. source_name=vascular smooth muscle cell, genotype=control, source_name=vascular smooth muscle cell",LLM (Native Validation)
SRX23548770,non-native,95,"Highest weight keyword: 'overexpression' (category: strong_non_native, score: 80.0). Matches found: 'overexpression' in 'genotype' (strong_non_native/80.0)",non-native,,Keyword (Non-Native)
SRX25152580,unknown,0,No relevant keywords,non-native,Non-Native. genotype=MED12-KO,LLM (Fallback)
SRX25331425,unknown,0,No relevant keywords,non-native,"Non-Native. genotype-DHG-G34, cell line-ICR_CXJ_046",LLM (Fallback)
SRX25501815,unknown,0,No relevant keywords,non-native,"Non-Native. cell_line=HDF-2, treatment=With AR silencing, Cell_type=Human dermal fibroblasts",LLM (Fallback)
SRX2635902,unknown,0,No relevant keywords,non-native,"Non-Native. donor ID=ENCDO060AAA, age=32 year",LLM (Fallback)
SRX2770856,native,50,"Highest weight keyword: 'untreated' (category: weak_native, score: 100.0). Matches found: 'untreated' in 'source_name' (weak_native/100.0)",native,"Native. cell_type=primary human monocyte-derived macrophages, source_name=Primary human monocyte-derived macrophages",LLM (Native Validation)
SRX2966972,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0); 'fetal' in 'cell type' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX3195440,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'genotype' (weak_native/100.0); 'untreated' in 'genotype' (weak_native/100.0)",native,"Native. source_name=FLAG MLL-AF9 ChIPseq, genotype=control untreated",LLM (Native Validation)
SRX3322085,unknown,0,No relevant keywords,unknown,"LLM JSON parsing error: Extra data: line 8 column 1 (char 166). Response: {
  ""id"": ""SRX3322085"",
  ""metadata"": ""donor ID, age=37 year, adult, tissue=gastroesophageal sphincter, cell_type=Gastroesophageal sphincter"",
  ""native"": false
}

 
The classification is **non-native** because the sample was from a donor (donor ID), indicating that it was not from a healthy individual or under normal physiological conditions.",Keyword (unknown / LLM Error)
SRX3584196,unknown,0,No relevant keywords,native,"Native. cell type=Primary human epididymis cells, source_name=Epididymis",LLM (Fallback)
SRX3585704,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0); 'fetal' in 'cell type' (strong_non_native/100.0); 'donor' in 'donor' (weak_native/100.0); 'wt' in 'genotype' (weak_native/100.0)",non-native,,Keyword (Non-Native)
SRX3666488,non-native,95,"Highest weight keyword: 'stimulated' (category: strong_non_native, score: 86.95652173913044). Matches found: 'stimulated' in 'source_name' (strong_non_native/86.95652173913044); 'stimulated' in 'cell type' (strong_non_native/86.95652173913044)",non-native,,Keyword (Non-Native)
SRX3679898,unknown,0,No relevant keywords,non-native,"Non-Native. genotype/variation=shKMT2D, source_name=keratinocytes",LLM (Fallback)
SRX3679900,unknown,0,No relevant keywords,non-native,"Non-Native. genotype/variation=shSC, cell_line=None",LLM (Fallback)
SRX3679902,unknown,0,No relevant keywords,non-native,"Non-Native. genotype/variation=shKMT2D, source_name=keratinocytes",LLM (Fallback)
SRX3734300,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",native,Native. DMSO,LLM (Native Validation)
SRX3768737,non-native,95,"Highest weight keyword: 'overexpression' (category: strong_non_native, score: 84.84848484848484). Matches found: 'overexpression' in 'genotype/variation' (strong_non_native/84.84848484848484)",non-native,,Keyword (Non-Native)
SRX382353,non-native,95,"Highest weight keyword: 'immortalized' (category: strong_non_native, score: 100.0). Matches found: 'immortalized' in 'cell type' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX393518,unknown,0,No relevant keywords,non-native,"Non-Native. treatment=TSA (Tetrahydrocarnitin, also known as Trifluoromethyltetrazolium) final concentration = 100 ng/ml",LLM (Fallback)
SRX4370433,unknown,0,No relevant keywords,native,"Native. developmental stage=Adult, source_name=Adult anterior temporal cortex",LLM (Fallback)
SRX4723358,unknown,0,No relevant keywords,native,Native. individual=wt126,LLM (Fallback)
SRX5360084,unknown,0,No relevant keywords,native,Native. source_name=Dermal Fibroblasts,LLM (Fallback)
SRX5360094,unknown,0,No relevant keywords,non-native,"Non-Native. neoplastic stage=transformed, source_name=Dermal Fibroblasts",LLM (Fallback)
SRX5371741,native,50,"Highest weight keyword: 'donor' (category: weak_native, score: 100.0). Matches found: 'donor' in 'individual' (weak_native/100.0)",native,Native. source_name=primary blood,LLM (Native Validation)
SRX5391034,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'genotype' (weak_native/100.0)",native,"LLM JSON parsing error: Extra data: line 3 column 1 (char 65). Response: {""id"": ""SRX5391034"", ""metadata"": ""passages>P7"", ""native"": true}

I classified the sample as NATIVE because there is no clear indication of modification, immortalized cell line, embryonic cells or disease in its metadata. The presence of passages=P7 suggests that it has been passaged a few times but does not necessarily imply modification.",Keyword (native / LLM Error)
SRX5391035,non-native,95,"Highest weight keyword: 'kd' (category: strong_non_native, score: 100.0). Matches found: 'kd' in 'genotype' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX5574342,native,50,"Highest weight keyword: 'donor' (category: weak_native, score: 90.9090909090909). Matches found: 'donor' in 'donr id' (weak_native/90.9090909090909)",native,"Native. cell subtype=primary monocytes, donor id=donorA",LLM (Native Validation)
SRX5624369,unknown,0,No relevant keywords,non-native,"Non-Native. treatment=TNF (10ng/ml) for 16 hours, source_name=Primary human monocyte-derived macrophages",LLM (Fallback)
SRX5716451,native,50,"Highest weight keyword: 'wild-type' (category: weak_native, score: 100.0). Matches found: 'wild-type' in 'genotype/variation' (weak_native/100.0)",native,Native. source_name=hNPCs,LLM (Native Validation)
SRX5774914,unknown,0,No relevant keywords,non-native,Non-Native. cell_line=A2B5+ iOPCs(H),LLM (Fallback)
SRX5839976,unknown,0,No relevant keywords,non-native,"Non-Native. cell type=monocytes, source_name=Primary human monocyte-derived macrophages",LLM (Fallback)
SRX6068070,unknown,0,No relevant keywords,native,"Native. Cell_type_class=Uterus, Cell_type=Endometrium, source_name=Midsecretory rep1 PGR-ChIPseq",LLM (Fallback)
SRX6068072,unknown,0,No relevant keywords,native,"Native. Menstrual cycle phase=proliferative, source_name=Proliferative rep2 PGR-ChIPseq",LLM (Fallback)
SRX6578928,unknown,0,No relevant keywords,native,"Native. tissue=Peripheral blood, disease state=Healthy T cells, treatment=N/A",LLM (Fallback)
SRX6763473,non-native,95,"Highest weight keyword: 'treatment' (category: strong_non_native, score: 78.26086956521739). Matches found: 'treatment' in 'treatment' (strong_non_native/78.26086956521739)",non-native,,Keyword (Non-Native)
SRX6763478,unknown,0,No relevant keywords,non-native,Non-Native. source_name=PRIMARY-MONOCYTE,LLM (Fallback)
SRX6784062,unknown,0,No relevant keywords,non-native,"Non-Native. donor ID=ENCDO271OUW, age=51 year",LLM (Fallback)
SRX6969885,unknown,0,No relevant keywords,non-native,Non-Native. cell type=CHD6 heterozygous mutant,LLM (Fallback)
SRX7015671,unknown,0,No relevant keywords,non-native,Non-Native. cell line=CRL7250,LLM (Fallback)
SRX7223095,non-native,95,"Highest weight keyword: 'cell line' (category: strong_non_native, score: 100.0). Matches found: 'cell line' in 'source_name' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX735289,unknown,0,No relevant keywords,non-native,"Non-Native. treatment/agent=PMA/ionomycin,cell type=Th1,source_name=In vitro differentiated Th1 cells",LLM (Fallback)
SRX7509593,unknown,0,No relevant keywords,non-native,"Non-Native. donor ID=ENCDO845WKR, age=37 year",LLM (Fallback)
SRX7730450,unknown,0,No relevant keywords,non-native,"Non-Native. genotype=Corrected RB1 mutation, source_name=osteoblast, cell=osteoblast",LLM (Fallback)
SRX8090642,unknown,0,No relevant keywords,non-native,"Non-Native. donor=ST1412, treatment=JQ1, diagnosis=Rheumatoid arthritis, Cell_type_class=Others, cell type=Fibroblast like Synoviocytes",LLM (Fallback)
SRX8090646,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",non-native,Non-Native. treatment=DMSO | source_name=Fibroblast like Synoviocytes | donor=ST1412,LLM (Native Validation)
SRX8453150,non-native,95,"Highest weight keyword: 'cancer' (category: strong_non_native, score: 100.0). Matches found: 'cancer' in 'disease state' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX8841625,unknown,0,No relevant keywords,non-native,"Non-Native. condition=Acheiropodia patient, immortalized cell line implied by lymphoblasts and 'patient' metadata, source_name=RAD21-ChIP-seq-Mut",LLM (Fallback)
SRX885891,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'treatment' (weak_native/100.0)",native,"Native. treatment=Control, source_name=Macrophage-control",LLM (Native Validation)
SRX885895,unknown,0,No relevant keywords,non-native,Non-Native. treatment=oxLDL (50mcg/ml),LLM (Fallback)
SRX9029210,native,50,"Highest weight keyword: 'no treatment' (category: weak_native, score: 100.0). Matches found: 'no treatment' in 'treatment' (weak_native/100.0)",native,"Native. source_name=human neutrophil, treatment=no treatment, cell_type_class=Blood, cell_type=Neutrophils",LLM (Native Validation)
SRX9029211,unknown,0,No relevant keywords,non-native,Non-Native. treatment=R848 (5mM),LLM (Fallback)
SRX9221932,unknown,0,No relevant keywords,non-native,Non-Native. treatment=17 β-estradiol (1 µM),LLM (Fallback)
SRX9221933,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",native,Native. treatment=DMSO,LLM (Native Validation)
SRX9345717,native,50,"Highest weight keyword: 'wild-type' (category: weak_native, score: 100.0). Matches found: 'wild-type' in 'genotype' (weak_native/100.0)",non-native,"Non-Native. iPSC differentiation to Erythroid cells, differentation day=Day 21",LLM (Native Validation)
SRX971583,non-native,95,"Highest weight keyword: 'shRNA' (category: strong_non_native, score: 80.0). Matches found: 'shRNA' in 'source_name' (strong_non_native/80.0); 'neonatal' in 'cell type' (strong_non_native/76.19047619047619)",non-native,,Keyword (Non-Native)
SRX9850737,unknown,0,No relevant keywords,non-native,Non-Native. cell_line=Calu-3,LLM (Fallback)
SRX9867030,unknown,0,No relevant keywords,native,Native. cell type=CD8,LLM (Fallback)
SRX9969717,unknown,0,No relevant keywords,native,Native. cell_line=16HBE14o-,LLM (Fallback)
