ID,keyword_classification,keyword_confidence,keyword_reason,final_classification,llm_reason,classification_method
SRX22512363,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. genotype=Setdb1-KO, age=Embryonic day 15.5, fetus id",LLM
SRX2424023,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. age=0 day,LLM
SRX2500398,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. developmental stage=P7,LLM
SRX2647492,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. culture condition=ChIP-seq in vitro culture protocol (IFN-β),LLM
SRX2741794,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. Phenylhydrazine treated spleen,LLM
SRX319874,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=Kdo2 Lipid A (KLA) 12h,LLM
SRX341761,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. genotype=MLL3-/-, cell type=MyoD-induced immortalized brown preadipocytes, age=E18.5 embryos",LLM
SRX3582922,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. treatment=12 wk High Fat Diet (Research Diet, D12331)",LLM
SRX3601924,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype/variation=WT,LLM
SRX3858835,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. age=Postnatal day 0,LLM
SRX392764,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. haftl derived C10 cells,LLM
SRX4178770,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=IFNg,LLM
SRX4325335,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. strain=C3H/HeN,LLM
SRX4348502,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype=IRF9WT | condition=IFNaIL2,LLM
SRX4895097,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. source_name=CH12 B cell line | cell line=CH12 | cell type=lymphoma cell line | genotype/variation=Med14Nsmash | treatment=APR60h,LLM
SRX5689484,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype/variation=Foxp3Thy1.1/Rosa-Cas9,LLM
SRX6417441,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=NR ( 400 mg/kg),LLM
SRX661408,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype/variation=GRdim,LLM
SRX6924490,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype/variation=tetYAP,LLM
SRX7368531,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. genotype=Wild type, cell type=CD19+ splenic B cells, sample type=Primary cells",LLM
SRX7368548,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype=OBF1KO,LLM
SRX745826,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=Dexamethasone and GW7647 4 hrs,LLM
SRX7726481,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype=WT,LLM
SRX7902429,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype=wild type,LLM
SRX8241996,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype=Wild type,LLM
SRX8725650,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. Cell_type_class=Liver | Cell_type=Hepa-1c1c7 | Metadata=source_name=Mouse Hepatoma Cell Line | cell line=Hepa-1c1c7,LLM
SRX9311847,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=IL-4 24h,LLM
SRX9311895,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=IL-4 24h,LLM
SRX9311913,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. strain=LyzM-Cre Egr2 fl/fl,LLM
SRX9344868,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. Cell_type=RAW 264.7 | Metadata=source_name=RAW264.7 cells | agent=LPS,LLM
SRX9432511,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell line=Raw264.7,LLM
SRX978687,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell=immortalized brown adipocytes (iBATs),LLM
