ID,keyword_classification,keyword_confidence,keyword_reason,final_classification,llm_reason,classification_method
SRX5716451,native,50,"Highest weight keyword: 'wild-type' (category: weak_native, score: 100.0). Matches found: 'wild-type' in 'genotype/variation' (weak_native/100.0)",native,Native. genotype/variation=wild type,LLM (Native Validation)
SRX5774914,unknown,0,No relevant keywords,non-native,Non-Native. cell line=A2B5+ iOPCs(H),LLM (Fallback)
SRX5839976,unknown,0,No relevant keywords,native,Native. source_name=Primary human monocyte-derived macrophages,LLM (Fallback)
SRX6068070,unknown,0,No relevant keywords,non-native,Non-Native. source_name=Midsecretory rep1 PGR-ChIPseq,LLM (Fallback)
SRX6068072,unknown,0,No relevant keywords,non-native,Non-Native. metadata=PGR-ChIPseq,LLM (Fallback)
SRX6578928,unknown,0,No relevant keywords,native,Native. treatment=N/A,LLM (Fallback)
SRX6763473,non-native,95,"Highest weight keyword: 'treatment' (category: strong_non_native, score: 78.26086956521739). Matches found: 'treatment' in 'treatment' (strong_non_native/78.26086956521739)",non-native,,Keyword (Non-Native)
SRX6763478,unknown,0,No relevant keywords,native,"Native. source_name=PRIMARY-MONOCYTE, cell type=PRIMARY-MONOCYTE, treatment=primary monocytes",LLM (Fallback)
SRX6784062,unknown,0,No relevant keywords,native,Native. dev_stage=adult | age=51 year,LLM (Fallback)
SRX6969885,unknown,0,No relevant keywords,non-native,Non-Native. cell type=CHD6 heterozygous mutant,LLM (Fallback)
SRX7015671,unknown,0,No relevant keywords,non-native,Non-Native. cell line=CRL7250,LLM (Fallback)
SRX7223095,non-native,95,"Highest weight keyword: 'cell line' (category: strong_non_native, score: 100.0). Matches found: 'cell line' in 'source_name' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX735289,unknown,0,No relevant keywords,non-native,Non-Native. treatment/agent=PMA/ionomycin,LLM (Fallback)
SRX7509593,unknown,0,No relevant keywords,native,"Native. donor ID=ENCDO845WKR, age=37 year",LLM (Fallback)
SRX7730450,unknown,0,No relevant keywords,non-native,Non-Native. genotype=Corrected RB1 mutation,LLM (Fallback)
SRX8090642,unknown,0,No relevant keywords,non-native,Non-Native. treatment=JQ1,LLM (Fallback)
SRX8090646,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",native,Native. treatment=DMSO,LLM (Native Validation)
SRX8453150,non-native,95,"Highest weight keyword: 'cancer' (category: strong_non_native, score: 100.0). Matches found: 'cancer' in 'disease state' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX8841625,unknown,0,No relevant keywords,non-native,Non-Native. condition=Acheiropodia patient,LLM (Fallback)
SRX885891,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'treatment' (weak_native/100.0)",native,"Native. treatment=Control, source_name=Macrophage-control, cell type=Macrophage",LLM (Native Validation)
SRX885895,unknown,0,No relevant keywords,non-native,Non-Native. treatment=oxLDL,LLM (Fallback)
SRX9029210,native,50,"Highest weight keyword: 'no treatment' (category: weak_native, score: 100.0). Matches found: 'no treatment' in 'treatment' (weak_native/100.0)",native,Native. treatment=no treatment,LLM (Native Validation)
SRX9029211,unknown,0,No relevant keywords,non-native,Non-Native. treatment=R848 (5mM),LLM (Fallback)
SRX9221932,unknown,0,No relevant keywords,non-native,Non-Native. treatment=17 β-estradiol (1 µM) | treatment time=8 hours,LLM (Fallback)
SRX9221933,native,50,"Highest weight keyword: 'DMSO' (category: weak_native, score: 100.0). Matches found: 'DMSO' in 'treatment' (weak_native/100.0)",native,Native. treatment=DMSO,LLM (Native Validation)
SRX9345717,native,50,"Highest weight keyword: 'wild-type' (category: weak_native, score: 100.0). Matches found: 'wild-type' in 'genotype' (weak_native/100.0)",non-native,Non-Native. source_name=iPSC,LLM (Native Validation)
SRX971583,non-native,95,"Highest weight keyword: 'shRNA' (category: strong_non_native, score: 80.0). Matches found: 'shRNA' in 'source_name' (strong_non_native/80.0); 'neonatal' in 'cell type' (strong_non_native/76.19047619047619)",non-native,,Keyword (Non-Native)
SRX9850737,unknown,0,No relevant keywords,non-native,Non-Native. cell line=Calu-3,LLM (Fallback)
SRX9867030,unknown,0,No relevant keywords,native,Native. cell type=CD8,LLM (Fallback)
SRX9969717,unknown,0,No relevant keywords,non-native,Non-Native. cell line=16HBE14o-,LLM (Fallback)
