Experiment ID,Track type,Cell type class,Cell type,Keyword
SRX20052924,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052925,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052926,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052927,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052928,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052929,TFAP2A,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052930,TFAP2A,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052931,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052947,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052948,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052949,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052971,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052972,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052973,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052974,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052979,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052980,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052981,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052982,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052986,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052987,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20052988,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20053005,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20053013,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX20246332,TP53,Pluripotent stem cell,hESC derived osteoblasts,hESC
SRX20246333,TP53,Pluripotent stem cell,hESC derived osteoblasts,hESC
SRX20532160,NANOG,Pluripotent stem cell,hESC HUES8,hESC
SRX20532161,NANOG,Pluripotent stem cell,hESC HUES8,hESC
SRX20532162,POU5F1,Pluripotent stem cell,hESC HUES8,hESC
SRX20532163,POU5F1,Pluripotent stem cell,hESC HUES8,hESC
SRX20532164,SOX2,Pluripotent stem cell,hESC HUES8,hESC
SRX20532165,SOX2,Pluripotent stem cell,hESC HUES8,hESC
SRX20532168,FOXA2,Pluripotent stem cell,hESC H1,hESC
SRX20532169,FOXA2,Pluripotent stem cell,hESC H1,hESC
SRX2140294,AR,Pluripotent stem cell,hESC derived neural cells,hESC
SRX2140296,AR,Pluripotent stem cell,hESC derived neural cells,hESC
SRX2140297,AR,Pluripotent stem cell,hESC derived neural cells,hESC
SRX2140299,AR,Pluripotent stem cell,hESC derived neural cells,hESC
SRX2140301,AR,Pluripotent stem cell,hESC derived neural cells,hESC
SRX2140302,AR,Pluripotent stem cell,hESC derived neural cells,hESC
SRX2368894,FOXA2,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX23985099,ARID1A,Pluripotent stem cell,hESC derived neural crests,hESC
SRX23985100,ARID1A,Pluripotent stem cell,hESC derived neural crests,hESC
SRX23985101,ARID1A,Pluripotent stem cell,hESC derived neural crests,hESC
SRX23985102,ARID1A,Pluripotent stem cell,hESC derived neural crests,hESC
SRX23985103,ZIC2,Pluripotent stem cell,hESC derived neural crests,hESC
SRX23985104,ZIC2,Pluripotent stem cell,hESC derived neural crests,hESC
SRX23985105,ZIC2,Pluripotent stem cell,hESC derived neural crests,hESC
SRX23985106,ZIC2,Pluripotent stem cell,hESC derived neural crests,hESC
SRX24299742,EP300,Pluripotent stem cell,hESC H9,hESC
SRX24299743,EP300,Pluripotent stem cell,hESC H9,hESC
SRX25244558,RARA,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX25244559,RARA,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX25244560,RARA,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX25244561,RARA,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX2529721,Epitope tags,Pluripotent stem cell,hESC H1,hESC
SRX2529722,Epitope tags,Pluripotent stem cell,hESC H1,hESC
SRX2533317,BRF1,Pluripotent stem cell,hESC H9,hESC
SRX2533318,BRF1,Pluripotent stem cell,hESC H9,hESC
SRX2533319,BRF1,Pluripotent stem cell,hESC H9,hESC
SRX2533320,BRF1,Pluripotent stem cell,hESC H9,hESC
SRX2533321,GTF3C1,Pluripotent stem cell,hESC H9,hESC
SRX2533322,GTF3C1,Pluripotent stem cell,hESC H9,hESC
SRX2533323,GTF3C1,Pluripotent stem cell,hESC H9,hESC
SRX2533324,GTF3C1,Pluripotent stem cell,hESC H9,hESC
SRX266855,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX266856,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX266859,POU5F1,Pluripotent stem cell,hESC HUES64,hESC
SRX266860,SOX2,Pluripotent stem cell,hESC HUES64,hESC
SRX266861,SOX2,Pluripotent stem cell,hESC HUES64,hESC
SRX266862,NANOG,Pluripotent stem cell,hESC HUES64,hESC
SRX266863,NANOG,Pluripotent stem cell,hESC HUES64,hESC
SRX277140,SOX2,Pluripotent stem cell,hESC H9,hESC
SRX2830156,PAX7,Pluripotent stem cell,hESC H9,hESC
SRX2844298,CTNNB1,Pluripotent stem cell,hESC H1,hESC
SRX2844299,CTNNB1,Pluripotent stem cell,hESC H1,hESC
SRX2844311,SMAD2,Pluripotent stem cell,hESC H1,hESC
SRX2844312,SMAD2,Pluripotent stem cell,hESC H1,hESC
SRX2844313,TEAD4,Pluripotent stem cell,hESC H1,hESC
SRX2844314,YAP1,Pluripotent stem cell,hESC H1,hESC
SRX2844315,YAP1,Pluripotent stem cell,hESC H1,hESC
SRX2862486,TET1,Pluripotent stem cell,hESC HUES8,hESC
SRX2862487,DNMT3B,Pluripotent stem cell,hESC HUES8,hESC
SRX2862488,DNMT3B,Pluripotent stem cell,hESC HUES8,hESC
SRX2881137,NANOG,Pluripotent stem cell,hESC H9,hESC
SRX2881138,NANOG,Pluripotent stem cell,hESC H9,hESC
SRX2881139,POU5F1,Pluripotent stem cell,hESC H9,hESC
SRX2881140,POU5F1,Pluripotent stem cell,hESC H9,hESC
SRX2966970,POU5F1,Pluripotent stem cell,hESC H1,hESC
SRX2966971,POU5F1,Pluripotent stem cell,hESC H1,hESC
SRX2993669,NR5A1,Pluripotent stem cell,hESC H9,hESC
SRX2993671,NR5A1,Pluripotent stem cell,hESC H9,hESC
SRX2993673,NR5A1,Pluripotent stem cell,hESC H9,hESC
SRX2993674,NR5A1,Pluripotent stem cell,hESC H9,hESC
SRX2993675,NR5A1,Pluripotent stem cell,hESC H9,hESC
SRX3009990,KDM5B,Pluripotent stem cell,hESC H1,hESC
SRX3009991,KDM5B,Pluripotent stem cell,hESC H1,hESC
SRX3010018,CBX3,Pluripotent stem cell,hESC H1,hESC
SRX3010019,CBX3,Pluripotent stem cell,hESC H1,hESC
SRX3010030,KDM1A,Pluripotent stem cell,hESC H1,hESC
SRX3010031,KDM1A,Pluripotent stem cell,hESC H1,hESC
SRX3010032,KDM1A,Pluripotent stem cell,hESC H1,hESC
SRX3010096,PAF1,Pluripotent stem cell,hESC H1,hESC
SRX3010097,PAF1,Pluripotent stem cell,hESC H1,hESC
SRX3010118,REST,Pluripotent stem cell,hESC H1,hESC
SRX3010119,REST,Pluripotent stem cell,hESC H1,hESC
SRX3010143,CBX2,Pluripotent stem cell,hESC H1,hESC
SRX3010144,CBX2,Pluripotent stem cell,hESC H1,hESC
SRX3010181,WDR5,Pluripotent stem cell,hESC H1,hESC
SRX3010182,WDR5,Pluripotent stem cell,hESC H1,hESC
SRX3010221,RING1,Pluripotent stem cell,hESC H1,hESC
SRX3010222,RING1,Pluripotent stem cell,hESC H1,hESC
SRX3230265,BRD1,Pluripotent stem cell,hESC HUES64,hESC
SRX3230266,BRD1,Pluripotent stem cell,hESC HUES64,hESC
SRX3230269,RNF2,Pluripotent stem cell,hESC HUES64,hESC
SRX3230270,RNF2,Pluripotent stem cell,hESC HUES64,hESC
SRX3256861,BCOR,Pluripotent stem cell,hESC H1,hESC
SRX3256862,KDM2B,Pluripotent stem cell,hESC H1,hESC
SRX3256863,RNF2,Pluripotent stem cell,hESC H1,hESC
SRX3256864,PCGF1,Pluripotent stem cell,hESC H1,hESC
SRX3256865,RYBP,Pluripotent stem cell,hESC H1,hESC
SRX3256870,BCOR,Pluripotent stem cell,hESC H1,hESC
SRX3256873,BCOR,Pluripotent stem cell,hESC H1,hESC
SRX3256874,BCOR,Pluripotent stem cell,hESC H1,hESC
SRX3256875,KDM2B,Pluripotent stem cell,hESC H1,hESC
SRX3256876,KDM2B,Pluripotent stem cell,hESC H1,hESC
SRX326373,NUP98,Pluripotent stem cell,hESC HUES6,hESC
SRX326375,NUP98,Pluripotent stem cell,hESC derived neural cells,hESC
SRX326377,NUP98,Pluripotent stem cell,hESC derived neural cells,hESC
SRX3271002,KDM1A,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX3271003,KDM1A,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX3271008,KDM1A,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX3271009,KDM1A,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX3271015,KDM1A,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX3271016,KDM1A,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX3271021,KDM1A,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX3271022,KDM1A,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX3271026,KDM1A,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX3288556,RAD21,Pluripotent stem cell,hESC H9,hESC
SRX3288557,RAD21,Pluripotent stem cell,hESC H9,hESC
SRX3288558,RAD21,Pluripotent stem cell,hESC H9,hESC
SRX3288559,RAD21,Pluripotent stem cell,hESC H9,hESC
SRX3288560,CTCF,Pluripotent stem cell,hESC H9,hESC
SRX3288561,CTCF,Pluripotent stem cell,hESC H9,hESC
SRX3288562,ZNF143,Pluripotent stem cell,hESC H9,hESC
SRX3288563,ZNF143,Pluripotent stem cell,hESC H9,hESC
SRX3288566,NANOG,Pluripotent stem cell,hESC H9,hESC
SRX3288567,NANOG,Pluripotent stem cell,hESC H9,hESC
SRX3288568,KLF4,Pluripotent stem cell,hESC H9,hESC
SRX3288569,KLF4,Pluripotent stem cell,hESC H9,hESC
SRX3288570,POU5F1,Pluripotent stem cell,hESC H9,hESC
SRX3288571,POU5F1,Pluripotent stem cell,hESC H9,hESC
SRX3288572,RNF2,Pluripotent stem cell,hESC H9,hESC
SRX3288573,RNF2,Pluripotent stem cell,hESC H9,hESC
SRX3288574,FOS,Pluripotent stem cell,hESC H9,hESC
SRX3288575,FOS,Pluripotent stem cell,hESC H9,hESC
SRX3288576,SMARCA4,Pluripotent stem cell,hESC H9,hESC
SRX3288577,SMARCA4,Pluripotent stem cell,hESC H9,hESC
SRX3288578,HSF1,Pluripotent stem cell,hESC H9,hESC
SRX3288579,HSF1,Pluripotent stem cell,hESC H9,hESC
SRX3288580,HSF1,Pluripotent stem cell,hESC H9,hESC
SRX3288581,WAPL,Pluripotent stem cell,hESC H9,hESC
SRX3288582,WAPL,Pluripotent stem cell,hESC H9,hESC
SRX3288583,NIPBL,Pluripotent stem cell,hESC H9,hESC
SRX3288584,NIPBL,Pluripotent stem cell,hESC H9,hESC
SRX3288585,CTCF,Pluripotent stem cell,hESC H9,hESC
SRX3288586,CTCF,Pluripotent stem cell,hESC H9,hESC
SRX3288587,RAD21,Pluripotent stem cell,hESC H9,hESC
SRX3288588,RAD21,Pluripotent stem cell,hESC H9,hESC
SRX3292068,GATA3,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292069,GATA3,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292070,GATA3,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292071,GATA2,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292072,GATA2,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292073,GATA2,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292074,TFAP2A,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292075,TFAP2A,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292076,TFAP2A,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292077,TFAP2C,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292078,TFAP2C,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3292079,TFAP2C,Pluripotent stem cell,hESC derived trophoblast cells,hESC
SRX3322146,RAD21,Pluripotent stem cell,hESC derived neural cells,hESC
SRX3472373,TP53BP1,Pluripotent stem cell,hESC H9,hESC
SRX3472374,TP53BP1,Pluripotent stem cell,hESC H9,hESC
SRX3472375,TP53BP1,Pluripotent stem cell,hESC H9,hESC
SRX3472376,TP53BP1,Pluripotent stem cell,hESC derived neural cells,hESC
SRX3472377,TP53BP1,Pluripotent stem cell,hESC H9,hESC
SRX3472378,TP53BP1,Pluripotent stem cell,hESC H9,hESC
SRX3472379,TP53BP1,Pluripotent stem cell,hESC H9,hESC
SRX3472380,TP53BP1,Pluripotent stem cell,hESC derived neural cells,hESC
SRX3472381,KDM6A,Pluripotent stem cell,hESC H9,hESC
SRX3472382,KDM6A,Pluripotent stem cell,hESC H9,hESC
SRX3472383,KDM6A,Pluripotent stem cell,hESC H9,hESC
SRX3472384,KDM6A,Pluripotent stem cell,hESC H9,hESC
SRX3472385,KDM6A,Pluripotent stem cell,hESC H9,hESC
SRX3472386,KDM6A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX3472387,KDM6A,Pluripotent stem cell,hESC H9,hESC
SRX3482872,CTCF,Pluripotent stem cell,hESC HUES64,hESC
SRX3482873,CTCF,Pluripotent stem cell,hESC HUES64,hESC
SRX3482874,RAD21,Pluripotent stem cell,hESC HUES64,hESC
SRX3482875,RAD21,Pluripotent stem cell,hESC HUES64,hESC
SRX3509022,TFAP2C,Pluripotent stem cell,hESC UCLA1,hESC
SRX3509023,TFAP2C,Pluripotent stem cell,hESC UCLA1,hESC
SRX3509024,TFAP2C,Pluripotent stem cell,hESC UCLA1,hESC
SRX3509026,TFAP2C,Pluripotent stem cell,hESC UCLA1,hESC
SRX3509028,TFAP2C,Pluripotent stem cell,hESC UCLA1,hESC
SRX3509030,TFAP2C,Pluripotent stem cell,hESC UCLA1,hESC
SRX3592677,SMAD2,Pluripotent stem cell,hESC HUES8,hESC
SRX3592678,JUN,Pluripotent stem cell,hESC HUES8,hESC
SRX3592679,GATA6,Pluripotent stem cell,hESC HUES8,hESC
SRX3592681,SMAD2,Pluripotent stem cell,hESC HUES8,hESC
SRX3592682,GATA6,Pluripotent stem cell,hESC HUES8,hESC
SRX3592685,SMAD2,Pluripotent stem cell,hESC HUES8,hESC
SRX3592686,JUN,Pluripotent stem cell,hESC HUES8,hESC
SRX3595371,Epitope tags,Pluripotent stem cell,hESC H9,hESC
SRX3595373,Epitope tags,Pluripotent stem cell,hESC H9,hESC
SRX3686691,CTNNB1,Pluripotent stem cell,hESC derived neural cells,hESC
SRX3686693,CTNNB1,Pluripotent stem cell,hESC derived neural cells,hESC
SRX3686695,SOX21,Pluripotent stem cell,hESC derived neural cells,hESC
SRX378124,TEAD4,Pluripotent stem cell,hESC WA09,hESC
SRX378125,TEAD4,Pluripotent stem cell,hESC WA09,hESC
SRX378126,SMAD2,Pluripotent stem cell,hESC WA09,hESC
SRX378127,SMAD2,Pluripotent stem cell,hESC WA09,hESC
SRX4003761,ESRRG,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX4003762,ESRRG,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX4015270,DNMT3B,Pluripotent stem cell,hESC H1,hESC
SRX4015271,DNMT3B,Pluripotent stem cell,hESC H1,hESC
SRX4015272,DNMT3B,Pluripotent stem cell,hESC H1,hESC
SRX4015273,DNMT3B,Pluripotent stem cell,hESC H1,hESC
SRX4065343,SOX9,Pluripotent stem cell,hESC derived retinal cells,hESC
SRX4065344,SOX9,Pluripotent stem cell,hESC derived retinal cells,hESC
SRX4065345,SOX9,Pluripotent stem cell,hESC derived retinal cells,hESC
SRX4065346,SOX9,Pluripotent stem cell,hESC derived retinal cells,hESC
SRX4065347,SOX9,Pluripotent stem cell,hESC derived retinal cells,hESC
SRX4065348,SOX9,Pluripotent stem cell,hESC derived retinal cells,hESC
SRX4171347,Epitope tags,Pluripotent stem cell,hESC H1,hESC
SRX4171355,Epitope tags,Pluripotent stem cell,hESC H1,hESC
SRX4171357,TRIM28,Pluripotent stem cell,hESC H1,hESC
SRX4377125,CTCF,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX4377126,CTCF,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX4377127,CTCF,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX4377128,CTCF,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX4377129,CTCF,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX4377130,CTCF,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX4377131,CTCF,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX4377132,CTCF,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX4377133,CTCF,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX4405899,POU5F1,Pluripotent stem cell,hESC H9,hESC
SRX4405901,POU5F1,Pluripotent stem cell,hESC H9,hESC
SRX4417524,BRD4,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417525,BRD4,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417526,CTCF,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417527,CTCF,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417528,CTCF,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417529,CTCF,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417530,CTCF,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417531,CTCF,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417532,CTCF,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417533,CTCF,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417534,BRD4,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417535,BRD4,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417536,BRD4,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417537,BRD4,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417538,BRD4,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417539,BRD4,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417540,BRD4,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417541,BRD4,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417542,MECP2,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4417543,MECP2,Pluripotent stem cell,hESC derived neural cells,hESC
SRX451077,PDX1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX4559714,ZNF207,Pluripotent stem cell,hESC H9,hESC
SRX4559715,ZNF207,Pluripotent stem cell,hESC H9,hESC
SRX4597624,Epitope tags,Pluripotent stem cell,hESC H9,hESC
SRX4727907,KDM6A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4727908,KDM6A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4727909,KDM6A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX4727910,TP53BP1,Pluripotent stem cell,hESC H9,hESC
SRX4727911,TP53BP1,Pluripotent stem cell,hESC H9,hESC
SRX4727912,TP53BP1,Pluripotent stem cell,hESC H9,hESC
SRX4976904,TP63,Pluripotent stem cell,hESC H9,hESC
SRX4976905,TP63,Pluripotent stem cell,hESC H9,hESC
SRX4976906,TP63,Pluripotent stem cell,hESC H9,hESC
SRX4976907,TP63,Pluripotent stem cell,hESC H9,hESC
SRX5090173,CBX8,Pluripotent stem cell,hESC H1,hESC
SRX5090174,CBX8,Pluripotent stem cell,hESC H1,hESC
SRX5090177,CBX5,Pluripotent stem cell,hESC H1,hESC
SRX5090178,CBX5,Pluripotent stem cell,hESC H1,hESC
SRX5090179,ASH2L,Pluripotent stem cell,hESC H1,hESC
SRX5090180,ASH2L,Pluripotent stem cell,hESC H1,hESC
SRX5202455,UBE3A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5202456,UBE3A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5202457,UBE3A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5202458,UBE3A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5202461,UBE3A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5202462,UBE3A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5202463,UBE3A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5202464,UBE3A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5202467,UBE3A,Pluripotent stem cell,hESC H9,hESC
SRX5202468,UBE3A,Pluripotent stem cell,hESC H9,hESC
SRX5202469,UBE3A,Pluripotent stem cell,hESC H9,hESC
SRX5202470,UBE3A,Pluripotent stem cell,hESC H9,hESC
SRX5253406,FOXB1,Pluripotent stem cell,hESC H1,hESC
SRX5253407,FOXB1,Pluripotent stem cell,hESC H1,hESC
SRX5253408,FOXB1,Pluripotent stem cell,hESC H1,hESC
SRX5253409,FOXB1,Pluripotent stem cell,hESC H1,hESC
SRX5286322,KLF4,Pluripotent stem cell,hESC WIBR2,hESC
SRX5286323,KLF4,Pluripotent stem cell,hESC WIBR2,hESC
SRX5286326,NANOG,Pluripotent stem cell,hESC WIBR2,hESC
SRX5286329,NANOG,Pluripotent stem cell,hESC WIBR2,hESC
SRX5286332,POU5F1,Pluripotent stem cell,hESC WIBR2,hESC
SRX5286337,POU5F1,Pluripotent stem cell,hESC WIBR2,hESC
SRX5286340,SOX2,Pluripotent stem cell,hESC WIBR2,hESC
SRX5286341,SOX2,Pluripotent stem cell,hESC WIBR2,hESC
SRX5286344,SOX2,Pluripotent stem cell,hESC WIBR2,hESC
SRX5286348,TFAP2C,Pluripotent stem cell,hESC WIBR2,hESC
SRX5307294,TFAP2C,Pluripotent stem cell,hESC derived epidermal cells,hESC
SRX5307295,TFAP2C,Pluripotent stem cell,hESC derived epidermal cells,hESC
SRX5385025,BRD3,Pluripotent stem cell,hESC H1,hESC
SRX5385026,BRD3,Pluripotent stem cell,hESC H1,hESC
SRX5385027,BRD3,Pluripotent stem cell,hESC H1,hESC
SRX5385028,BRD3,Pluripotent stem cell,hESC H1,hESC
SRX5431827,TSC1,Pluripotent stem cell,hESC H1,hESC
SRX5444558,KDM6A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5444559,KDM6A,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5457423,CTCF,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5457435,EP300,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5457526,SMC3,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5457530,MXI1,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5504739,Epitope tags,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5504741,Epitope tags,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5504743,Epitope tags,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5504745,Epitope tags,Pluripotent stem cell,hESC derived neural cells,hESC
SRX5534658,CCNE1,Pluripotent stem cell,hESC H7,hESC
SRX5534660,CCNE1,Pluripotent stem cell,hESC H7,hESC
SRX553658,TRIM28,Pluripotent stem cell,hESC H1,hESC
SRX553665,TRIM28,Pluripotent stem cell,hESC H1,hESC
SRX5705796,ETS1,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX5705798,ETS1,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX5705800,ETS1,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX5705802,ETS1,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX5705804,ETS1,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX5738754,Crotonyllysine,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX5738755,Crotonyllysine,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX5738756,Crotonyllysine,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX5763013,KLF4,Pluripotent stem cell,hESC WIBR3,hESC
SRX5774922,POU5F1,Pluripotent stem cell,hESC H9,hESC
SRX5907622,GATA6,Pluripotent stem cell,hESC Cyt49,hESC
SRX5907623,ONECUT1,Pluripotent stem cell,hESC Cyt49,hESC
SRX5907625,ONECUT1,Pluripotent stem cell,hESC Cyt49,hESC
SRX5957524,TBP,Pluripotent stem cell,hESC H1,hESC
SRX5957525,TBP,Pluripotent stem cell,hESC H1,hESC
SRX5957526,TBP,Pluripotent stem cell,hESC H1,hESC
SRX5957527,TBP,Pluripotent stem cell,hESC H1,hESC
SRX5957532,WDR5,Pluripotent stem cell,hESC H1,hESC
SRX5957533,WDR5,Pluripotent stem cell,hESC H1,hESC
SRX5957534,WDR5,Pluripotent stem cell,hESC H1,hESC
SRX5957535,WDR5,Pluripotent stem cell,hESC H1,hESC
SRX6093191,Epitope tags,Pluripotent stem cell,hESC derived neural cells,hESC
SRX6093192,Epitope tags,Pluripotent stem cell,hESC derived neural cells,hESC
SRX6093193,Epitope tags,Pluripotent stem cell,hESC derived neural cells,hESC
SRX6093194,Epitope tags,Pluripotent stem cell,hESC derived neural cells,hESC
SRX6101126,NANOG,Pluripotent stem cell,hESC H9,hESC
SRX6101127,NANOG,Pluripotent stem cell,hESC H9,hESC
SRX6101128,SOX2,Pluripotent stem cell,hESC H9,hESC
SRX6101129,SOX2,Pluripotent stem cell,hESC H9,hESC
SRX612590,PDX1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX6354579,EZH2,Pluripotent stem cell,hESC derived neural cells,hESC
SRX6473435,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473436,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473437,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473438,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473439,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473440,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473441,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473442,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473443,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473444,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473445,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473446,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473447,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473448,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473449,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473450,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473451,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473452,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6473453,Epitope tags,Pluripotent stem cell,hESC derived neural crests,hESC
SRX6639324,SMAD1,Pluripotent stem cell,hESC H1,hESC
