ID	Transcription_Factor	Cell_type_class	Cell_type	Metadata
SRX032490	Mapk8	Neural	Neurons	source_name=Terminally differentiated Neurons (TN) | strain=129Sv-C57Bl/6 | genotype/variation=wild type | cell type=Terminally differentiated Neurons (TN)
SRX032492	Nfya	Neural	Neurons	source_name=Terminally differentiated Neurons (TN) | strain=129Sv-C57Bl/6 | genotype/variation=wild type | cell type=Terminally differentiated Neurons (TN)
SRX032882	Foxa2	Liver	Liver	source_name=Homogenized Mouse Liver | strain=CD1 | cell type=Liver tissue
SRX032883	Foxa2	Liver	Liver	source_name=Homogenized Mouse Liver | strain=CD1 | cell type=Liver tissue
SRX032884	Foxa2	Liver	Liver	source_name=Homogenized Mouse Liver | strain=CD1 | cell type=Liver tissue
SRX032885	Foxa2	Liver	Liver	source_name=Homogenized Mouse Liver | strain=CD1 | cell type=Liver tissue
SRX032886	Foxa2	Liver	Liver	source_name=Homogenized Mouse Liver | strain=CD1 | cell type=Liver tissue
SRX038433	Arntl	Liver	Liver	source_name=Liver cells | strain=C57BL/6 | tissue=Liver | time=ZT02
SRX038435	Arntl	Liver	Liver	source_name=Liver cells | strain=C57BL/6 | tissue=Liver | time=ZT06
SRX038437	Arntl	Liver	Liver	source_name=Liver cells | strain=C57BL/6 | tissue=Liver | time=ZT10
SRX038439	Arntl	Liver	Liver	source_name=Liver cells | strain=C57BL/6 | tissue=Liver | time=ZT14
SRX038441	Arntl	Liver	Liver	source_name=Liver cells | strain=C57BL/6 | tissue=Liver | time=ZT18
SRX038443	Arntl	Liver	Liver	source_name=Liver cells | strain=C57BL/6 | tissue=Liver | time=ZT22
SRX059743	Foxa2	Liver	Liver	source_name=Control liver | tissue=liver
SRX079862	Tal1	Blood	G1E	source_name=G1E cells | strain=129 | genotype/variation=Gata1-null | developmental stage/cell type=Erythroid committed, immature progenitor murine cell line | chip antibody target=TAL1 | chip_antibody_provider=Santa Cruz Biotechnology | chip_antibody_catalog=sc-12984 | chip_antibody_lot=unknown
SRX079864	Gata2	Blood	G1E	source_name=G1E cells | strain=129 | genotype/variation=Gata1-null | developmental stage/cell type=Erythroid committed, immature progenitor murine cell line | chip antibody target=GATA2 | chip_antibody_provider=Santa Cruz Biotechnology | chip_antibody_catalog=SC-9008 | chip_antibody_lot=J2108
SRX092474	Runx1	Blood	EML 	source_name=EML cells | sequence type=Illumina; single-end;35bp reads | catalog=PC284 | cell type=Lin-SCA+CD34+ cells
SRX094450	Stat5a	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094451	Stat5a	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094452	Stat5a	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094453	Stat5a	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094454	Stat5a	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094455	Stat5a	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094456	Stat5a	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094457	Stat5a	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094458	Stat5a	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094459	Stat5a	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094461	Bcl6	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094462	Bcl6	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094463	Bcl6	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094464	Bcl6	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094465	Bcl6	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX094466	Bcl6	Liver	Liver	source_name=liver tissue | strain=CD-1 | age=7-8 weeks old
SRX10012506	Klf15	Liver	Liver	source_name=klf15_ChIP | strain background=C57Bl/6 | age=14-20 weeks | genotype/variation=KLF153xFLAG/WT | tissue=liver
SRX100290	Hdac3	Liver	Liver	source_name=Liver | time=ZT10 | tissue=liver | strain=C57BL/6 | fragmentation methods=Sonication | chip-seq antibody manufacturer=abcam
SRX100291	Hdac3	Liver	Liver	source_name=Liver | time=ZT10 | tissue=liver | strain=C57BL/6 | fragmentation methods=Sonication | chip-seq antibody manufacturer=abcam
SRX100293	Hdac3	Liver	Liver	source_name=Liver | time=ZT22 | tissue=liver | strain=C57BL/6 | fragmentation methods=Sonication | chip-seq antibody manufacturer=abcam
SRX10046689	Arid1a	Pancreas	266-6	source_name=Acinar cell line 266-6 | cell type=Acinar cell | treatment=0.1 BSA | cell line=266-6
SRX10046691	Arid1a	Pancreas	266-6	source_name=Acinar cell line 266-6 | cell type=Acinar cell | treatment=40ng/ml EGF | cell line=266-6
SRX10049398	Sumo1	Gonad	Ovary	source_name=ovary
SRX10049400	Sumo2	Gonad	Ovary	source_name=ovary
SRX10049402	Sumo1	Gonad	Ovary	source_name=ovary
SRX10049404	Sumo2	Gonad	Ovary	source_name=ovary
SRX10049406	Sumo1	Gonad	Ovary	source_name=ovary
SRX10049408	Sumo2	Gonad	Ovary	source_name=ovary
SRX1011027	Rfx2	Gonad	Testis	source_name=Decapsulated testis | strain=C57BL/6|129/Sv|FVB/N Mixed BKG | tissue=Testis | age=post natal day 29-30 | genotype=wild type
SRX10150712	Irf4	Blood	CD8+ T cells	source_name=in vitro cultured CD8 T cells | strain=C57BL/6J | tissue=Spleen | cell type=in vitro cultured CD8 T cells | treatment=Re-stimulated for 6h CD8 T cells
SRX10150713	Irf4	Blood	CD8+ T cells	source_name=in vitro cultured CD8 T cells | strain=C57BL/6J | tissue=Spleen | cell type=in vitro cultured CD8 T cells | treatment=Re-stimulated for 6h CD8 T cells
SRX10150714	Irf4	Blood	CD8+ T cells	source_name=in vitro cultured CD8 T cells | strain=C57BL/6J | tissue=Spleen | cell type=in vitro cultured CD8 T cells | treatment=Re-stimulated for 6h CD8 T cells
SRX10150715	Irf4	Blood	CD8+ T cells	source_name=in vitro cultured CD8 T cells | strain=C57BL/6J | tissue=Spleen | cell type=in vitro cultured CD8 T cells | treatment=Re-stimulated for 6h CD8 T cells
SRX10150716	Irf4	Blood	CD8+ T cells	source_name=in vitro cultured CD8 T cells | strain=C57BL/6J | tissue=Spleen | cell type=in vitro cultured CD8 T cells | treatment=Re-stimulated for 6h CD8 T cells
SRX10150718	Batf	Blood	CD8+ T cells	source_name=in vitro cultured CD8 T cells | strain=C57BL/6J | tissue=Spleen | cell type=in vitro cultured CD8 T cells | treatment=Re-stimulated for 6h CD8 T cells
SRX10150719	Batf	Blood	CD8+ T cells	source_name=in vitro cultured CD8 T cells | strain=C57BL/6J | tissue=Spleen | cell type=in vitro cultured CD8 T cells | treatment=Re-stimulated for 6h CD8 T cells
SRX10150720	Batf	Blood	CD8+ T cells	source_name=in vitro cultured CD8 T cells | strain=C57BL/6J | tissue=Spleen | cell type=in vitro cultured CD8 T cells | treatment=Re-stimulated for 6h CD8 T cells
SRX10150721	Batf	Blood	CD8+ T cells	source_name=in vitro cultured CD8 T cells | strain=C57BL/6J | tissue=Spleen | cell type=in vitro cultured CD8 T cells | treatment=Re-stimulated for 6h CD8 T cells
SRX10150722	Batf	Blood	CD8+ T cells	source_name=in vitro cultured CD8 T cells | strain=C57BL/6J | tissue=Spleen | cell type=in vitro cultured CD8 T cells | treatment=Re-stimulated for 6h CD8 T cells
SRX10166886	Ikzf3	Blood	Thymocytes	source_name=Ikzf3+/+_thymocytes | strain=C57BL/6 | genotype=Ikzf3+/+ | tissue=thymus | cell type=thymocytes
SRX10166887	Ikzf3	Blood	Thymocytes	source_name=Ikzf3+/+_thymocytes | strain=C57BL/6 | genotype=Ikzf3+/+ | tissue=thymus | cell type=thymocytes
SRX10166888	Ikzf3	Blood	Thymocytes	source_name=Ikzf3+/+_thymocytes | strain=C57BL/6 | genotype=Ikzf3+/+ | tissue=thymus | cell type=thymocytes
SRX10166890	Ikzf3	Blood	Thymocytes	source_name=Ikzf3G158R/G158R_thymocytes | strain=C57BL/6 | genotype=Ikzf3G158R/G158R | tissue=thymus | cell type=thymocytes
SRX10166891	Ikzf3	Blood	Thymocytes	source_name=Ikzf3G158R/G158R_thymocytes | strain=C57BL/6 | genotype=Ikzf3G158R/G158R | tissue=thymus | cell type=thymocytes
SRX10166892	Ikzf3	Blood	Thymocytes	source_name=Ikzf3G158R/G158R_thymocytes | strain=C57BL/6 | genotype=Ikzf3G158R/G158R | tissue=thymus | cell type=thymocytes
SRX10168372	Rnf2	Gonad	Sertoli Cells	source_name=Sertoli | strain=C57BL/6 | age=P7 | genotype=wild type | tissue=testis | cell type=Sertoli cells
SRX1030240	Fli1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030242	Fli1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030243	Fli1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030246	Fli1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030249	Tal1	Blood	G1E	source_name=G1E | cell type=G1E | cell description=Gata1- erythroid progenitor | strain=129
SRX1030250	Tal1	Blood	G1E	source_name=G1E | cell type=G1E | cell description=Gata1- erythroid progenitor | strain=129
SRX1030253	Tal1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030254	Tal1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030255	Tal1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030256	Tal1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030257	Tal1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030258	Tal1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030259	Tal1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030260	Tal1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX1030261	Tal1	Blood	G1E-ER4+E2	source_name=G1E-ER4 | cell type=G1E-ER4 | cell description=Gata1 restored erythroid cells, differentiation induced by estradiol (E2) | strain=129
SRX10317802	Nr1h2	Blood	Macrophages	source_name=LXR ChIP-seq GW3965 | strain=C57BL/6 | cell type=bone marrow derived macrophages | treatment=GW3965 (1uM) for 18 hours
SRX1036624	Kmt2d	Blood	Naive T cells	source_name=Naive CD4 T cells | strain=C57BL/6 x 129 | tissue=lymph nodes | treatment=wild type
SRX1037018	Vdr	Digestive tract	Small intestine	source_name=proxmial half site of small intestine | tissue=duodenum and jejunum | treatment=vehicle control
SRX1037019	Vdr	Digestive tract	Small intestine	source_name=proxmial half site of small intestine | tissue=duodenum and jejunum | treatment=vehicle control
SRX1037021	Vdr	Digestive tract	Small intestine	source_name=proxmial half site of small intestine | tissue=duodenum and jejunum | treatment=1,25(OH)2D3 (10 ng/g bw)
SRX1037022	Vdr	Digestive tract	Small intestine	source_name=proxmial half site of small intestine | tissue=duodenum and jejunum | treatment=1,25(OH)2D3 (10 ng/g bw)
SRX10372523	Ctcf	Blood	LSK cells	source_name=BM LSK (Lin- Sca1+ cKit+) | strain background=C57BL/6J; Sv/129 | transgene=R26 N1IC lox/+ Tcf7 lox/lox Mx1Cre | cre=Mx1Cre induction 2ug/g b.w. poly(I:C) | facs sorting=Target population from bone marrow: CD45.2+ eGFP+ Lin- Sca1+ cKit+ | group_chip=NICD_TCFKO_CTCF | group_cells=NICD_TCFKO
SRX10372525	Ctcf	Blood	LSK cells	source_name=BM LSK (Lin- Sca1+ cKit+) | strain background=C57BL/6J; Sv/129 | transgene=R26 N1IC lox/+ Mx1Cre | cre=Mx1Cre induction 2ug/g b.w. poly(I:C) | facs sorting=Target population from bone marrow: CD45.2+ eGFP+ Lin- Sca1+ cKit+ | group_chip=NICD_TCFWT_CTCF | group_cells=NICD_TCFWT
SRX10372527	Ctcf	Blood	LSK cells	source_name=BM LSK (Lin- Sca1+ cKit+) | strain background=C57BL/6J; Sv/129 | transgene=wild type | cre=Controlled injection with 2ug/g body weight poly(I:C) | facs sorting=Target population from bone marrow: Lin- Sca1+ cKit+ | group_chip=NOTCHWT_TCFWT_CTCF | group_cells=NOTCHWT_TCFWT
SRX10372528	Ctcf	Blood	LSK cells	source_name=BM LSK (Lin- Sca1+ cKit+) | strain background=C57BL/6J; Sv/129 | transgene=wild type | cre=Controlled injection with 2ug/g body weight poly(I:C) | facs sorting=Target population from bone marrow: Lin- Sca1+ cKit+ | group_chip=NOTCHWT_TCFWT_CTCF | group_cells=NOTCHWT_TCFWT
SRX10375665	Smarca4	Neural	Neurospheres	source_name=neurospheres | strain=C57BL/6 | tissue=cortex | developmental stage=Embryo 12.5 | cell type=neurospheres | genotype=WT
SRX10375668	Smarca4	Neural	Neurospheres	source_name=neurospheres | strain=C57BL/6 | tissue=cortex | developmental stage=Embryo 12.5 | cell type=neurospheres | genotype=LncBAR-KO
SRX10394556	Vsx2	Neural	Retina	source_name=retina | strain=C57BL/6 | cell type=retina | age=adult | genotype=DoubleConsensus delta/delta | molecule type=DNA
SRX10447592	Creb1	Adipocyte	Adipose Tissue	source_name=Adipose tissue PDGFRb+ cells | strain=C57BL/6 | subpopulation=DPP4_pos APC | treatment=vehicle(PBS)
SRX10447594	Creb1	Adipocyte	Adipose Tissue	source_name=Adipose tissue PDGFRb+ cells | strain=C57BL/6 | subpopulation=DPP4_pos APC | treatment=isoproterenol (10mM)
SRX10462791	5-hmC	Others	Nasal Mucosa	source_name=AR WT 5hmC_nasal musosa | strain background=C57BL/6 | age=10-12 week | genotype=WT | treatment=OVA-treatment | tissue=nasal mucosa | molecule subtype=5hmC captured DNA
SRX10462793	5-hmC	Others	Nasal Mucosa	source_name=Ctl WT 5hmC_nasal musosa | strain background=C57BL/6 | age=10-12 week | genotype=WT | treatment=No | tissue=nasal mucosa | molecule subtype=5hmC captured DNA
SRX10462794	5-hmC	Others	Nasal Mucosa	source_name=Ctl WT 5hmC_nasal musosa | strain background=C57BL/6 | age=10-12 week | genotype=WT | treatment=No | tissue=nasal mucosa | molecule subtype=5hmC captured DNA
SRX10462796	5-hmC	Others	Nasal Mucosa	source_name=AR Tet2+/- 5hmC_nasal musosa | strain background=C57BL/6 | age=10-12 week | genotype=Tet2+/- | treatment=OVA-treatment | tissue=nasal mucosa | molecule subtype=5hmC captured DNA
SRX10462797	5-hmC	Others	Nasal Mucosa	source_name=AR Tet2+/- 5hmC_nasal musosa | strain background=C57BL/6 | age=10-12 week | genotype=Tet2+/- | treatment=OVA-treatment | tissue=nasal mucosa | molecule subtype=5hmC captured DNA
SRX10462799	5-hmC	Others	Nasal Mucosa	source_name=Ctl Tet2+/- 5hmC_nasal musosa | strain background=C57BL/6 | age=10-12 week | genotype=Tet2+/- | treatment=No | tissue=nasal mucosa | molecule subtype=5hmC captured DNA
SRX10462800	5-hmC	Others	Nasal Mucosa	source_name=Ctl Tet2+/- 5hmC_nasal musosa | strain background=C57BL/6 | age=10-12 week | genotype=Tet2+/- | treatment=No | tissue=nasal mucosa | molecule subtype=5hmC captured DNA
SRX10462802	5-hmC	Others	Nasal Mucosa	source_name=AR Tet2-/- 5hmC_nasal musosa | strain background=C57BL/6 | age=10-12 week | genotype=Tet2-/- | treatment=OVA-treatment | tissue=nasal mucosa | molecule subtype=5hmC captured DNA
SRX10462804	5-hmC	Others	Nasal Mucosa	source_name=Ctl Tet2-/- 5hmC_nasal musosa | strain background=C57BL/6 | age=10-12 week | genotype=Tet2-/- | treatment=No | tissue=nasal mucosa | molecule subtype=5hmC captured DNA
SRX10462805	5-hmC	Others	Nasal Mucosa	source_name=Ctl Tet2-/- 5hmC_nasal musosa | strain background=C57BL/6 | age=10-12 week | genotype=Tet2-/- | treatment=No | tissue=nasal mucosa | molecule subtype=5hmC captured DNA
SRX1046549	Rag1	Blood	B cells	source_name=preB | cell type=B cell; CD19+ bone marrow cell | genotype=R1-/-B | strain=C57BL/6 | age=4 weeks
SRX105504	Foxa1	Liver	Liver	source_name=liver | tissue=liver | strain=CD1 outbred mice | age=2-3 months
SRX105505	Foxa1	Liver	Liver	source_name=liver | tissue=liver | strain=CD1 outbred mice | age=2-3 months
SRX10550527	Ctcf	Gonad	Spermatocytes	source_name=Mouse spermatocytes | strain=C57BL/6 | tissue=Testis | genotype=BORIS KO | age=3 months
SRX105507	Foxa1	Liver	Liver	source_name=liver | tissue=liver | strain=CD1 outbred mice | age=2-3 months
SRX1057043	Biotin	Neural	Cortical neuron	source_name=Primary Cortical Neurons (E16.5 – DIV8) | strain=C57BL/6 | developemental stage=E16.5 – DIV8 | treatment=Control (no stimulation) 5 hr | tissue/cell type=Primary Cortical Neurons
SRX1057045	Biotin	Neural	Cortical neuron	source_name=Primary Cortical Neurons (E16.5 – DIV8) | strain=C57BL/6 | developemental stage=E16.5 – DIV8 | treatment=Control (no stimulation) 5 hr | tissue/cell type=Primary Cortical Neurons
SRX1057049	Biotin	Neural	Cortical neuron	source_name=Primary Cortical Neurons (E16.5 – DIV8) | strain=C57BL/6 | developemental stage=E16.5 – DIV8 | treatment=KCl 5 hr | tissue/cell type=Primary Cortical Neurons
SRX1057051	Biotin	Neural	Cortical neuron	source_name=Primary Cortical Neurons (E16.5 – DIV8) | strain=C57BL/6 | developemental stage=E16.5 – DIV8 | treatment=KCl 5 hr | tissue/cell type=Primary Cortical Neurons
SRX10606774	Zfp541	Gonad	Spermatocytes	source_name=Wild type pachytene/diplotene spermatocytes | cell type=Pachytene/diplotene spermatocytes | strain=C57BL/6 | tissue=Testis | genotype=WT | developmental stage=Adult
SRX10616111	Egr1	Neural	Prefrontal Cortex	source_name=C57BL/6J brain | strain=C57BL/6J | tissue=PFC
SRX10616113	Mef2c	Neural	Prefrontal Cortex	source_name=C57BL/6J brain | strain=C57BL/6J | tissue=PFC
SRX10616115	Egr1	Neural	Cerebellum	source_name=C57BL/6J brain | strain=C57BL/6J | tissue=Cerebellum
SRX10616117	Mef2c	Neural	Cerebellum	source_name=C57BL/6J brain | strain=C57BL/6J | tissue=Cerebellum
SRX10616127	Hdac2	Neural	Prefrontal Cortex	source_name=C57BL/6J brain | strain=C57BL/6J | tissue=PFC
SRX10616130	Hdac2	Neural	Prefrontal Cortex	source_name=C57BL/6J brain | strain=C57BL/6J | tissue=PFC
SRX10616131	Hdac2	Neural	Prefrontal Cortex	source_name=C57BL/6J brain | strain=C57BL/6J | tissue=PFC
SRX10636466	Tbx21	Blood	Natural killer cells	source_name=cNK | strain=C57BL/6 | cell type=cNK | tissue=Spleen | markers=NK1.1+CD3-CD19-CD49a-CD49b+
SRX10636468	Stat4	Blood	CD4+ T cells	source_name=Th1 | strain=C57BL/6 | cell type=Naive CD4 T cell | cell culture condition=Th1 | markers=CD4+CD44high
SRX10659670	Hnf4a	Liver	Liver	source_name=ChIP HNF4a on FoxA Dev double null | age=8 weeks old | tissue=Liver
