ID	Transcription_Factor	Cell_type_class	Cell_type	Metadata
DRX011961	Clock	Liver	Liver	sample_name=DRS011808 | sample comment=Mice were entrained to 12-hr light (L) and 12-hr dark (D) cycles for at least 2 weeks in a light-tight chamber at a constant temperature (23 Â± 1Â°C). The mice were sacrificed at different time for liver isolation. Nuclear extracts of the mouse liver were cross-linked by 1% formaldehyde, and then sonicated. The samples were used for ChIP with CLSP4 anti-CLOCK antibody. For control experiment, the DNA prepared by ChIP with 1D4 antibody and input DNA were also sequenced. | Strain=C57BL/6J
DRX012366	Gata3	Blood	Th2 Cells	sample_name=DRS012118 | sample comment=3xFlag-tagged Gata3-expressing mouse Th2 cell clone, D10G4.1 cells weresubjected to ChIP-seq analysis for anti-Flag mAb.
DRX012367	Gata3	Blood	Th2 Cells	sample_name=DRS012119 | sample comment=3xFlag-tagged Gata3-expressing mouse Th2 cell clone, D10G4.1 cells weresubjected to ChIP-seq analysis for anti-Flag mAb. This sample is control libray.
DRX012408	Nr5a1	Gonad	Leydig Cells	sample_name=DRS012158 | sample comment=Ad4BP ChIP product from adult Leydig cells
DRX012409	Nr5a1	Gonad	Leydig Cells	sample_name=DRS012159 | sample comment=Ad4BP ChIP product from adult Leydig cells
DRX025996	Irf8	Blood	Granulocytic-monocytic progenitors	sample_name=WT_GMP_IRF8
DRX025997	Irf8	Blood	Common monocyte progenitors	sample_name=WT_cMoP_IRF8
DRX025998	Irf8	Blood	Macrophage-dendritic cell progenitor	sample_name=WT_MDP_IRF8
DRX026000	Irf8	Blood	Common dendritic cell progenitor	sample_name=WT_CDP_IRF8
DRX028507	Ncor2	Blood	CD4+ T cells	sample_name=2_HBZ_NcoR2 [ChIPseq] | cell_type=CD4+ T cell
DRX028509	Ep300	Blood	CD4+ T cells	sample_name=2_HBZ_p300 [ChIPseq] | cell_type=CD4+ T cell
DRX028511	Ncor2	Blood	CD4+ T cells	sample_name=2_mock_NcoR2 [ChIPseq] | cell_type=CD4+ T cell
DRX028513	Ep300	Blood	CD4+ T cells	sample_name=2_mock_p300 [ChIPseq] | cell_type=CD4+ T cell
DRX028515	Ncor2	Blood	CD4+ T cells	sample_name=4_HBZ_NCOR2 [ChIPseq] | cell_type=CD4+ T cell
DRX028517	Ep300	Blood	CD4+ T cells	sample_name=4_HBZ_p300 [ChIPseq] | cell_type=CD4+ T cell
DRX028519	Ncor2	Blood	CD4+ T cells	sample_name=4_Mock_NCOR2 [ChIPseq] | cell_type=CD4+ T cell
DRX028521	Ep300	Blood	CD4+ T cells	sample_name=4_Mock_p300 [ChIPseq] | cell_type=CD4+ T cell
DRX036572	Nfe2l2	Blood	Macrophages	sample_name=Nrf2_ChIP-seq_KpCKO_BMDMs_replicate1 | strain=C57BL/6 | tissue_type=Bone marroe derived macrophages | age=8 weeks
DRX036573	Nfe2l2	Blood	Macrophages	sample_name=Nrf2_ChIP-seq_KpCKO_BMDMs_replicate2 | strain=C57BL/6 | tissue_type=Bone marroe derived macrophages | age=9 weeks
DRX036574	Nfe2l2	Blood	Macrophages	sample_name=Nrf2_ChIP-seq_KpCKO_M1-BMDMs_replicate1 | strain=C57BL/6 | tissue_type=Bone marroe derived macrophages | age=8 weeks
DRX036575	Nfe2l2	Blood	Macrophages	sample_name=Nrf2_ChIP-seq_KpCKO_M1-BMDMs_replicate2 | strain=C57BL/6 | tissue_type=Bone marroe derived macrophages | age=9 weeks
DRX036576	Nfe2l2	Blood	Macrophages	sample_name=Nrf2_ChIP-seq_KpCKO_M2-BMDMs_replicate1 | strain=C57BL/6 | tissue_type=Bone marroe derived macrophages | age=8 weeks
DRX036577	Nfe2l2	Blood	Macrophages	sample_name=Nrf2_ChIP-seq_KpCKO_M2-BMDMs_replicate2 | strain=C57BL/6 | tissue_type=Bone marroe derived macrophages | age=9 weeks
DRX045217	Pcgf5	Blood	Granulocytic-monocytic progenitors	sample_name=0010_CE_4M_GMP | strain=C57BL6/NCR | tissue_type=bone marrow
DRX045220	Pcgf5	Blood	Granulocytic-monocytic progenitors	sample_name=0011_Pcgf5CE_4M_GMP | strain=C57BL6/NCR | tissue_type=bone marrow
DRX049474	Spi1	Blood	Granulocytic-monocytic progenitors	sample_name=WT_GMP_PU.1
DRX049475	Irf8	Blood	Common dendritic cell progenitor	sample_name=WT_CDP_IRF8
DRX049477	Spi1	Blood	Macrophage-dendritic cell progenitor	sample_name=WT_MDP_PU.1
DRX049478	Spi1	Blood	Common dendritic cell progenitor	sample_name=WT_CDP_PU.1
DRX049480	Spi1	Blood	Common monocyte progenitors	sample_name=WT_cMoP_PU.1
DRX049482	Spi1	Blood	Granulocytic-monocytic progenitors	sample_name=KO_GMP_PU.1
DRX049484	Spi1	Blood	Macrophage-dendritic cell progenitor	sample_name=KO_MDP_PU.1
DRX049487	Spi1	Blood	Common monocyte progenitors	sample_name=KO_cMoP_PU.1
DRX053276	Pcgf1	Blood	MEL	sample_name=0012_3xFlag-Pcgf1_MEL
DRX053278	Pcgf5	Blood	MEL	sample_name=0013_3xFlag-Pcgf5_MEL
DRX077528	Bcor	Blood	CD4 CD8 double positive cells	sample_name=Bcor-delE4_DP | strain=C57BL6/NCR | tissue_type=bone marrow
DRX083360	Irf8	Blood	Macrophage-dendritic cell progenitor	sample_name=WT_MDP_IRF8_ChIP-seq_rep1
DRX083361	Irf8	Blood	Macrophage-dendritic cell progenitor	sample_name=WT_MDP_IRF8_ChIP-seq_rep2
DRX083363	Spi1	Blood	Macrophage-dendritic cell progenitor	sample_name=WT_MDP_PU1_ChIP-seq_rep1
DRX083364	Spi1	Blood	Macrophage-dendritic cell progenitor	sample_name=WT_MDP_PU1_ChIP-seq_rep2
DRX111906	Spi1	Blood	Macrophages	sample_name=BMM_PU.1_ChIP | cell_type=macrophage | strain=ddY | tissue_type=bone marrow
DRX111907	Spi1	Bone	Osteoclasts	sample_name=OC_PU.1_ChIP | cell_type=osteoclast | strain=ddY | tissue_type=bone marrow
DRX111908	Irf8	Blood	Macrophages	sample_name=BMM_IRF8_ChIP | cell_type=macrophage | strain=ddY | tissue_type=bone marrow
DRX111909	Nfatc1	Bone	Osteoclasts	sample_name=OC_NFATC1_ChIP | cell_type=osteoclast | strain=ddY | tissue_type=bone marrow
DRX113531	Heyl	Muscle	C2C12	sample_name=HeyL_ChIP-1 | cell_line=C2C12
DRX113532	Heyl	Muscle	C2C12	sample_name=HeyL_ChIP-2 | cell_line=C2C12
DRX113535	Heyl	Muscle	C2C12	sample_name=HeyL-Hes1_ChIP-1 | cell_line=C2C12
DRX113536	Heyl	Muscle	C2C12	sample_name=HeyL-Hes1_ChIP-2 | cell_line=C2C12
DRX114114	Spi1	Blood	Granulocytic-monocytic progenitors	sample_name=WT_GMP_PU1_ChIP-seq_new_rep1
DRX114115	Spi1	Blood	Granulocytic-monocytic progenitors	sample_name=WT_GMP_PU1_ChIP-seq_new_rep2
DRX138318	Sox9	Others	Submandibular Gland	sample_name=E13 SMG Sox9 ChIP | age=E13 | genotype=wild type | strain=C57BL6/J | tissue_type=submandibular gland
DRX139340	Bcor	Blood	Granulocytic-monocytic progenitors	sample_name=Bcor_GMP | strain=C57BL6/NCR | tissue=bone marrow
DRX143500	Kdm2b	Blood	Thymocytes	sample_name=3xFlag-KDM2B_thymocytes | strain=C57BL6/NCR | tissue_type=Thymus
DRX151666	Bmi1	Blood	LSK cells	sample_name=Bmi1KI_LSK | strain=C57BL6/NCR | tissue_type=bone marrow
DRX178619	Dbp	Liver	Liver	sample_name=WT_ZT12_DBP_1 | tissue=Liver
DRX178621	Dbp	Liver	Liver	sample_name=WT_ZT12_DBP_2 | tissue=Liver
DRX178623	Nfil3	Liver	Liver	sample_name=WT_ZT24_E4BP4_1 | tissue=Liver
DRX178625	Nfil3	Liver	Liver	sample_name=WT_ZT24_E4BP4_2 | tissue=Liver
DRX178627	Dbp	Liver	Liver	sample_name=E4bp4KO_ZT12_DBP_1 | tissue=Liver
DRX178629	Dbp	Liver	Liver	sample_name=E4bp4KO_ZT12_DBP_2 | tissue=Liver
DRX178631	Nfil3	Liver	Liver	sample_name=E4bp4KO_ZT24_E4BP4_1 | tissue=Liver
DRX178633	Nfil3	Liver	Liver	sample_name=E4bp4KO_ZT24_E4BP4_2 | tissue=Liver
DRX230417	Atf7	Gonad	Testis	sample_name=ATF7_ChIP-seq.Testis.2_(AG).WCE_TGC_No2 | biological_replicate=WCE_TGC_No2
DRX230418	Atf7	Gonad	Testis	sample_name=ATF7_ChIP-seq.Testis.7_(MG).WCE_TGC_No7 | biological_replicate=WCE_TGC_No7
DRX230419	Atf7	Gonad	Testis	sample_name=ATF7_ChIP-seq.Testis.13_(GC).WCE_TGC_Gd1 | biological_replicate=WCE_TGC_Gd1
DRX230420	Atf7	Gonad	Testis	sample_name=ATF7_ChIP-seq.Testis.1_(AG).ATF7_TGC_No1 | biological_replicate=ATF7_TGC_No1
DRX230421	Atf7	Gonad	Testis	sample_name=ATF7_ChIP-seq.Testis.2_(AG).ATF7_TGC_No2 | biological_replicate=ATF7_TGC_No2
DRX230422	Atf7	Gonad	Testis	sample_name=ATF7_ChIP-seq.Testis.7_(MG).ATF7_TGC_No7 | biological_replicate=ATF7_TGC_No7
DRX230423	Atf7	Gonad	Testis	sample_name=ATF7_ChIP-seq.Testis.8_(MG).ATF7_TGC_No8 | biological_replicate=ATF7_TGC_No8
DRX230424	Atf7	Gonad	Testis	sample_name=ATF7_ChIP-seq.Testis.13_(GC).ATF7_TGC_Gd1 | biological_replicate=ATF7_TGC_Gd1
DRX230425	Atf7	Gonad	Testis	sample_name=ATF7_ChIP-seq.Testis.14_(GC).ATF7_TGC_Gd2 | biological_replicate=ATF7_TGC_Gd2
DRX411715	Hmga2	Blood	Monoulcear cells	sample_name=Hmga2KO_Flag-Hmga2WT_PBS_IP | age=2month | cell_subtype=Monoulcear cell | dev_stage=Adult | genotype=Hmga2-fl/fl.CreERT2.Flag-Hmga2-WT | growth_protocol=HSC-medium | sample_type=IP | strain=C57BL/6 | tissue=BM | treatment=PBS-vitro
DRX411716	Hmga2	Blood	Monoulcear cells	sample_name=Hmga2KO_Flag-Hmga2WT_TNF_IP | age=2month | cell_subtype=Monoulcear cell | dev_stage=Adult | genotype=Hmga2-fl/fl.CreERT2.Flag-Hmga2-WT | growth_protocol=HSC-medium | sample_type=IP | strain=C57BL/6 | tissue=BM | treatment=TNF-vitro
DRX411717	Hmga2	Blood	Monoulcear cells	sample_name=Hmga2KO_Flag-Hmga2-5A_PBS_IP | age=2month | cell_subtype=Monoulcear cell | dev_stage=Adult | genotype=Hmga2-fl/fl.CreERT2.Flag-Hmga2-5A | growth_protocol=HSC-medium | sample_type=IP | strain=C57BL/6 | tissue=BM | treatment=PBS-vitro
DRX411718	Hmga2	Blood	Monoulcear cells	sample_name=Hmga2KO_Flag-Hmga2-5A_TNF_IP | age=2month | cell_subtype=Monoulcear cell | dev_stage=Adult | genotype=Hmga2-fl/fl.CreERT2.Flag-Hmga2-5A | growth_protocol=HSC-medium | sample_type=IP | strain=C57BL/6 | tissue=BM | treatment=TNF-vitro
DRX440382	Ezh2	Spleen	Spleen	sample_name=ChIPseq EZH2 of WT mouse | age=not applicable | breed=not applicable | cultivar=not applicable | dev_stage=not applicable | ecotype=not applicable | isolate=not applicable | strain=C57BL/6J | tissue=spleen
DRX440385	Ezh2	Spleen	Spleen	sample_name=ChIPseq EZH2 of HBZTg mouse | age=not applicable | breed=not applicable | cultivar=not applicable | dev_stage=not applicable | ecotype=not applicable | isolate=not applicable | strain=C57BL/6J | tissue=spleen
ERX005682	Sox2	Neural	Neural Stem Cells	Alias=Sox2 ChIP sample | Description=Neural stem cell culturing and derivation: Wild-type NSCs were cultured using N2B27 medium (Stem Cell Sciences) supplemented with EGF and FGF (both from Peprotech). For large scale chromatin preparation, 108 NSCs were crosslinked with 2 mM disuccinimidyl glutarate (Thermo Fisher Scientific) and 1% formaldehyde, as described10, nuclei were isolated in 50 mM Tris-Cl pH 8.0, 1 mM EDTA, 1%SDS, lysed in pre-IP buffer (10 mM Tris, 10 mM NaCl, 3mM MgCl2, 1 mM CaCl2). Chromatin was prepared and ChIP performed according to the Millipore on-line protocol using 15 mg of antibody against Sox2 (Y17, sc-17320). | SRA accession=ERS011161 | Sample Name=ERS011161 | Title=Immunoprecipitation of Sox2 in mouse neural stem cells
ERX1288405	Irf4	Blood	CD4+ T cells	ArrayExpress-DevelopmentalStage=Th2 | sample description=Irf4_1M | strain=C57BL/6 JAX
ERX1288406	Irf4	Blood	CD4+ T cells	ArrayExpress-DevelopmentalStage=Th2 | sample description=Irf4_100K | strain=C57BL/6 JAX
ERX1288407	Irf4	Blood	CD4+ T cells	ArrayExpress-DevelopmentalStage=Th2 | sample description=Irf4_10K | strain=C57BL/6 JAX
ERX1288409	Irf4	Blood	CD4+ T cells	ArrayExpress-DevelopmentalStage=Th2 | sample description=Irf4_1M | strain=C57BL/6 JAX
ERX1288410	Irf4	Blood	CD4+ T cells	ArrayExpress-DevelopmentalStage=Th2 | sample description=Irf4_100K | strain=C57BL/6 JAX
ERX1288411	Irf4	Blood	CD4+ T cells	ArrayExpress-DevelopmentalStage=Th2 | sample description=Irf4_10K | strain=C57BL/6 JAX
ERX132617	Mecp2	Blood	B cells	sample description=DNA isolated from MBD Affinity Purification (MAP)
ERX132622	Mecp2	Blood	Th1 Cells	sample description=DNA isolated from MBD Affinity Purification (MAP)
ERX1376815	Irf4	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild Type | sample description=x37_Irf4
ERX1376816	Irf4	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild Type | sample description=x55_Irf4
ERX1376817	Irf4	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild Type | sample description=Native_Irf4
ERX1376818	Irf4	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild Type | sample description=ATACx_Irf4
ERX1376819	Irf4	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild Type | sample description=x37_Irf4
ERX1376820	Irf4	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild Type | sample description=x55_Irf4
ERX1376821	Irf4	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild Type | sample description=Native_Irf4
ERX1376822	Irf4	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild Type | sample description=ATACx_Irf4
ERX1585690	Xbp1	Blood	CD4+ T cells	ArrayExpress-DevelopmentalStage=Th2 | ArrayExpress-Phenotype=WT | sample description=Xbp1_A | strain=C57BL/6
ERX1585691	Xbp1	Blood	CD4+ T cells	ArrayExpress-DevelopmentalStage=Th2 | ArrayExpress-Phenotype=WT | sample description=Xbp1_B | strain=C57BL/6
ERX1823619	Xbp1	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild type | sample description=Xbp1_ChIPmen
ERX1823623	Xbp1	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild type | sample description=Xbp1_ATAC
ERX1823631	Xbp1	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild type | sample description=Xbp1_ChIPmen
ERX1823635	Xbp1	Blood	CD4+ T cells	ArrayExpress-Phenotype=Wild type | sample description=Xbp1_ATAC
ERX204058	Cebpa	Liver	Hepatocytes	ArrayExpress-DevelopmentalStage=Adult | ArrayExpress-Genotype=C57/Bl6 | ArrayExpress-OrganismPart=Liver | sample description=ChIPseq | strain=C57BL/6
ERX204059	Hnf4a	Liver	Hepatocytes	ArrayExpress-DevelopmentalStage=Adult | ArrayExpress-Genotype=C57/Bl6 | ArrayExpress-OrganismPart=Liver | sample description=ChIPseq | strain=C57BL/6
ERX204061	Ep300	Liver	Hepatocytes	ArrayExpress-DevelopmentalStage=Adult | ArrayExpress-Genotype=C57/Bl6 | ArrayExpress-OrganismPart=Liver | sample description=ChIPseq | strain=C57BL/6
ERX204062	Cebpa	Liver	Hepatocytes	ArrayExpress-DevelopmentalStage=Adult | ArrayExpress-Genotype=C57/Bl6 | ArrayExpress-OrganismPart=Liver | sample description=ChIPseq | strain=C57BL/6
ERX204063	Hnf4a	Liver	Hepatocytes	ArrayExpress-DevelopmentalStage=Adult | ArrayExpress-Genotype=C57/Bl6 | ArrayExpress-OrganismPart=Liver | sample description=ChIPseq | strain=C57BL/6
ERX204065	Ep300	Liver	Hepatocytes	ArrayExpress-DevelopmentalStage=Adult | ArrayExpress-Genotype=C57/Bl6 | ArrayExpress-OrganismPart=Liver | sample description=ChIPseq | strain=C57BL/6
