DRX325732	ce10	TFs and others	Epitope tags	Adult	Adult	NA	9752273,92.4,44.5,504	Illumina HiSeq 2500 paired end sequencing of SAMD00425325	sample_name=02_Mock_CeWT_H2Av_Dro	antibody=FLAG_ChIP	biological_replicate=replicate_2	dev_stage=adult	phenotype=wild type	sex=hermaphrodite	spike in=Drosophila chromatin	strain=N2
DRX325733	ce10	TFs and others	him-1	Adult	Adult	NA	9468639,98.7,14.7,663	Illumina HiSeq 2500 paired end sequencing of SAMD00425326	sample_name=02_HIM1_CeWT_H2Av_Dro	antibody=HIM-1_ChIP	biological_replicate=replicate_2	dev_stage=adult	phenotype=wild type	sex=hermaphrodite	spike in=Drosophila chromatin	strain=N2
DRX325734	ce10	TFs and others	csr-1	Adult	Adult	NA	11868273,98.6,14.8,812	Illumina HiSeq 2500 paired end sequencing of SAMD00425327	sample_name=02_CSR1_CeWT_H2Av_Dro	antibody=CSR-1_ChIP	biological_replicate=replicate_2	dev_stage=adult	phenotype=wild type	sex=hermaphrodite	spike in=Drosophila chromatin	strain=N2
DRX325735	ce10	TFs and others	coh-3	Adult	Adult	NA	4893573,97.2,14.2,459	Illumina HiSeq 2500 paired end sequencing of SAMD00425328	sample_name=02_COH3n4_CeWT_H2Av_Dro	antibody=COH-3/4_ChIP	biological_replicate=replicate_2	dev_stage=adult	phenotype=wild type	sex=hermaphrodite	spike in=Drosophila chromatin	strain=N2
DRX325736	ce10	Histone	H3K9me2	Adult	Adult	NA	14310611,99.3,13.1,1248	Illumina HiSeq 2500 paired end sequencing of SAMD00425329	sample_name=02_H3K9me2_CeWT_H2Av_Dro	antibody=histone_H3K9me2_ChIP	biological_replicate=replicate_2	dev_stage=adult	phenotype=wild type	sex=hermaphrodite	spike in=Drosophila chromatin	strain=N2
DRX325737	ce10	Histone	H3K9me2	Adult	Adult	NA	11448610,99.0,12.4,1128	Illumina HiSeq 2500 paired end sequencing of SAMD00425330	sample_name=02_H3K9me2_Cehim8_H2Av_Dro	antibody=histone_H3K9me2_ChIP	biological_replicate=replicate_2	dev_stage=adult	phenotype=high incidence of males	sex=not determined	spike in=Drosophila chromatin	strain=him-8(tm611)IV
DRX325738	ce10	Histone	H3K9me2	Adult	Adult	NA	5860851,91.8,13.8,485	Illumina HiSeq 2500 paired end sequencing of SAMD00425331	sample_name=02_H3K9me2_Cemet2set25_H2Av_Dro	antibody=histone_H3K9me2_ChIP	biological_replicate=replicate_2	dev_stage=adult	phenotype=absence of H3K9me2 and me3	sex=hermaphrodite	spike in=Drosophila chromatin	strain=met-2(ok2307)set-25(n5021)III
DRX325739	ce10	TFs and others	cec-5	Adult	Adult	NA	5711305,99.3,12.0,712	Illumina HiSeq 2500 paired end sequencing of SAMD00425332	sample_name=02_CEC5_CeWT_H2Av_Dro	antibody=CEC-5_ChIP	biological_replicate=replicate_2	dev_stage=adult	phenotype=wild type	sex=hermaphrodite	spike in=Drosophila chromatin	strain=N2
DRX325740	ce10	TFs and others	cec-5	Adult	Adult	NA	8345806,99.2,12.0,1020	Illumina HiSeq 2500 paired end sequencing of SAMD00425333	sample_name=02_CEC5_Cehim8_H2Av_Dro	antibody=CEC-5_ChIP	biological_replicate=replicate_2	dev_stage=adult	phenotype=high incidence of males	sex=not determined	spike in=Drosophila chromatin	strain=him-8(tm611)IV
DRX325741	ce10	TFs and others	cec-5	Adult	Adult	NA	5935756,98.6,12.2,529	Illumina HiSeq 2500 paired end sequencing of SAMD00425334	sample_name=02_CEC5_Cemet2set25_H2Av_Dro	antibody=CEC-5_ChIP	biological_replicate=replicate_2	dev_stage=adult	phenotype=absence of H3K9me2 and me3	sex=hermaphrodite	spike in=Drosophila chromatin	strain=met-2(ok2307)set-25(n5021)III
ERX1270342	ce10	No description	NA	Unclassified	Unclassified	NA	21538826,98.7,8.9,0	Illumina HiSeq 2000 sequencing; ChIPSeq profiling of LIR3 binding sites in C.elegans	ENA first public=2017-03-16	ENA last update=2015-12-23	ENA-CHECKLIST=ERC000011	External Id=SAMEA3719417	INSDC center alias=European Research Institute for the Biology of Ageing (ERIBA), University of Groningen, UMC Groningen, The Netherlands	INSDC center name=European Research Institute for the Biology of Ageing (ERIBA), University of Groningen, UMC Groningen, The Netherlands	INSDC first public=2017-03-16T17:01:55Z	INSDC last update=2015-12-23T16:08:36Z	INSDC status=public	Submitter Id=E-MTAB-4174:Input	broker name=ArrayExpress	sample name=E-MTAB-4174:Input
ERX1270343	ce10	No description	NA	Unclassified	Unclassified	NA	12430706,91.4,17.4,818	Illumina HiSeq 2000 sequencing; ChIPSeq profiling of LIR3 binding sites in C.elegans	ENA first public=2017-03-16	ENA last update=2015-12-23	ENA-CHECKLIST=ERC000011	External Id=SAMEA3719418	INSDC center alias=European Research Institute for the Biology of Ageing (ERIBA), University of Groningen, UMC Groningen, The Netherlands	INSDC center name=European Research Institute for the Biology of Ageing (ERIBA), University of Groningen, UMC Groningen, The Netherlands	INSDC first public=2017-03-16T17:01:55Z	INSDC last update=2015-12-23T16:08:36Z	INSDC status=public	Submitter Id=E-MTAB-4174:LIR3_Rep1	broker name=ArrayExpress	sample name=E-MTAB-4174:LIR3_Rep1
ERX1270344	ce10	No description	NA	Unclassified	Unclassified	NA	11229323,83.6,16.0,786	Illumina HiSeq 2000 sequencing; ChIPSeq profiling of LIR3 binding sites in C.elegans	ENA first public=2017-03-16	ENA last update=2015-12-23	ENA-CHECKLIST=ERC000011	External Id=SAMEA3719419	INSDC center alias=European Research Institute for the Biology of Ageing (ERIBA), University of Groningen, UMC Groningen, The Netherlands	INSDC center name=European Research Institute for the Biology of Ageing (ERIBA), University of Groningen, UMC Groningen, The Netherlands	INSDC first public=2017-03-16T17:01:55Z	INSDC last update=2015-12-23T16:08:36Z	INSDC status=public	Submitter Id=E-MTAB-4174:LIR3_Rep2	broker name=ArrayExpress	sample name=E-MTAB-4174:LIR3_Rep2
ERX1485062	ce10	No description	NA	Embryo	Mixed embryo	NA	30362235,99.3,44.4,5940	Illumina HiSeq 2000 paired end sequencing; ChIP-Seq of LET-418::3xFLAG in mixed stage early C.elegans embryos	ENA first public=2016-09-13	ENA last update=2016-05-16	ENA-CHECKLIST=ERC000011	External Id=SAMEA3991490	INSDC center alias=University of Fribourg Department of Biology Zoology Institute	INSDC center name=University of Fribourg Department of Biology Zoology Institute	INSDC first public=2016-09-13T17:01:46Z	INSDC last update=2016-05-16T13:50:41Z	INSDC status=public	Submitter Id=E-MTAB-4716_2:FR13551_LET-418_3xFLAG_Rep1	broker name=ArrayExpress	developmental stage=mixed stage, early embryos	genotype=let-418p::LET-418::3xFLAG::let-418-3'UTR II; let-418(n3536)V	replicate=1	sample name=E-MTAB-4716_2:FR13551_LET-418_3xFLAG_Rep1
ERX1485063	ce10	No description	NA	Embryo	Mixed embryo	NA	32278594,99.2,48.9,4781	Illumina HiSeq 2000 paired end sequencing; ChIP-Seq of LET-418::3xFLAG in mixed stage early C.elegans embryos	ENA first public=2016-09-13	ENA last update=2016-05-16	ENA-CHECKLIST=ERC000011	External Id=SAMEA3991491	INSDC center alias=University of Fribourg Department of Biology Zoology Institute	INSDC center name=University of Fribourg Department of Biology Zoology Institute	INSDC first public=2016-09-13T17:01:46Z	INSDC last update=2016-05-16T13:50:41Z	INSDC status=public	Submitter Id=E-MTAB-4716_2:FR13552_LET-418_3xFLAG_Rep2	broker name=ArrayExpress	developmental stage=mixed stage, early embryos	genotype=let-418p::LET-418::3xFLAG::let-418-3'UTR II; let-418(n3536)V	replicate=2	sample name=E-MTAB-4716_2:FR13552_LET-418_3xFLAG_Rep2
ERX1485064	ce10	No description	NA	Embryo	Mixed embryo	NA	13688347,98.5,31.5,24316	Illumina HiSeq 2000 paired end sequencing; ChIP-Seq of LET-418::3xFLAG in mixed stage early C.elegans embryos	ENA first public=2016-09-13	ENA last update=2016-05-16	ENA-CHECKLIST=ERC000011	External Id=SAMEA3991492	INSDC center alias=University of Fribourg Department of Biology Zoology Institute	INSDC center name=University of Fribourg Department of Biology Zoology Institute	INSDC first public=2016-09-13T17:01:46Z	INSDC last update=2016-05-16T13:50:41Z	INSDC status=public	Submitter Id=E-MTAB-4716_2:Input_DNA	broker name=ArrayExpress	developmental stage=mixed stage, early embryos	genotype=let-418(n3536)V	replicate=1	sample name=E-MTAB-4716_2:Input_DNA
ERX1999196	ce10	No description	NA	Unclassified	Unclassified	NA	12547783,98.3,65.0,3560	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982068	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX1316-ChIP-1	broker name=ArrayExpress	genotype=wild type genotype	sample name=E-MTAB-5662:SX1316-ChIP-1	scientific_name=Caenorhabditis elegans
ERX1999197	ce10	No description	NA	Unclassified	Unclassified	NA	15214017,97.8,42.1,0	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982069	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX1316-ChIP-2	broker name=ArrayExpress	genotype=wild type genotype	sample name=E-MTAB-5662:SX1316-ChIP-2	scientific_name=Caenorhabditis elegans
ERX1999198	ce10	No description	NA	Unclassified	Unclassified	NA	15947648,97.2,48.1,0	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982070	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX1316-ChIP-3	broker name=ArrayExpress	genotype=wild type genotype	sample name=E-MTAB-5662:SX1316-ChIP-3	scientific_name=Caenorhabditis elegans
ERX1999199	ce10	No description	NA	Unclassified	Unclassified	NA	11243482,98.5,34.1,644	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982071	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX1316-input-1	broker name=ArrayExpress	genotype=wild type genotype	sample name=E-MTAB-5662:SX1316-input-1	scientific_name=Caenorhabditis elegans
ERX1999200	ce10	No description	NA	Unclassified	Unclassified	NA	6678860,86.7,27.1,552	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982072	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX1316-input-2	broker name=ArrayExpress	genotype=wild type genotype	sample name=E-MTAB-5662:SX1316-input-2	scientific_name=Caenorhabditis elegans
ERX1999201	ce10	No description	NA	Unclassified	Unclassified	NA	4834201,98.3,26.6,762	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982073	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX1316-input-3	broker name=ArrayExpress	genotype=wild type genotype	sample name=E-MTAB-5662:SX1316-input-3	scientific_name=Caenorhabditis elegans
ERX1999202	ce10	No description	NA	Unclassified	Unclassified	NA	16124428,98.3,65.0,3832	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982074	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX2000-ChIP-1	broker name=ArrayExpress	genotype=hrde-1	sample name=E-MTAB-5662:SX2000-ChIP-1	scientific_name=Caenorhabditis elegans
ERX1999203	ce10	No description	NA	Unclassified	Unclassified	NA	12332550,92.2,49.9,0	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982075	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX2000-ChIP-2	broker name=ArrayExpress	genotype=hrde-1	sample name=E-MTAB-5662:SX2000-ChIP-2	scientific_name=Caenorhabditis elegans
ERX1999204	ce10	No description	NA	Unclassified	Unclassified	NA	11535468,94.0,50.2,0	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982076	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX2000-ChIP-3	broker name=ArrayExpress	genotype=hrde-1	sample name=E-MTAB-5662:SX2000-ChIP-3	scientific_name=Caenorhabditis elegans
ERX1999205	ce10	No description	NA	Unclassified	Unclassified	NA	9249716,90.7,41.2,1075	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982077	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX2000-ChIP-4	broker name=ArrayExpress	genotype=hrde-1	sample name=E-MTAB-5662:SX2000-ChIP-4	scientific_name=Caenorhabditis elegans
ERX1999206	ce10	No description	NA	Unclassified	Unclassified	NA	24237636,97.4,44.9,0	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982078	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX2000-input-1	broker name=ArrayExpress	genotype=hrde-1	sample name=E-MTAB-5662:SX2000-input-1	scientific_name=Caenorhabditis elegans
ERX1999207	ce10	No description	NA	Unclassified	Unclassified	NA	7622465,54.0,23.4,556	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982079	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX2000-input-2	broker name=ArrayExpress	genotype=hrde-1	sample name=E-MTAB-5662:SX2000-input-2	scientific_name=Caenorhabditis elegans
ERX1999208	ce10	No description	NA	Unclassified	Unclassified	NA	454553,51.7,8.6,102	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982080	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX2000-input-3	broker name=ArrayExpress	genotype=hrde-1	sample name=E-MTAB-5662:SX2000-input-3	scientific_name=Caenorhabditis elegans
ERX1999209	ce10	No description	NA	Unclassified	Unclassified	NA	3601083,36.9,14.4,214	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982081	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX2000-input-4	broker name=ArrayExpress	genotype=hrde-1	sample name=E-MTAB-5662:SX2000-input-4	scientific_name=Caenorhabditis elegans
ERX1999210	ce10	No description	NA	Unclassified	Unclassified	NA	10051313,97.8,64.2,3334	Illumina HiSeq 2500 sequencing; Histone H3K9me3 ChIP-seq of young adult C. elegans wildtype, and mutants emb-4 (qm31) and hrde-1 (tm1200)	ENA-CHECKLIST=ERC000011	ENA-FIRST-PUBLIC=2017-06-29T17:02:36Z	ENA-LAST-UPDATE=2017-04-18T17:39:45Z	External Id=SAMEA103982082	INSDC center name=Wellcome Trust/Cancer Research UK Gurdon Institute Department of Genetics, University of Cambridge Wellcome Trust Sanger Institute	INSDC first public=2017-06-29T17:02:36Z	INSDC last update=2017-04-18T17:39:45Z	INSDC status=public	Submitter Id=E-MTAB-5662:SX2929-ChIP-1	broker name=ArrayExpress	genotype=emb-4	sample name=E-MTAB-5662:SX2929-ChIP-1	scientific_name=Caenorhabditis elegans
